topology_case,policy,episode_id,step,date_time,start_index,reward_mean,reward_sum,grid_import_kw,grid_import_mwh,energy_cost,curtailment_kw,curtailment_mwh,voltage_deviation,grid_stress,min_voltage_pu,max_voltage_pu,max_line_current_pu,max_voltage_violation,max_line_current_violation,feasible,converged,infeasible_action,throughput_mwh,requested_action_agent_0,accepted_action_agent_0,dess_power_kw_agent_0,soc_agent_0,requested_action_agent_1,accepted_action_agent_1,dess_power_kw_agent_1,soc_agent_1,requested_action_agent_2,accepted_action_agent_2,dess_power_kw_agent_2,soc_agent_2,requested_action_agent_3,accepted_action_agent_3,dess_power_kw_agent_3,soc_agent_3,requested_action_agent_4,accepted_action_agent_4,dess_power_kw_agent_4,soc_agent_4
TP6,maddpg,0,0,2018-12-01 00:00:00+00:00,32064,-10.236987686157226,-51.18493843078613,729.4942985158741,0.18237357462896853,7.398895922697253,0.0,0.0,0.49643218517303467,0.0,0.9656344056129456,1.0,0.9476601481437683,0.0,0.0,True,True,False,0.09374965466558934,1.0,1.0,75.0,0.4605263157894737,1.0,1.0,75.0,0.4605263157894737,1.0,1.0,75.0,0.4605263157894737,1.0,1.0,75.0,0.4605263157894737,-0.9999815821647644,-0.9999815821647644,-74.99861866235733,0.5356243438646198
TP6,maddpg,0,1,2018-12-01 00:15:00+00:00,32064,-9.133259582519532,-45.666297912597656,650.8537553245333,0.16271343883113332,6.601284213379079,0.0,0.0,0.4351581931114197,0.0,0.9713724851608276,1.0,0.8828471899032593,0.0,0.0,True,True,False,0.0769989707507193,1.0,1.0,75.0,0.42105263157894735,1.0,1.0,75.0,0.42105263157894735,1.0,1.0,75.0,0.42105263157894735,1.0,1.0,75.0,0.42105263157894735,-0.10661177337169647,-0.10661177337169647,-7.995883002877235,0.5394223882909864
TP6,maddpg,0,2,2018-12-01 00:30:00+00:00,32064,-10.022919082641602,-50.11459541320801,711.2830598732671,0.17782076496831678,7.214188434764612,0.0,0.0,0.4842844605445862,0.0,0.9665318131446838,1.0,0.9257020950317383,0.0,0.0,True,True,False,0.09371509328484535,1.0,1.0,75.0,0.381578947368421,1.0,1.0,75.0,0.381578947368421,1.0,1.0,75.0,0.381578947368421,1.0,1.0,75.0,0.381578947368421,-0.9981383085250854,-0.9981383085250854,-74.86037313938141,0.5749810655321926
TP6,maddpg,0,3,2018-12-01 00:45:00+00:00,32064,-9.082464599609375,-45.412322998046875,646.8479104994458,0.16171197762486145,6.560654932240629,0.0,0.0,0.43479102849960327,0.0,0.971139669418335,1.0,0.8727896213531494,0.0,0.0,True,True,False,0.07983748074620962,1.0,1.0,75.0,0.3421052631578947,1.0,1.0,75.0,0.3421052631578947,1.0,1.0,75.0,0.3421052631578947,1.0,1.0,75.0,0.3421052631578947,-0.2579989731311798,-0.2579989731311798,-19.349922984838486,0.5841722789499909
TP6,maddpg,0,4,2018-12-01 01:00:00+00:00,32064,-9.170462226867675,-45.85231113433838,699.2939489432501,0.17482348723581254,6.568118415449477,0.0,0.0,0.47648054361343384,0.0,0.9670427441596985,1.0,0.9109654426574707,0.0,0.0,True,True,False,0.09375,1.0,1.0,75.0,0.30263157894736836,1.0,1.0,75.0,0.30263157894736836,1.0,1.0,75.0,0.30263157894736836,1.0,1.0,75.0,0.30263157894736836,-1.0,-1.0,-75.0,0.6197972789499909
TP6,maddpg,0,5,2018-12-01 01:15:00+00:00,32064,-9.019511795043945,-45.09755897521973,688.5703641146392,0.1721425910286598,6.467397144946749,0.0,0.0,0.47033804655075073,0.0,0.9674394130706787,1.0,0.8981451392173767,0.0,0.0,True,True,False,0.09375,1.0,1.0,75.0,0.26315789473684204,1.0,1.0,75.0,0.26315789473684204,1.0,1.0,75.0,0.26315789473684204,1.0,1.0,75.0,0.26315789473684204,-1.0,-1.0,-75.0,0.6554222789499909
TP6,maddpg,0,6,2018-12-01 01:30:00+00:00,32064,-8.922955131530761,-44.61477565765381,681.1662543218517,0.17029156358046293,6.3978540437179925,0.0,0.0,0.4656071662902832,0.0,0.9677461385726929,1.0,0.8891899585723877,0.0,0.0,True,True,False,0.09375,1.0,1.0,75.0,0.2236842105263157,1.0,1.0,75.0,0.2236842105263157,1.0,1.0,75.0,0.2236842105263157,1.0,1.0,75.0,0.2236842105263157,-1.0,-1.0,-75.0,0.691047278949991
TP6,maddpg,0,7,2018-12-01 01:45:00+00:00,32064,-8.831165885925293,-44.155829429626465,674.1259910882036,0.1685314977720509,6.331728371295952,0.0,0.0,0.46112561225891113,0.0,0.9680307507514954,1.0,0.8806536197662354,0.0,0.0,True,True,False,0.09374999217689037,1.0,1.0,75.0,0.18421052631578938,1.0,1.0,75.0,0.18421052631578938,0.9999995827674866,0.9999995827674866,74.9999687075615,0.18421054278549387,1.0,1.0,75.0,0.18421052631578938,-1.0,-1.0,-75.0,0.726672278949991
TP6,maddpg,0,8,2018-12-01 02:00:00+00:00,32064,-10.116862487792968,-50.584312438964844,815.4136548919269,0.2038534137229817,7.297952211282745,0.0,0.0,0.4751242995262146,0.0,0.9677999019622803,1.0,0.9895598292350769,0.0,0.0,True,True,False,0.09375,1.0,1.0,75.0,0.14473684210526305,1.0,1.0,75.0,0.14473684210526305,-1.0,-1.0,-75.0,0.21983554278549386,1.0,1.0,75.0,0.14473684210526305,-1.0,-1.0,-75.0,0.762297278949991
TP6,maddpg,0,9,2018-12-01 02:15:00+00:00,32064,-8.231317138671875,-41.156585693359375,657.9407713227283,0.16448519283068208,5.888569903338418,0.0,0.0,0.4516366124153137,0.0,0.9686294198036194,1.0,0.8611104488372803,0.0,0.0,True,True,False,0.09375,1.0,1.0,75.0,0.10526315789473674,1.0,1.0,75.0,0.10526315789473674,1.0,1.0,75.0,0.18036185857496756,1.0,1.0,75.0,0.10526315789473674,-1.0,-1.0,-75.0,0.797922278949991
