topology_case,controller,episodes,steps,requested_horizon,n_scenarios,mean_decision_time_ms,std_across_episode_means_ms,mean_median_decision_time_ms,mean_p95_decision_time_ms,worst_decision_time_ms,mean_solver_time_ms,mean_p95_solver_time_ms,worst_solver_time_ms,mean_non_solver_overhead_time_ms,control_interval_s,mean_time_fraction_of_control_interval,mean_feasible_rate,mean_converged_rate,mean_solver_success_rate
TP1,mpc,1,96,24,1,716.0902622291668,,37.4357395,383.43936924999997,61511.340059,71.23345633347829,367.0428395271301,1190.354347229004,644.8568058956884,900.0,0.0007956558469212962,1.0,1.0,1.0
TP1,smpc,1,96,24,10,332.8979364791667,,192.3392615,870.43157475,3965.810727,289.38544789950055,828.9002776145935,3925.6250858306885,43.51248857966613,900.0,0.00036988659608796294,1.0,1.0,1.0
