topology_case,controller,episode_id,start_index,steps,requested_horizon,n_scenarios,mean_decision_time_ms,std_decision_time_ms,median_decision_time_ms,p95_decision_time_ms,min_decision_time_ms,max_decision_time_ms,total_episode_decision_time_ms,mean_solver_time_ms,std_solver_time_ms,median_solver_time_ms,p95_solver_time_ms,min_solver_time_ms,max_solver_time_ms,mean_non_solver_overhead_time_ms,control_interval_s,mean_time_fraction_of_control_interval,feasible_rate,converged_rate,solver_success_rate
TP1,mpc,0,32064,96,24,1,716.0902622291668,6271.592767522288,37.4357395,383.43936924999997,29.910073999999998,61511.340059,68744.66517400001,71.23345633347829,175.27490931747298,20.40708065032959,367.0428395271301,13.830423355102539,1190.354347229004,644.8568058956884,900.0,0.0007956558469212962,1.0,1.0,1.0
TP1,smpc,0,32064,96,24,10,332.8979364791667,447.2645550664556,192.3392615,870.43157475,149.801028,3965.810727,31958.201902,289.38544789950055,447.59758493010133,145.22278308868408,828.9002776145935,110.5341911315918,3925.6250858306885,43.51248857966613,900.0,0.00036988659608796294,1.0,1.0,1.0
