model,load_factor,seed,episode_id,total_energy_cost,feasible_rate,infeasible_requested_count,converged_rate
gat,1.1,0,1,336.6723100901222,1.0,0,1.0
gat,1.1,0,2,577.7733806201821,0.9583333333333334,6,1.0
gat,1.1,0,3,654.3629214306542,0.9270833333333334,12,1.0
gat,1.1,0,4,883.8622216604937,0.9166666666666666,14,1.0
gat,1.1,0,5,1529.8201635599346,0.7604166666666666,39,1.0
gat,1.1,0,6,1361.6872101804558,0.7291666666666666,41,1.0
gat,1.1,0,7,781.286633593021,1.0,0,1.0
gat,1.1,0,8,492.58130458636987,1.0,0,1.0
gat,1.1,0,9,760.9960071015298,0.90625,20,1.0
gat,1.1,0,10,905.682594218491,0.875,15,1.0
gat,1.1,0,11,1004.5231063131076,0.9375,11,1.0
gat,1.1,0,12,641.0242195891756,0.96875,7,1.0
gat,1.1,0,13,892.0875061646461,0.8958333333333334,14,1.0
gat,1.1,0,14,425.0221347942237,1.0,0,1.0
gat,1.1,0,15,389.2427300534909,1.0,0,1.0
gat,1.1,0,16,640.4954258761262,0.8854166666666666,11,1.0
gat,1.1,0,17,811.5015113875528,0.8958333333333334,17,1.0
gat,1.1,0,18,993.9887791382572,0.8958333333333334,13,1.0
gat,1.1,0,19,509.9885109910691,0.9270833333333334,7,1.0
gat,1.1,0,20,480.1226386341996,0.9166666666666666,8,1.0
gat,1.1,0,21,341.375212939614,1.0,0,1.0
gat,1.1,0,22,272.4743413056404,1.0,0,1.0
gat,1.1,0,23,701.8775519966587,0.90625,14,1.0
gat,1.1,0,24,788.4103971019168,0.8854166666666666,15,1.0
gat,1.1,0,25,997.9757186126484,0.875,14,1.0
gat,1.1,0,26,578.3885226938122,0.9270833333333334,8,1.0
gat,1.1,0,27,460.3346767166863,0.9166666666666666,11,1.0
gat,1.1,0,28,388.04440270843446,1.0,0,1.0
gat,1.1,0,29,421.7249541782097,1.0,0,1.0
gat,1.1,0,30,539.9443402232571,0.8541666666666666,26,1.0
gat,1.1,1,0,428.2630698583325,1.0,0,1.0
gat,1.1,1,1,340.1137910497976,1.0,0,1.0
gat,1.1,1,2,596.5974197652747,0.9583333333333334,8,1.0
gat,1.1,1,3,691.8257803598705,0.9270833333333334,10,1.0
gat,1.1,1,4,888.5348052083899,0.8333333333333334,19,1.0
gat,1.1,1,5,1533.003832949702,0.625,37,1.0
gat,1.1,1,6,1371.0660614271962,0.6354166666666666,38,1.0
gat,1.1,1,7,800.0627076693437,1.0,0,1.0
gat,1.1,1,8,520.4693925350049,1.0,0,1.0
gat,1.1,1,9,805.0121473207898,0.90625,14,1.0
gat,1.1,1,10,924.5506739543864,0.875,13,1.0
gat,1.1,1,11,1013.421136077645,0.8541666666666666,16,1.0
gat,1.1,1,12,674.1318131645759,0.9895833333333334,3,1.0
gat,1.1,1,13,884.1645157968754,0.8020833333333334,20,1.0
gat,1.1,1,14,441.57769250754217,1.0,0,1.0
gat,1.1,1,15,385.0418262773949,1.0,0,1.0
gat,1.1,1,16,626.9110174376294,0.9270833333333334,8,1.0
gat,1.1,1,17,832.5851496761557,0.875,16,1.0
gat,1.1,1,18,1003.8378637594608,0.8333333333333334,19,1.0
gat,1.1,1,19,532.1813604525096,0.9270833333333334,9,1.0
gat,1.1,1,20,496.3050272122464,0.9166666666666666,11,1.0
gat,1.1,1,21,355.61042193667964,1.0,0,1.0
gat,1.1,1,22,284.2164665709843,1.0,0,1.0
gat,1.1,1,23,710.8156343078108,0.7916666666666666,21,1.0
gat,1.1,1,24,792.5131820699468,0.8333333333333334,20,1.0
gat,1.1,1,25,1009.0766450569896,0.8541666666666666,20,1.0
gat,1.1,1,26,605.2578602814257,0.9270833333333334,9,1.0
gat,1.1,1,27,475.76454544684833,0.90625,9,1.0
gat,1.1,1,28,398.2610609682735,1.0,0,1.0
gat,1.1,1,29,426.91260326564606,1.0,0,1.0
gat,1.1,1,30,544.395487389075,0.8541666666666666,19,1.0
gat,1.1,2,0,401.5962377443251,1.0,0,1.0
gat,1.1,2,1,326.9156976278284,1.0,0,1.0
gat,1.1,2,2,571.0281327771248,0.9583333333333334,7,1.0
gat,1.1,2,3,652.8932228704222,0.9270833333333334,9,1.0
gat,1.1,2,4,901.7735755358448,0.84375,18,1.0
gat,1.1,2,5,1535.5420647430103,0.6458333333333334,50,1.0
gat,1.1,2,6,1369.8039884853788,0.59375,49,1.0
gat,1.1,2,7,796.6666857540987,1.0,0,1.0
gat,1.1,2,8,490.90393985165167,1.0,0,1.0
gat,1.1,2,9,762.6411175904002,0.90625,13,1.0
gat,1.1,2,10,917.142215303428,0.875,14,1.0
gat,1.1,2,11,1014.833307344136,0.8958333333333334,16,1.0
gat,1.1,2,12,638.6196975224171,0.96875,6,1.0
gat,1.1,2,13,890.4908166104386,0.8020833333333334,23,1.0
gat,1.1,2,14,419.6259607487349,1.0,0,1.0
gat,1.1,2,15,380.5394308236509,1.0,0,1.0
gat,1.1,2,16,643.404152729576,0.8854166666666666,12,1.0
gat,1.1,2,17,820.1323280531983,0.8958333333333334,16,1.0
gat,1.1,2,18,1003.2384903279632,0.8125,26,1.0
gat,1.1,2,19,510.18267097067695,0.9270833333333334,9,1.0
gat,1.1,2,20,476.09871444749416,0.9166666666666666,11,1.0
gat,1.1,2,21,340.39076722071667,1.0,0,1.0
gat,1.1,2,22,272.6388622113765,1.0,0,1.0
gat,1.1,2,23,712.1089860843474,0.8125,21,1.0
gat,1.1,2,24,798.0753589150837,0.75,29,1.0
gat,1.1,2,25,1007.7142145955842,0.8333333333333334,30,1.0
gat,1.1,2,26,578.8058052519568,0.9270833333333334,9,1.0
gat,1.1,2,27,459.5781453241047,0.90625,11,1.0
gat,1.1,2,28,399.2473503617539,1.0,0,1.0
gat,1.1,2,29,430.5147460868874,1.0,0,1.0
gat,1.1,2,30,548.3306579450749,0.84375,21,1.0
gat,1.2,0,0,457.6687894330103,1.0,0,1.0
gat,1.2,0,1,376.6685535635221,1.0,0,1.0
gat,1.2,0,2,648.053369246148,0.90625,11,1.0
gat,1.2,0,3,730.9136883667617,0.8854166666666666,20,1.0
gat,1.2,0,4,999.8873339947546,0.7708333333333334,33,1.0
gat,1.2,0,5,1689.778886303351,0.4375,59,1.0
gat,1.2,0,6,1509.3693179519382,0.4166666666666667,66,1.0
gat,1.2,0,7,875.4750977328232,1.0,0,1.0
gat,1.2,0,8,549.0009175872025,1.0,0,1.0
gat,1.2,0,9,851.7379527989178,0.71875,27,1.0
gat,1.2,0,10,1016.666538063238,0.71875,27,1.0
gat,1.2,0,11,1145.6521166591422,0.8125,24,1.0
gat,1.2,0,12,714.1490012536372,0.9270833333333334,11,1.0
gat,1.2,0,13,994.1701464042968,0.65625,50,1.0
gat,1.2,0,14,473.33812522922506,1.0,0,1.0
gat,1.2,0,15,440.5317014910282,1.0,0,1.0
gat,1.2,0,16,720.5049104097413,0.8645833333333334,22,1.0
gat,1.2,0,17,913.5815777739448,0.7083333333333334,29,1.0
gat,1.2,0,18,1113.1199924095392,0.6875,49,1.0
gat,1.2,0,19,569.6505257120185,0.875,20,1.0
gat,1.2,0,20,535.8337884915036,0.875,19,1.0
gat,1.2,0,21,379.27812272449273,1.0,0,1.0
gat,1.2,0,22,304.67163126218003,1.0,0,1.0
gat,1.2,0,23,805.2991801710191,0.71875,33,1.0
gat,1.2,0,24,890.6985575712445,0.6770833333333334,39,1.0
gat,1.2,0,25,1111.8504338037865,0.59375,41,1.0
gat,1.2,0,26,647.0871415086059,0.8958333333333334,16,1.0
gat,1.2,0,27,519.376140639232,0.84375,28,1.0
gat,1.2,0,28,438.2729583708093,1.0,0,1.0
gat,1.2,0,29,470.1540773420076,1.0,0,1.0
gat,1.2,0,30,609.2275976468237,0.6145833333333334,40,1.0
gat,1.2,1,0,478.48410477104704,1.0,0,1.0
gat,1.2,1,1,381.69749320428224,1.0,0,1.0
gat,1.2,1,2,667.4055915908319,0.90625,12,1.0
gat,1.2,1,3,767.0074989053073,0.8854166666666666,14,1.0
gat,1.2,1,4,1000.0566633968356,0.7083333333333334,32,1.0
gat,1.2,1,5,1688.7729942228275,0.40625,58,1.0
gat,1.2,1,6,1510.9613043804554,0.3958333333333333,61,1.0
gat,1.2,1,7,892.3924668659366,1.0,0,1.0
gat,1.2,1,8,581.2394796569024,1.0,0,1.0
gat,1.2,1,9,884.5639370259983,0.71875,27,1.0
gat,1.2,1,10,1021.2032378443548,0.7083333333333334,28,1.0
gat,1.2,1,11,1146.7665738143387,0.75,27,1.0
gat,1.2,1,12,744.7522239786509,0.9375,8,1.0
gat,1.2,1,13,990.0383837476796,0.625,41,1.0
gat,1.2,1,14,489.330333050022,1.0,0,1.0
gat,1.2,1,15,432.8977662410305,1.0,0,1.0
gat,1.2,1,16,713.1536059946579,0.8645833333333334,18,1.0
gat,1.2,1,17,928.9809514149842,0.6041666666666666,40,1.0
gat,1.2,1,18,1117.187199752323,0.5833333333333334,50,1.0
gat,1.2,1,19,590.449942829453,0.8645833333333334,17,1.0
gat,1.2,1,20,552.9397203410018,0.84375,18,1.0
gat,1.2,1,21,395.3197309732474,1.0,0,1.0
gat,1.2,1,22,317.6756865040112,1.0,0,1.0
gat,1.2,1,23,805.1875831733336,0.5416666666666666,45,1.0
gat,1.2,1,24,895.2007249308969,0.59375,43,1.0
gat,1.2,1,25,1118.1508310545632,0.5625,46,1.0
gat,1.2,1,26,672.0994037589833,0.8958333333333334,14,1.0
gat,1.2,1,27,532.6770659872285,0.84375,18,1.0
gat,1.2,1,28,448.5574606019187,1.0,0,1.0
gat,1.2,1,29,477.2330841057844,1.0,0,1.0
gat,1.2,1,30,621.7552075339242,0.625,37,1.0
gat,1.2,2,0,446.4637678118587,1.0,0,1.0
gat,1.2,2,1,364.5136782648972,1.0,0,1.0
gat,1.2,2,2,643.3391978228422,0.90625,11,1.0
gat,1.2,2,3,727.4550742556188,0.8854166666666666,15,1.0
gat,1.2,2,4,1008.3099767387522,0.7083333333333334,34,1.0
gat,1.2,2,5,1690.7833442168487,0.3645833333333333,63,1.0
gat,1.2,2,6,1510.0334693589502,0.375,62,1.0
gat,1.2,2,7,890.3642324939121,1.0,0,1.0
gat,1.2,2,8,555.3327213949113,1.0,0,1.0
gat,1.2,2,9,854.6969423995208,0.7291666666666666,26,1.0
gat,1.2,2,10,1031.5913948842572,0.7395833333333334,25,1.0
gat,1.2,2,11,1148.2984873656649,0.75,29,1.0
gat,1.2,2,12,709.8655032660599,0.9270833333333334,9,1.0
gat,1.2,2,13,996.3555444243804,0.5729166666666666,49,1.0
gat,1.2,2,14,467.1060604547085,1.0,0,1.0
gat,1.2,2,15,431.9481458511123,1.0,0,1.0
gat,1.2,2,16,726.9317961474055,0.8333333333333334,21,1.0
gat,1.2,2,17,920.6415196953112,0.6458333333333334,34,1.0
gat,1.2,2,18,1116.9010323281125,0.5520833333333334,51,1.0
gat,1.2,2,19,565.4499707784236,0.8645833333333334,20,1.0
gat,1.2,2,20,531.5628058960511,0.84375,19,1.0
gat,1.2,2,21,379.0213558648982,1.0,0,1.0
gat,1.2,2,22,305.42232003653305,1.0,0,1.0
gat,1.2,2,23,809.8486799106898,0.5520833333333334,45,1.0
gat,1.2,2,24,894.6946093680551,0.5625,47,1.0
gat,1.2,2,25,1118.4936529424997,0.5729166666666666,45,1.0
gat,1.2,2,26,645.0068382569741,0.8958333333333334,14,1.0
gat,1.2,2,27,509.5274726171044,0.84375,19,1.0
gat,1.2,2,28,448.29867587775095,1.0,0,1.0
gat,1.2,2,29,478.1770965660253,1.0,0,1.0
gat,1.2,2,30,632.3381314358837,0.59375,39,1.0
gat,1.3,0,0,502.8577444809357,1.0,0,1.0
gat,1.3,0,1,415.648621111031,1.0,0,1.0
gat,1.3,0,2,717.8076454950062,0.7708333333333334,33,1.0
gat,1.3,0,3,818.1982025202839,0.6979166666666666,29,1.0
gat,1.3,0,4,1120.474873634795,0.5833333333333334,41,1.0
gat,1.3,0,5,1846.967915932937,0.1979166666666666,77,1.0
gat,1.3,0,6,1650.8543945442266,0.2083333333333333,76,1.0
gat,1.3,0,7,971.9388976741144,1.0,8,1.0
gat,1.3,0,8,614.3235417669291,1.0,0,1.0
gat,1.3,0,9,962.846344555263,0.6770833333333334,31,1.0
gat,1.3,0,10,1152.056345926052,0.65625,33,1.0
gat,1.3,0,11,1284.9624927860511,0.6666666666666666,37,1.0
gat,1.3,0,12,788.077123792087,0.8854166666666666,22,1.0
gat,1.3,0,13,1098.2472804005624,0.3333333333333333,64,1.0
gat,1.3,0,14,521.3232637079286,1.0,0,1.0
gat,1.3,0,15,491.6872966405033,1.0,0,1.0
gat,1.3,0,16,807.2303007736175,0.6875,33,1.0
gat,1.3,0,17,1022.2487983576068,0.4895833333333333,49,1.0
gat,1.3,0,18,1234.4509679684606,0.3854166666666667,59,1.0
gat,1.3,0,19,646.3770222852577,0.59375,39,1.0
gat,1.3,0,20,612.8530505074967,0.6041666666666666,38,1.0
gat,1.3,0,21,417.98754207617696,1.0,1,1.0
gat,1.3,0,22,336.2125705106182,1.0,0,1.0
gat,1.3,0,23,913.6097379830228,0.53125,50,1.0
gat,1.3,0,24,998.5658316207343,0.4270833333333333,55,1.0
gat,1.3,0,25,1226.4364567038403,0.40625,65,1.0
gat,1.3,0,26,716.7324356229003,0.7395833333333334,29,1.0
gat,1.3,0,27,586.2076546074466,0.6145833333333334,37,1.0
gat,1.3,0,28,487.9665555035055,1.0,5,1.0
gat,1.3,0,29,518.9755735122047,1.0,0,1.0
gat,1.3,0,30,722.5921807703064,0.40625,58,1.0
gat,1.3,1,0,527.07038017924,1.0,0,1.0
gat,1.3,1,1,424.4166852060984,1.0,0,1.0
gat,1.3,1,2,739.4393118458895,0.75,31,1.0
gat,1.3,1,3,843.1999466739927,0.7083333333333334,28,1.0
gat,1.3,1,4,1133.0394023214317,0.4479166666666667,55,1.0
gat,1.3,1,5,1851.300027434681,0.1145833333333333,85,1.0
gat,1.3,1,6,1650.999113260517,0.1875,78,1.0
gat,1.3,1,7,987.5996748338672,1.0,2,1.0
gat,1.3,1,8,641.3073337879531,1.0,0,1.0
gat,1.3,1,9,983.8528000322984,0.6875,30,1.0
gat,1.3,1,10,1149.4516277658313,0.6458333333333334,34,1.0
gat,1.3,1,11,1284.34787182124,0.5833333333333334,46,1.0
gat,1.3,1,12,814.0479224201069,0.8854166666666666,15,1.0
gat,1.3,1,13,1109.5241698099508,0.3229166666666667,65,1.0
gat,1.3,1,14,537.6005385942111,1.0,7,1.0
gat,1.3,1,15,480.2043049935355,1.0,0,1.0
gat,1.3,1,16,801.5665086712703,0.6354166666666666,35,1.0
gat,1.3,1,17,1029.048035310149,0.5208333333333334,46,1.0
gat,1.3,1,18,1238.1501316813924,0.2395833333333333,74,1.0
gat,1.3,1,19,655.0650144170695,0.7291666666666666,26,1.0
gat,1.3,1,20,616.3713155343042,0.6979166666666666,29,1.0
gat,1.3,1,21,435.612322535001,1.0,3,1.0
gat,1.3,1,22,352.6084431566185,1.0,0,1.0
gat,1.3,1,23,908.6741770371872,0.46875,52,1.0
gat,1.3,1,24,1007.7618425287015,0.3958333333333333,59,1.0
gat,1.3,1,25,1238.2511363929382,0.2395833333333333,77,1.0
gat,1.3,1,26,741.9566089676476,0.71875,27,1.0
gat,1.3,1,27,594.1566274405562,0.7291666666666666,26,1.0
gat,1.3,1,28,498.79582214387625,1.0,4,1.0
gat,1.3,1,29,525.7867398754521,1.0,0,1.0
gat,1.3,1,30,703.4857694729725,0.5416666666666666,44,1.0
gat,1.3,2,0,493.2758715717758,1.0,0,1.0
gat,1.3,2,1,402.0936370614293,1.0,0,1.0
gat,1.3,2,2,716.4445182476084,0.78125,28,1.0
gat,1.3,2,3,817.6621905154475,0.71875,27,1.0
gat,1.3,2,4,1122.1238224182473,0.4375,54,1.0
gat,1.3,2,5,1849.4437391140664,0.1145833333333333,85,1.0
gat,1.3,2,6,1650.836113516477,0.15625,81,1.0
gat,1.3,2,7,985.0839674448448,1.0,8,1.0
gat,1.3,2,8,615.4450353041202,1.0,0,1.0
gat,1.3,2,9,970.8276216363276,0.6770833333333334,31,1.0
gat,1.3,2,10,1168.4041138386317,0.625,37,1.0
gat,1.3,2,11,1282.503414804055,0.5520833333333334,45,1.0
gat,1.3,2,12,787.8720300021764,0.8854166666666666,15,1.0
gat,1.3,2,13,1103.4445465964618,0.3020833333333333,67,1.0
gat,1.3,2,14,511.68315058165,1.0,7,1.0
gat,1.3,2,15,488.7271290198466,1.0,0,1.0
gat,1.3,2,16,807.0774335775766,0.5729166666666666,41,1.0
gat,1.3,2,17,1030.5271760376538,0.5104166666666666,47,1.0
gat,1.3,2,18,1231.1067945536377,0.2395833333333333,73,1.0
gat,1.3,2,19,631.493195422095,0.6979166666666666,29,1.0
gat,1.3,2,20,596.9877742089478,0.6979166666666666,29,1.0
gat,1.3,2,21,417.26567912973576,1.0,1,1.0
gat,1.3,2,22,338.7481991712525,1.0,0,1.0
gat,1.3,2,23,908.5408625253368,0.46875,51,1.0
gat,1.3,2,24,992.6193896096676,0.3854166666666667,59,1.0
gat,1.3,2,25,1229.776324840641,0.2604166666666667,77,1.0
gat,1.3,2,26,716.380068935231,0.71875,27,1.0
gat,1.3,2,27,573.3175154370783,0.7291666666666666,26,1.0
gat,1.3,2,28,497.9785641052538,1.0,4,1.0
gat,1.3,2,29,526.6523783217507,1.0,0,1.0
gat,1.3,2,30,721.5043744565995,0.4583333333333333,52,1.0
gat,1.4,0,0,547.8441494527615,1.0,0,1.0
gat,1.4,0,1,453.3300118537031,1.0,0,1.0
gat,1.4,0,2,802.5211112741524,0.6458333333333334,35,1.0
gat,1.4,0,3,926.6725986252798,0.5729166666666666,41,1.0
gat,1.4,0,4,1249.9812448580058,0.375,60,1.0
gat,1.4,0,5,2011.230262387217,0.125,84,1.0
gat,1.4,0,6,1792.8954441005644,0.1770833333333333,79,1.0
gat,1.4,0,7,1071.474239868614,0.9166666666666666,23,1.0
gat,1.4,0,8,669.1679568416093,0.9583333333333334,12,1.0
gat,1.4,0,9,1089.5793570218543,0.5729166666666666,41,1.0
gat,1.4,0,10,1307.882137065106,0.5208333333333334,46,1.0
gat,1.4,0,11,1431.875040043445,0.4791666666666667,52,1.0
gat,1.4,0,12,872.7859109824927,0.6979166666666666,30,1.0
gat,1.4,0,13,1217.881285568775,0.2291666666666666,74,1.0
gat,1.4,0,14,559.9159866528285,0.90625,21,1.0
gat,1.4,0,15,540.3464573668384,1.0,0,1.0
gat,1.4,0,16,895.7814718169594,0.5416666666666666,44,1.0
gat,1.4,0,17,1146.394215233786,0.3958333333333333,59,1.0
gat,1.4,0,18,1374.2628470022132,0.15625,82,1.0
gat,1.4,0,19,719.6243109892451,0.5625,42,1.0
gat,1.4,0,20,683.2677881211372,0.5416666666666666,44,1.0
gat,1.4,0,21,461.523465083707,0.8958333333333334,30,1.0
gat,1.4,0,22,369.0145304756802,1.0,0,1.0
gat,1.4,0,23,1026.994881871892,0.2395833333333333,74,1.0
gat,1.4,0,24,1116.285697463333,0.2291666666666666,74,1.0
gat,1.4,0,25,1326.370378345601,0.1458333333333333,82,1.0
gat,1.4,0,26,814.1258442297524,0.59375,39,1.0
gat,1.4,0,27,654.2902413869514,0.5520833333333334,43,1.0
gat,1.4,0,28,540.8032424960267,0.9166666666666666,32,1.0
gat,1.4,0,29,568.2282823130635,0.96875,3,1.0
gat,1.4,0,30,805.4995032984237,0.34375,63,1.0
gat,1.4,1,0,575.3609618491196,1.0,0,1.0
gat,1.4,1,1,468.2311167087527,1.0,0,1.0
gat,1.4,1,2,821.741329138261,0.6145833333333334,37,1.0
gat,1.4,1,3,926.7083168171504,0.6770833333333334,31,1.0
gat,1.4,1,4,1251.5811372449189,0.4166666666666667,57,1.0
gat,1.4,1,5,2008.9658959992908,0.1041666666666666,86,1.0
gat,1.4,1,6,1797.1187559992627,0.1145833333333333,85,1.0
gat,1.4,1,7,1084.6142018817975,0.875,16,1.0
gat,1.4,1,8,701.409950432481,0.9583333333333334,7,1.0
gat,1.4,1,9,1091.188894317734,0.6354166666666666,35,1.0
gat,1.4,1,10,1285.917437521584,0.5833333333333334,40,1.0
gat,1.4,1,11,1429.4643601172306,0.3854166666666667,60,1.0
gat,1.4,1,12,884.1520531123282,0.6979166666666666,29,1.0
gat,1.4,1,13,1225.3825240082713,0.25,72,1.0
gat,1.4,1,14,584.8146223457779,0.9166666666666666,16,1.0
gat,1.4,1,15,527.3977969012749,1.0,0,1.0
gat,1.4,1,16,896.1089463053223,0.5625,42,1.0
gat,1.4,1,17,1139.69037280563,0.5,49,1.0
gat,1.4,1,18,1353.74056539149,0.21875,75,1.0
gat,1.4,1,19,724.3579990240235,0.6666666666666666,32,1.0
gat,1.4,1,20,679.969087836741,0.6458333333333334,34,1.0
gat,1.4,1,21,472.9472098069448,0.9583333333333334,12,1.0
gat,1.4,1,22,385.641105845628,1.0,0,1.0
gat,1.4,1,23,1013.95920126755,0.3229166666666667,66,1.0
gat,1.4,1,24,1110.892067313027,0.2916666666666667,70,1.0
gat,1.4,1,25,1347.5893066117835,0.1458333333333333,82,1.0
gat,1.4,1,26,822.9290597003026,0.6875,30,1.0
gat,1.4,1,27,659.110331163831,0.65625,33,1.0
gat,1.4,1,28,549.7592206857338,0.9583333333333334,9,1.0
gat,1.4,1,29,574.436945045959,0.96875,3,1.0
gat,1.4,1,30,804.7466410146448,0.4375,54,1.0
gat,1.4,2,0,540.2304068386073,1.0,0,1.0
gat,1.4,2,1,440.50934543341634,1.0,0,1.0
gat,1.4,2,2,806.336519142605,0.6145833333333334,37,1.0
gat,1.4,2,3,915.82560797486,0.65625,33,1.0
gat,1.4,2,4,1232.8632897664288,0.4166666666666667,56,1.0
gat,1.4,2,5,2007.8336506048936,0.1041666666666666,86,1.0
gat,1.4,2,6,1793.1634396375098,0.1041666666666666,86,1.0
gat,1.4,2,7,1082.7318345043816,0.90625,15,1.0
gat,1.4,2,8,674.2014501155244,0.9583333333333334,10,1.0
