topology_case,policy,episodes,mean_total_reward_mean,std_total_reward_mean,mean_total_reward_team,std_total_reward_team,mean_energy_cost,mean_grid_import_mwh,mean_curtailment_mwh,mean_throughput_mwh,mean_voltage_deviation,worst_min_voltage_pu,worst_max_voltage_pu,worst_line_current_pu,worst_voltage_violation,worst_line_current_violation,mean_infeasible_requested_count,mean_feasible_rate,mean_converged_rate
TP6,maddpg,31,-1496.3564967059378,821.0579782668041,-7481.78248352969,4105.2898913340205,759.9604354427746,19.034066630030832,4.528048895906284,3.426417831315997,0.5503555308747036,0.933038592338562,1.0070621967315674,1.9221328496932983,0.016961419519020304,0.0,21.838709677419356,0.7973790322580645,1.0
