topology_case,controller,episodes,steps,requested_horizon,n_scenarios,mean_decision_time_ms,std_across_episode_means_ms,mean_median_decision_time_ms,mean_p95_decision_time_ms,worst_decision_time_ms,mean_solver_time_ms,mean_p95_solver_time_ms,worst_solver_time_ms,mean_non_solver_overhead_time_ms,control_interval_s,mean_time_fraction_of_control_interval,mean_feasible_rate,mean_converged_rate,mean_solver_success_rate
TP1,mpc,1,96,24,1,716.0902622291668,,37.4357395,383.43936924999997,61511.340059,71.23345633347829,367.0428395271301,1190.354347229004,644.8568058956884,900.0,0.0007956558469212962,1.0,1.0,1.0
