topology_case,controller,episode_id,start_index,steps,requested_horizon,n_scenarios,mean_decision_time_ms,std_decision_time_ms,median_decision_time_ms,p95_decision_time_ms,min_decision_time_ms,max_decision_time_ms,total_episode_decision_time_ms,mean_solver_time_ms,std_solver_time_ms,median_solver_time_ms,p95_solver_time_ms,min_solver_time_ms,max_solver_time_ms,mean_non_solver_overhead_time_ms,control_interval_s,mean_time_fraction_of_control_interval,feasible_rate,converged_rate,solver_success_rate
TP1,mpc,0,32064,96,24,1,70.35056684375,117.5755894213911,36.9319925,358.65928125,27.981282,661.394289,6753.654417000001,54.312512278556824,117.05652823086503,20.888447761535645,341.8272137641907,13.413667678833008,643.2583332061768,16.038054565193175,900.0,7.816729649305556e-05,1.0,1.0,1.0
