topology_case,controller,episode_id,step,date_time,start_index,scenario_time_index,reward_mean,reward_sum,grid_import_kw,grid_import_mwh,energy_cost,curtailment_kw,curtailment_mwh,voltage_deviation,grid_stress,min_voltage_pu,max_voltage_pu,max_line_current_pu,max_voltage_violation,max_line_current_violation,feasible,converged,infeasible_action,throughput_mwh,solver_status,objective_value,solve_time_sec,smpc_network_feasible,smpc_network_corrected,smpc_correction_attempts,smpc_check_topology_case,smpc_check_worst_min_voltage_pu,smpc_check_worst_max_voltage_pu,smpc_check_worst_line_current_pu,smpc_check_max_voltage_violation,smpc_check_max_line_current_violation,requested_action_agent_0,accepted_action_agent_0,dess_power_kw_agent_0,soc_agent_0,beta_ch_kw_agent_0,beta_dis_kw_agent_0,requested_action_agent_1,accepted_action_agent_1,dess_power_kw_agent_1,soc_agent_1,beta_ch_kw_agent_1,beta_dis_kw_agent_1,requested_action_agent_2,accepted_action_agent_2,dess_power_kw_agent_2,soc_agent_2,beta_ch_kw_agent_2,beta_dis_kw_agent_2,requested_action_agent_3,accepted_action_agent_3,dess_power_kw_agent_3,soc_agent_3,beta_ch_kw_agent_3,beta_dis_kw_agent_3,requested_action_agent_4,accepted_action_agent_4,dess_power_kw_agent_4,soc_agent_4,beta_ch_kw_agent_4,beta_dis_kw_agent_4,warmup_excluded,requested_horizon,available_horizon,n_scenarios,controller_decision_time_s,controller_decision_time_ms,solver_time_s,solver_time_ms,non_solver_overhead_time_ms,control_interval_s,time_fraction_of_control_interval
TP1,mpc,0,78,2018-12-01 19:30:00+00:00,32064,78,-6.29401969909668,-31.4700984954834,458.5608143695481,0.11464020359238702,4.553508886689612,0.0,0.0,0.2876932621002197,0.0,0.9829025864601135,1.0,0.6951119303703308,0.0,0.0,True,True,False,0.09375,optimal,132.1482753190819,0.022336244583129883,True,False,0,TP1,0.9835782051086426,1.0,0.5208653211593628,0.0,0.0,1.0,1.0,75.0,0.4657894736842104,0.0,75.0,1.0,1.0,75.0,0.5052631570790944,0.0,75.0,1.0,1.0,75.0,0.5052631578511119,0.0,75.0,1.0,1.0,75.0,0.5052631578672875,0.0,75.0,1.0,1.0,75.0,0.48032301852577597,0.0,75.0,True,24,24,1,0.038350573,38.350573,0.022336244583129883,22.336244583129883,16.014328416870114,900.0,4.261174777777778e-05
TP1,mpc,0,79,2018-12-01 19:45:00+00:00,32064,79,-6.272949695587158,-31.36474847793579,456.9909470806124,0.1142477367701531,4.537920104510481,0.0,0.0,0.28707432746887207,0.0,0.9829349517822266,1.0,0.6933459639549255,0.0,0.0,True,True,False,0.09375,optimal,134.0211929506554,0.019686460494995117,True,False,0,TP1,0.9837634563446045,1.0,0.5158653855323792,0.0,0.0,1.0,1.0,75.0,0.4263157894736841,0.0,75.0,1.0,1.0,75.0,0.4657894728685681,0.0,75.0,1.0,1.0,75.0,0.46578947364058554,0.0,75.0,1.0,1.0,75.0,0.46578947365676115,0.0,75.0,1.0,1.0,75.0,0.44084933431524964,0.0,75.0,True,24,24,1,0.036936692,36.936692,0.019686460494995117,19.686460494995117,17.250231505004884,900.0,4.104076888888889e-05
TP1,mpc,0,80,2018-12-01 20:00:00+00:00,32064,80,-9.852560043334961,-49.262800216674805,776.9929441051318,0.19424823602628294,7.117255368003007,0.0,0.0,0.4275466203689575,0.0,0.9749383330345154,1.0,0.9376863837242126,0.0,0.0,True,True,False,0.014999999664723873,optimal,135.89053491174764,0.02198171615600586,True,False,0,TP1,0.9758185744285583,1.0,0.8094526529312134,0.0,0.0,0.0,0.0,0.0,0.4263157894736841,0.0,0.0,0.2666666507720947,0.2666666507720947,19.999998807907104,0.4552631577065117,0.0,19.99999845027921,0.2666666507720947,0.2666666507720947,19.999998807907104,0.45526315847852916,0.0,19.999999917112365,0.2666666805744171,0.2666666805744171,20.000001043081284,0.4552631573182973,0.0,19.99999994784604,0.0,0.0,0.0,0.44084933431524964,0.0,0.0,True,24,24,1,0.03705726,37.05726,0.02198171615600586,21.98171615600586,15.075543843994142,900.0,4.117473333333334e-05
TP1,mpc,0,81,2018-12-01 20:15:00+00:00,32064,81,-10.506856918334961,-52.534284591674805,832.71536713778,0.208178841784445,7.6276727629820655,0.0,0.0,0.44841498136520386,0.0,0.9735767245292664,1.0,0.9829866290092468,0.0,0.0,True,True,False,2.7730131524350556e-10,optimal,135.34035910990093,0.015488386154174805,True,False,0,TP1,0.9743306040763855,1.0,0.8662727475166321,0.0,0.0,0.0,0.0,0.0,0.4263157894736841,0.0,0.0,0.0,0.0,0.0,0.4552631577065117,0.0,0.0,1.4789403479653629e-08,1.4789403479653629e-08,1.1092052609740222e-06,0.4552631578947369,0.0,1.109205249871792e-06,-0.0,-0.0,0.0,0.4552631573182973,0.0,-1.0902352746951278e-06,0.0,0.0,0.0,0.44084933431524964,0.0,0.0,True,24,24,1,0.030289352,30.289351999999997,0.015488386154174805,15.488386154174805,14.800965845825194,900.0,3.365483555555555e-05
TP1,mpc,0,82,2018-12-01 20:30:00+00:00,32064,82,-10.47482967376709,-52.37414836883545,830.7967224700405,0.20769918061751014,7.610097977825571,0.0,0.0,0.4474632143974304,0.0,0.9736256003379822,1.0,0.980729341506958,0.0,0.0,True,True,False,0.0,optimal,134.32190125199395,0.018219947814941406,True,False,0,TP1,0.9743779897689819,1.0,0.8630844950675964,0.0,0.0,0.0,0.0,0.0,0.4263157894736841,0.0,0.0,0.0,0.0,0.0,0.4552631577065117,0.0,0.0,0.0,0.0,0.0,0.4552631578947369,0.0,0.0,0.0,0.0,0.0,0.4552631573182973,0.0,0.0,0.0,0.0,0.0,0.44084933431524964,0.0,0.0,True,24,24,1,0.034997906,34.997906,0.018219947814941406,18.219947814941406,16.777958185058598,900.0,3.888656222222222e-05
TP1,mpc,0,83,2018-12-01 20:45:00+00:00,32064,83,-10.444377899169922,-52.22188949584961,828.3566555630841,0.20708916389077103,7.587746964957851,0.0,0.0,0.4463895559310913,0.0,0.9736673831939697,1.0,0.97785884141922,0.0,0.0,True,True,False,0.0,optimal,133.27256202401048,0.019501686096191406,True,False,0,TP1,0.9745017886161804,1.0,0.8586140275001526,0.0,0.0,0.0,0.0,0.0,0.4263157894736841,0.0,0.0,0.0,0.0,0.0,0.4552631577065117,0.0,0.0,0.0,0.0,0.0,0.4552631578947369,0.0,0.0,0.0,0.0,0.0,0.4552631573182973,0.0,0.0,0.0,0.0,0.0,0.44084933431524964,0.0,0.0,True,24,24,1,0.038635316,38.635316,0.019501686096191406,19.501686096191406,19.133629903808597,900.0,4.2928128888888894e-05
TP1,mpc,0,84,2018-12-01 21:00:00+00:00,32064,84,-10.133447647094727,-50.66723823547363,823.1601645522915,0.20579004113807287,7.350820269451963,0.0,0.0,0.44413912296295166,0.0,0.9738083481788635,1.0,0.9717556834220886,0.0,0.0,True,True,False,0.0,optimal,132.21478076606746,0.02080702781677246,True,False,0,TP1,0.9745423793792725,1.0,0.8552677035331726,0.0,0.0,0.0,0.0,0.0,0.4263157894736841,0.0,0.0,0.0,0.0,0.0,0.4552631577065117,0.0,0.0,0.0,0.0,0.0,0.4552631578947369,0.0,0.0,0.0,0.0,0.0,0.4552631573182973,0.0,0.0,0.0,0.0,0.0,0.44084933431524964,0.0,0.0,True,24,24,1,0.037797082,37.797082,0.02080702781677246,20.80702781677246,16.990054183227542,900.0,4.199675777777778e-05
TP1,mpc,0,85,2018-12-01 21:15:00+00:00,32064,85,-10.010462760925293,-50.052313804626465,813.181178754121,0.20329529468853025,7.2617079262743,0.0,0.0,0.438647985458374,0.0,0.9741195440292358,1.0,0.9600904583930969,0.0,0.0,True,True,False,0.0,optimal,131.21337651503558,0.018901824951171875,True,False,0,TP1,0.974750280380249,1.0,0.8474077582359314,0.0,0.0,0.0,0.0,0.0,0.4263157894736841,0.0,0.0,0.0,0.0,0.0,0.4552631577065117,0.0,0.0,0.0,0.0,0.0,0.4552631578947369,0.0,0.0,0.0,0.0,0.0,0.4552631573182973,0.0,0.0,0.0,0.0,0.0,0.44084933431524964,0.0,0.0,True,24,24,1,0.035879718,35.879718,0.018901824951171875,18.901824951171875,16.977893048828122,900.0,3.986635333333333e-05
TP1,mpc,0,86,2018-12-01 21:30:00+00:00,32064,86,-9.897696495056152,-49.48848247528076,804.0408679798929,0.20101021699497323,7.180084951060444,0.0,0.0,0.43352800607681274,0.0,0.9744136929512024,1.0,0.9492343068122864,0.0,0.0,True,True,False,0.0,optimal,130.27182286424744,0.01941061019897461,True,False,0,TP1,0.9750479459762573,1.0,0.8373340368270874,0.0,0.0,0.0,0.0,0.0,0.4263157894736841,0.0,0.0,0.0,0.0,0.0,0.4552631577065117,0.0,0.0,0.0,0.0,0.0,0.4552631578947369,0.0,0.0,0.0,0.0,0.0,0.4552631573182973,0.0,0.0,0.0,0.0,0.0,0.44084933431524964,0.0,0.0,True,24,24,1,0.035872736,35.872736,0.01941061019897461,19.41061019897461,16.462125801025394,900.0,3.985859555555556e-05
TP1,mpc,0,87,2018-12-01 21:45:00+00:00,32064,87,-9.788318634033203,-48.941593170166016,795.1613995148819,0.19879034987872046,7.100791297667895,0.0,0.0,0.4286845326423645,0.0,0.9746556878089905,1.0,0.9387811422348022,0.0,0.0,True,True,False,0.0,optimal,129.4095969330416,0.03491926193237305,True,False,0,TP1,0.9752669334411621,1.0,0.8288735747337341,0.0,0.0,0.0,0.0,0.0,0.4263157894736841,0.0,0.0,0.0,0.0,0.0,0.4552631577065117,0.0,0.0,0.0,0.0,0.0,0.4552631578947369,0.0,0.0,0.0,0.0,0.0,0.4552631573182973,0.0,0.0,0.0,0.0,0.0,0.44084933431524964,0.0,0.0,True,24,24,1,0.052040685,52.040685,0.03491926193237305,34.91926193237305,17.121423067626957,900.0,5.7822983333333335e-05
TP1,mpc,0,88,2018-12-01 22:00:00+00:00,32064,88,-9.0570707321167,-45.285353660583496,788.8077545319447,0.19720193863298618,6.541188304456152,0.0,0.0,0.4257895350456238,0.0,0.9747820496559143,1.0,0.931304395198822,0.0,0.0,True,True,False,0.0,optimal,128.61592770440024,0.025446653366088867,True,False,0,TP1,0.9754686951637268,1.0,0.8199630379676819,0.0,0.0,0.0,0.0,0.0,0.4263157894736841,0.0,0.0,0.0,0.0,0.0,0.4552631577065117,0.0,0.0,0.0,0.0,0.0,0.4552631578947369,0.0,0.0,0.0,0.0,0.0,0.4552631573182973,0.0,0.0,0.0,0.0,0.0,0.44084933431524964,0.0,0.0,True,24,24,1,0.042402326,42.402325999999995,0.025446653366088867,25.446653366088867,16.95567263391113,900.0,4.711369555555555e-05
TP1,mpc,0,89,2018-12-01 22:15:00+00:00,32064,89,-8.966618537902832,-44.83309268951416,780.8918848563735,0.19522297121409338,6.475545955171477,0.0,0.0,0.4218527674674988,0.0,0.9750090837478638,1.0,0.9219874739646912,0.0,0.0,True,True,False,0.0,optimal,128.08587476331792,0.01747417449951172,True,False,0,TP1,0.9756208658218384,1.0,0.8126163482666016,0.0,0.0,0.0,0.0,0.0,0.4263157894736841,0.0,0.0,0.0,0.0,0.0,0.4552631577065117,0.0,0.0,0.0,0.0,0.0,0.4552631578947369,0.0,0.0,0.0,0.0,0.0,0.4552631573182973,0.0,0.0,0.0,0.0,0.0,0.44084933431524964,0.0,0.0,True,24,24,1,0.033649375,33.649375,0.01747417449951172,17.47417449951172,16.175200500488284,900.0,3.738819444444445e-05
TP1,mpc,0,90,2018-12-01 22:30:00+00:00,32064,90,-8.866731643676758,-44.33365821838379,772.1345714305698,0.19303364285764246,6.402925933588,0.0,0.0,0.41763657331466675,0.0,0.9752291440963745,1.0,0.91168212890625,0.0,0.0,True,True,False,0.0,optimal,127.60811513231067,0.019313573837280273,True,False,0,TP1,0.975822925567627,1.0,0.8041035532951355,0.0,0.0,0.0,0.0,0.0,0.4263157894736841,0.0,0.0,0.0,0.0,0.0,0.4552631577065117,0.0,0.0,0.0,0.0,0.0,0.4552631578947369,0.0,0.0,0.0,0.0,0.0,0.4552631573182973,0.0,0.0,0.0,0.0,0.0,0.44084933431524964,0.0,0.0,True,24,24,1,0.03626578,36.26578,0.019313573837280273,19.313573837280273,16.952206162719722,900.0,4.029531111111111e-05
TP1,mpc,0,91,2018-12-01 22:45:00+00:00,32064,91,-8.787224769592285,-43.936123847961426,765.1597232766107,0.1912899308191527,6.345087005271295,0.0,0.0,0.4143167734146118,0.0,0.97539883852005,1.0,0.9034740924835205,0.0,0.0,True,True,False,0.0,optimal,127.19468997143574,0.021881103515625,True,False,0,TP1,0.9759725332260132,1.0,0.7965223789215088,0.0,0.0,0.0,0.0,0.0,0.4263157894736841,0.0,0.0,0.0,0.0,0.0,0.4552631577065117,0.0,0.0,0.0,0.0,0.0,0.4552631578947369,0.0,0.0,0.0,0.0,0.0,0.4552631573182973,0.0,0.0,0.0,0.0,0.0,0.44084933431524964,0.0,0.0,True,24,24,1,0.038921163,38.921163,0.021881103515625,21.881103515625,17.040059484375,900.0,4.324573666666667e-05
TP1,mpc,0,92,2018-12-01 23:00:00+00:00,32064,92,-9.43191146850586,-47.1595573425293,758.9831263546785,0.18974578158866962,6.8441303419033135,0.0,0.0,0.4111858606338501,0.0,0.97556072473526,1.0,0.8962047100067139,0.0,0.0,True,True,False,0.0,optimal,126.84821239311712,0.015630245208740234,True,False,0,TP1,0.9761220812797546,1.0,0.789637565612793,0.0,0.0,0.0,0.0,0.0,0.4263157894736841,0.0,0.0,0.0,0.0,0.0,0.4552631577065117,0.0,0.0,0.0,0.0,0.0,0.4552631578947369,0.0,0.0,0.0,0.0,0.0,0.4552631573182973,0.0,0.0,0.0,0.0,0.0,0.44084933431524964,0.0,0.0,True,24,24,1,0.032606891,32.606891,0.015630245208740234,15.630245208740234,16.976645791259763,900.0,3.622987888888889e-05
TP1,mpc,0,93,2018-12-01 23:15:00+00:00,32064,93,-9.3526029586792,-46.763014793395996,752.5833163217612,0.1881458290804403,6.786420054931482,0.0,0.0,0.4078901410102844,0.0,0.975732147693634,1.0,0.8886721134185791,0.0,0.0,True,True,False,0.0,optimal,126.03218126836924,0.014274120330810547,True,False,0,TP1,0.9761973023414612,1.0,0.7843529582023621,0.0,0.0,0.0,0.0,0.0,0.4263157894736841,0.0,0.0,0.0,0.0,0.0,0.4552631577065117,0.0,0.0,0.0,0.0,0.0,0.4552631578947369,0.0,0.0,0.0,0.0,0.0,0.4552631573182973,0.0,0.0,0.0,0.0,0.0,0.44084933431524964,0.0,0.0,True,24,24,1,0.031033945,31.033945,0.014274120330810547,14.274120330810547,16.759824669189452,900.0,3.448216111111111e-05
TP1,mpc,0,94,2018-12-01 23:30:00+00:00,32064,94,-9.28535270690918,-46.4267635345459,747.0929130931836,0.1867732282732959,6.736910343817783,0.0,0.0,0.40566855669021606,0.0,0.9758028388023376,1.0,0.8822135925292969,0.0,0.0,True,True,False,0.0,optimal,125.2775216819089,0.021764278411865234,True,False,0,TP1,0.9763247966766357,1.0,0.7782647609710693,0.0,0.0,0.0,0.0,0.0,0.4263157894736841,0.0,0.0,0.0,0.0,0.0,0.4552631577065117,0.0,0.0,0.0,0.0,0.0,0.4552631578947369,0.0,0.0,0.0,0.0,0.0,0.4552631573182973,0.0,0.0,0.0,0.0,0.0,0.44084933431524964,0.0,0.0,True,24,24,1,0.038078338,38.078338,0.021764278411865234,21.764278411865234,16.314059588134768,900.0,4.230926444444445e-05
TP1,mpc,0,95,2018-12-01 23:45:00+00:00,32064,95,-9.229866027832031,-46.149330139160156,742.5868930422439,0.18564672326056098,6.696277308008434,0.0,0.0,0.4036197066307068,0.0,0.9758662581443787,1.0,0.8769124150276184,0.0,0.0,True,True,False,0.0,optimal,124.62882071229919,0.01859903335571289,True,False,0,TP1,0.9763451814651489,1.0,0.7716625928878784,0.0,0.0,0.0,0.0,0.0,0.4263157894736841,0.0,0.0,0.0,0.0,0.0,0.4552631577065117,0.0,0.0,0.0,0.0,0.0,0.4552631578947369,0.0,0.0,0.0,0.0,0.0,0.4552631573182973,0.0,0.0,0.0,0.0,0.0,0.44084933431524964,0.0,0.0,True,24,24,1,0.035145452,35.145452,0.01859903335571289,18.59903335571289,16.54641864428711,900.0,3.9050502222222225e-05
