topology_case,controller,episodes,steps,requested_horizon,n_scenarios,mean_decision_time_ms,std_across_episode_means_ms,mean_median_decision_time_ms,mean_p95_decision_time_ms,worst_decision_time_ms,mean_solver_time_ms,mean_p95_solver_time_ms,worst_solver_time_ms,mean_non_solver_overhead_time_ms,control_interval_s,mean_time_fraction_of_control_interval,mean_feasible_rate,mean_converged_rate,mean_solver_success_rate
TP1,mpc,1,96,24,1,70.35056684375,,36.9319925,358.65928125,661.394289,54.312512278556824,341.8272137641907,643.2583332061768,16.038054565193175,900.0,7.816729649305556e-05,1.0,1.0,1.0
