topology_case,policy,episode_id,start_index,total_reward_mean,total_reward_team,total_energy_cost,total_grid_import_mwh,total_curtailment_mwh,total_throughput_mwh,mean_voltage_deviation,max_voltage_deviation,min_voltage_pu,max_voltage_pu,max_line_current_pu,max_voltage_violation,max_line_current_violation,infeasible_requested_count,feasible_rate,converged_rate
TP6,maddpg,0,32064,-550.895344774425,-2754.476723872125,389.31107938185215,10.463447983473202,11.83468881132135,5.690471471110492,0.2968972610930602,0.5826317071914673,0.9632965922355652,1.006139874458313,1.1625465154647827,0.0,0.0,0,1.0,1.0
TP6,maddpg,1,32160,-445.46307030022143,-2227.315351501107,312.74205381993426,8.641689214823657,12.959532278989904,5.754645097062783,0.24364450139304003,0.5428822636604309,0.9635723829269409,1.0041383504867554,1.0620489120483398,0.0,0.0,0,1.0,1.0
TP6,maddpg,2,32256,-822.5907909736037,-4112.953954868019,569.1156905357615,15.622772583792653,6.513009271114616,6.3417986947640115,0.4688908538470666,0.8154298067092896,0.9469394087791443,1.0015132427215576,1.587455153465271,0.0030606138583511022,0.0,1,0.9895833333333334,1.0
TP6,maddpg,3,32352,-1020.7585785537958,-5103.792892768979,643.9849337038391,15.209653837843234,8.430164454702894,5.6987488897045875,0.464972460642457,0.858379065990448,0.9438912272453308,1.0019958019256592,1.6546316146850586,0.006108756098218593,0.0,6,0.9375,1.0
TP6,maddpg,4,32448,-1313.8147363841533,-6569.073681920767,879.5141511808881,19.14036016201976,0.23406807589131468,4.660993524772597,0.5631724738826355,0.8521718978881836,0.9442751407623291,1.000823974609375,1.6402943134307861,0.005724860721567637,0.0,5,0.9479166666666666,1.0
TP6,maddpg,5,32544,-2864.697010803223,-14323.485054016113,1534.3964958033475,27.555376694576864,0.0,1.769462761228147,0.7209440798809131,0.8415167331695557,0.9449092149734497,1.0,1.621883511543274,0.005090794907134377,0.0,39,0.6979166666666666,1.0
TP6,maddpg,6,32640,-2633.116902923584,-13165.58451461792,1371.7986985297368,27.3198875645607,0.0,1.990095342306187,0.7193247030178705,0.8555759787559509,0.9439062476158142,1.0,1.6465498208999634,0.006093768383220621,0.0,38,0.7083333333333334,1.0
TP6,maddpg,7,32736,-1077.9177390038967,-5389.588695019484,783.1812585759246,16.41392785790913,0.0,4.515420201875399,0.47884735961755115,0.6340314149856567,0.9558630585670471,1.0005202293395996,1.2141648530960083,0.0,0.0,0,1.0,1.0
TP6,maddpg,8,32832,-649.1407321065665,-3245.703660532832,463.4848369725067,10.404388629218204,9.929188291616597,5.817391900558008,0.32135090542336303,0.6193330883979797,0.9592186212539673,1.0016822814941406,1.1807814836502075,0.0,0.0,0,1.0,1.0
TP6,maddpg,9,32928,-1286.6669733792544,-6433.334866896272,768.846461846041,16.036186088597617,8.083141895938041,4.999404426927194,0.4957233630120754,0.9157875180244446,0.9395659565925598,1.0018088817596436,1.7384114265441895,0.010434052464653232,0.0,11,0.90625,1.0
TP6,maddpg,10,33024,-1571.0391737520695,-7855.195868760347,910.3201894861942,17.06758775305832,4.13302865239113,5.002955569053833,0.5199397634714842,0.9068570733070374,0.9403172135353088,1.0015183687210083,1.7260427474975586,0.00968277706209919,0.0,16,0.875,1.0
TP6,maddpg,11,33120,-1503.7799476623536,-7518.899738311768,1007.3403156984292,20.2242206597557,0.0,4.734718713984233,0.5946709712346395,0.8286411166191101,0.9458663463592529,1.0,1.6007986068725586,0.004133626975414195,0.0,6,0.9375,1.0
TP6,maddpg,12,33216,-923.2132935106754,-4616.066467553377,633.7118676184822,14.33682293320453,8.295240491012935,5.815356698499512,0.4321060261378686,0.8083182573318481,0.9474599361419678,1.004957675933838,1.572982668876648,0.0025400721796408066,0.0,2,0.9791666666666666,1.0
TP6,maddpg,13,33312,-1597.838378149271,-7989.191890746355,890.3136838095485,22.894200326149928,0.09237442558208163,4.77617460994079,0.6442492542167505,0.8608549237251282,0.9435089826583862,1.0011308193206787,1.651947021484375,0.006491016461627641,0.0,18,0.9479166666666666,1.0
TP6,maddpg,14,33408,-577.5316783696413,-2887.6583918482065,405.9782317363152,11.327375817279858,12.45848154423132,5.719848673720987,0.3333936184644699,0.6480193734169006,0.9582244753837585,1.002266526222229,1.2523033618927002,0.0,0.0,0,1.0,1.0
TP6,maddpg,15,33504,-518.2876047361642,-2591.438023680821,367.6807927708085,10.200628838646423,1.578050765833584,5.492798133641578,0.31509141934414703,0.5763815641403198,0.9622593522071838,1.002015471458435,1.1096696853637695,0.0,0.0,0,1.0,1.0
TP6,maddpg,16,33600,-997.0856821224094,-4985.428410612047,625.1985354127812,16.666428434824752,2.438892370505268,5.900573509157766,0.5032090370853742,0.847588837146759,0.9444943070411682,1.0015814304351807,1.6346094608306885,0.005505704888503438,0.0,6,0.9479166666666666,1.0
TP6,maddpg,17,33696,-1221.6181405186653,-6108.090702593327,806.7327195923945,19.244317776480784,3.594389914464777,5.900802571698753,0.5647036911298832,0.8737719655036926,0.9428542852401733,1.0015099048614502,1.6844327449798584,0.007145721720104525,0.0,5,0.9583333333333334,1.0
TP6,maddpg,18,33792,-1702.916276216507,-8514.581381082535,999.0484741177414,24.715145663116118,0.0,3.8458938595886574,0.674155605956912,0.8266163468360901,0.9461326003074646,1.0,1.6022549867630005,0.0038673901680541523,0.0,16,0.90625,1.0
TP6,maddpg,19,33888,-799.8483882382512,-3999.241941191256,504.4132810012186,15.46040777375896,8.907859903556652,5.790199456990852,0.4670487629870574,0.8480063080787659,0.9446513652801514,1.0018632411956787,1.6409218311309814,0.005348608874528038,0.0,4,0.9583333333333334,1.0
TP6,maddpg,20,33984,-780.1016528531909,-3900.5082642659545,473.66961501278837,15.669573494005988,7.695544773487831,5.696370441688268,0.47508123765389126,0.8697543144226074,0.9431989192962646,1.0017002820968628,1.681373119354248,0.006801090573684054,0.0,5,0.9583333333333334,1.0
TP6,maddpg,21,34080,-479.7288818538189,-2398.6444092690945,331.21179312342264,11.73898016760387,10.796165186840335,5.910571239243938,0.33743581113715965,0.6339917778968811,0.9573342204093933,1.0045655965805054,1.2446027994155884,0.0,0.0,0,1.0,1.0
TP6,maddpg,22,34176,-380.9540968440473,-1904.7704842202365,260.4878603985559,9.329498981741267,13.252459236668342,6.225153608079413,0.2694894392043352,0.6822940707206726,0.9538950324058533,1.0087532997131348,1.2711894512176514,0.0,0.0,0,1.0,1.0
TP6,maddpg,23,34272,-1144.9123303592205,-5724.5616517961025,713.5730216012598,20.95796977442643,0.0,5.46341071343224,0.6189236516753832,0.8707653284072876,0.9429160356521606,1.000935673713684,1.6722739934921265,0.0070839887543157065,0.0,7,0.9270833333333334,1.0
TP6,maddpg,24,34368,-1290.6526578724383,-6453.263289362192,792.7743632825224,22.591410797336835,0.023716168538976946,4.669148565994648,0.6411278750747442,0.8467772603034973,0.9447691440582275,1.0010690689086914,1.6449288129806519,0.005230882891092303,0.0,9,0.9375,1.0
TP6,maddpg,25,34464,-1714.7581695556642,-8573.79084777832,1007.2026779435267,25.766921465285463,0.0,3.437948769548835,0.6841127245376507,0.8246853351593018,0.946308970451355,1.0,1.6071990728378296,0.0036910133715156723,0.0,16,0.9270833333333334,1.0
TP6,maddpg,26,34560,-860.3365012675524,-4301.682506337762,568.3113410768927,14.912692798542878,8.249538366376818,5.870774972967874,0.44961145892739296,0.8364854454994202,0.9456630945205688,1.0017876625061035,1.628759503364563,0.004336883734210262,0.0,3,0.96875,1.0
