topology_case,policy,episode_id,step,date_time,start_index,reward_mean,reward_sum,grid_import_kw,grid_import_mwh,energy_cost,curtailment_kw,curtailment_mwh,voltage_deviation,grid_stress,min_voltage_pu,max_voltage_pu,max_line_current_pu,max_voltage_violation,max_line_current_violation,feasible,converged,infeasible_action,throughput_mwh,requested_action_agent_0,accepted_action_agent_0,dess_power_kw_agent_0,soc_agent_0,requested_action_agent_1,accepted_action_agent_1,dess_power_kw_agent_1,soc_agent_1,requested_action_agent_2,accepted_action_agent_2,dess_power_kw_agent_2,soc_agent_2,requested_action_agent_3,accepted_action_agent_3,dess_power_kw_agent_3,soc_agent_3,requested_action_agent_4,accepted_action_agent_4,dess_power_kw_agent_4,soc_agent_4
TP6,maddpg,0,0,2018-12-01 00:00:00+00:00,32064,-10.16300926208496,-50.815046310424805,727.6072269889937,0.18190180674724843,7.3797562997358686,0.0,0.0,0.46376359462738037,0.0,0.9716962575912476,1.0,0.9450331330299377,0.0,0.0,True,True,False,0.09375,-1.0,-1.0,-75.0,0.535625,1.0,1.0,75.0,0.4605263157894737,1.0,1.0,75.0,0.4605263157894737,1.0,1.0,75.0,0.4605263157894737,1.0,1.0,75.0,0.4605263157894737
TP6,maddpg,0,1,2018-12-01 00:15:00+00:00,32064,-10.079207038879394,-50.39603519439697,719.2941554662866,0.17982353886657165,7.295440971816812,0.0,0.0,0.45744460821151733,0.0,0.9721890091896057,1.0,0.9349338412284851,0.0,0.0,True,True,False,0.09375,-1.0,-1.0,-75.0,0.57125,1.0,1.0,75.0,0.42105263157894735,1.0,1.0,75.0,0.42105263157894735,1.0,1.0,75.0,0.42105263157894735,1.0,1.0,75.0,0.42105263157894735
TP6,maddpg,0,2,2018-12-01 00:30:00+00:00,32064,-9.94437370300293,-49.72186851501465,709.6201887054576,0.1774050471763644,7.197322763945104,0.0,0.0,0.45184504985809326,0.0,0.9725703001022339,1.0,0.9232977032661438,0.0,0.0,True,True,False,0.09375,-1.0,-1.0,-75.0,0.606875,1.0,1.0,75.0,0.381578947368421,1.0,1.0,75.0,0.381578947368421,1.0,1.0,75.0,0.381578947368421,1.0,1.0,75.0,0.381578947368421
TP6,maddpg,0,3,2018-12-01 00:45:00+00:00,32064,-9.857347106933593,-49.28673553466797,703.4146145713294,0.17585365364283234,7.134382728289708,0.0,0.0,0.44784122705459595,0.0,0.9728360772132874,1.0,0.9157351851463318,0.0,0.0,True,True,False,0.09375,-1.0,-1.0,-75.0,0.6425000000000001,1.0,1.0,75.0,0.3421052631578947,1.0,1.0,75.0,0.3421052631578947,1.0,1.0,75.0,0.3421052631578947,1.0,1.0,75.0,0.3421052631578947
TP6,maddpg,0,4,2018-12-01 01:00:00+00:00,32064,-9.0944429397583,-45.472214698791504,697.5139541705175,0.17437848854262938,6.551399814546586,0.0,0.0,0.4439752697944641,0.0,0.9730865359306335,1.0,0.908485472202301,0.0,0.0,True,True,False,0.09374999776482582,-0.9999998807907104,-0.9999998807907104,-74.99999105930328,0.6781249957531691,1.0,1.0,75.0,0.30263157894736836,1.0,1.0,75.0,0.30263157894736836,1.0,1.0,75.0,0.30263157894736836,1.0,1.0,75.0,0.30263157894736836
TP6,maddpg,0,5,2018-12-01 01:15:00+00:00,32064,-8.955856895446777,-44.77928447723389,686.8138414411078,0.17170346036027695,6.450899005735605,0.0,0.0,0.4378710389137268,0.0,0.9734787940979004,1.0,0.8956973552703857,0.0,0.0,True,True,False,0.09374996535480022,-0.999998152256012,-0.999998152256012,-74.9998614192009,0.7137499299272895,1.0,1.0,75.0,0.26315789473684204,1.0,1.0,75.0,0.26315789473684204,1.0,1.0,75.0,0.26315789473684204,1.0,1.0,75.0,0.26315789473684204
TP6,maddpg,0,6,2018-12-01 01:30:00+00:00,32064,-8.859516716003418,-44.29758358001709,679.4245921103084,0.1698561480275771,6.381495481396072,0.0,0.0,0.4331672787666321,0.0,0.9737823009490967,1.0,0.8867640495300293,0.0,0.0,True,True,False,0.09374932833015918,-0.9999660849571228,-0.9999660849571228,-74.99745637178421,0.7493737217038869,1.0,1.0,75.0,0.2236842105263157,1.0,1.0,75.0,0.2236842105263157,1.0,1.0,75.0,0.2236842105263157,0.9999980926513672,0.9999980926513672,74.99985694885254,0.22368428581639332
TP6,maddpg,0,7,2018-12-01 01:45:00+00:00,32064,-8.76765308380127,-43.83826541900635,672.3753931444207,0.16809384828610519,6.315285880108972,0.0,0.0,0.4287129044532776,0.0,0.9740617275238037,1.0,0.8782294392585754,0.0,0.0,True,True,False,0.09370394200086593,-0.9986043572425842,-0.9986043572425842,-74.89532679319382,0.784949001930654,1.0,1.0,75.0,0.18421052631578938,1.0,1.0,75.0,0.18421052631578938,1.0,1.0,75.0,0.18421052631578938,0.9989392161369324,0.9989392161369324,74.92044121026993,0.18425247465309336
TP6,maddpg,0,8,2018-12-01 02:00:00+00:00,32064,-9.07133502960205,-45.356675148010254,723.4920547689399,0.18087301369223496,6.475253890182011,0.0,0.0,0.48984622955322266,0.0,0.966234028339386,1.0,0.9158833026885986,0.0,0.0,True,True,False,0.07949346844106912,0.24066504836082458,0.24066504836082458,18.049878627061844,0.7754490658111477,1.0,1.0,75.0,0.14473684210526305,1.0,1.0,75.0,0.14473684210526305,1.0,1.0,75.0,0.14473684210526305,-0.9989866018295288,-0.9989866018295288,-74.92399513721466,0.21984137234327034
TP6,maddpg,0,9,2018-12-01 02:15:00+00:00,32064,-9.85568027496338,-49.278401374816895,787.2031233107464,0.1968007808276866,7.04546795363118,0.0,0.0,0.5265107154846191,0.0,0.9639348983764648,1.0,0.9653516411781311,0.0,0.0,True,True,False,0.08739699795842171,-0.6611738204956055,-0.6611738204956055,-49.58803653717041,0.7990033831663036,1.0,1.0,75.0,0.10526315789473674,1.0,1.0,75.0,0.10526315789473674,1.0,1.0,75.0,0.10526315789473674,-0.9999994039535522,-0.9999994039535522,-74.99995529651642,0.25546635110911564
TP6,maddpg,0,10,2018-12-01 02:30:00+00:00,32064,-10.609222984313964,-53.046114921569824,852.0139825247952,0.2130034956311988,7.625525143596916,0.0,0.0,0.5312484502792358,0.0,0.9637745022773743,1.0,1.0167202949523926,0.0,0.0,True,True,False,0.04499905452132209,0.99994957447052,0.99994957447052,74.996218085289,0.7595316894372042,1.0,1.0,9.999999999999792,0.1,1.0,1.0,9.999999999999792,0.1,1.0,1.0,9.999999999999792,0.1,-1.0,-1.0,-75.0,0.29109135110911566
TP6,maddpg,0,11,2018-12-01 02:45:00+00:00,32064,-10.874981689453126,-54.374908447265625,874.1005440228946,0.21852513600572365,7.823199869004906,0.0,0.0,0.5388150811195374,0.0,0.9633346796035767,1.0,1.0322834253311157,0.0,0.0,True,True,False,0.03740722239017487,0.9950518608093262,0.9950518608093262,74.62888956069946,0.7202533265105202,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,-1.0,-1.0,-75.0,0.3267163511091157
TP6,maddpg,0,12,2018-12-01 03:00:00+00:00,32064,-11.093262863159179,-55.4663143157959,875.8101864148102,0.21895254660370256,7.99395747650118,0.0,0.0,0.5392299890518188,0.0,0.963316023349762,1.0,1.0344147682189941,0.0,0.0,True,True,False,0.037497983872890474,0.99989253282547,0.99989253282547,74.99193996191025,0.6807838844253042,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,-0.9999999403953552,-0.9999999403953552,-74.99999552965164,0.3623413489857002
TP6,maddpg,0,13,2018-12-01 03:15:00+00:00,32064,-11.103032302856445,-55.51516151428223,876.6143699333497,0.21915359248333743,8.00129766156665,0.0,0.0,0.5393578410148621,0.0,0.9633046984672546,1.0,1.035364031791687,0.0,0.0,True,True,False,0.03749993406236172,0.9999977350234985,0.9999977350234985,74.99983012676239,0.6413102896217451,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,-0.9999987483024597,-0.9999987483024597,-74.99990612268448,0.39796630439397535
TP6,maddpg,0,14,2018-12-01 03:30:00+00:00,32064,-11.098705673217774,-55.49352836608887,876.2337147454673,0.21905842868636682,7.997823231339252,0.0,0.0,0.5395053029060364,0.0,0.9632965922355652,1.0,1.0349208116531372,0.0,0.0,True,True,False,0.0374969657510519,0.9999997019767761,0.9999997019767761,74.99997764825821,0.6018366171752934,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,-0.9998384714126587,-0.9998384714126587,-74.9878853559494,0.4335855499380513
TP6,maddpg,0,15,2018-12-01 03:45:00+00:00,32064,-10.977851676940919,-54.88925838470459,867.1320167140948,0.2167830041785237,7.9147474825579,0.0,0.0,0.5315850377082825,0.0,0.9641042947769165,1.0,1.0280073881149292,0.0,0.0,True,True,False,0.03459310680627823,0.9999997615814209,0.9999997615814209,74.99998211860657,0.5623629423760267,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,-0.844965934753418,-0.844965934753418,-63.37244510650635,0.4636874613636418
TP6,maddpg,0,16,2018-12-01 04:00:00+00:00,32064,-9.158317756652831,-45.79158878326416,724.7584295687375,0.18118960739218437,6.647846695219244,0.0,0.0,0.41980451345443726,0.0,0.9748109579086304,1.0,0.9089580774307251,0.0,0.0,True,True,False,0.03743673004209995,0.9999987483024597,0.9999987483024597,74.99990612268448,0.5228893075746138,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,0.9966268539428711,0.9966268539428711,74.74701404571533,0.4243469276553706
TP6,maddpg,0,17,2018-12-01 04:15:00+00:00,32064,-9.17086181640625,-45.85430908203125,723.3535883724471,0.18083839709311178,6.6349607893462705,0.0,0.0,0.41944420337677,0.0,0.9748423099517822,1.0,0.9073948264122009,0.0,0.0,True,True,False,0.037492115423083304,0.9999979138374329,0.9999979138374329,74.99984353780746,0.4834157057126099,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,0.9995815753936768,0.9995815753936768,74.96861815452576,0.38488976020562016
TP6,maddpg,0,18,2018-12-01 04:30:00+00:00,32064,-9.202261543273925,-46.01130771636963,725.8295776889554,0.18145739442223885,6.657671801351943,0.0,0.0,0.4208546280860901,0.0,0.9747381210327148,1.0,0.9103071689605713,0.0,0.0,True,True,False,0.03749825321137905,0.9999758005142212,0.9999758005142212,74.99818503856659,0.44394297674494326,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,0.9999998807907104,0.9999998807907104,0.0,0.1,0.9999310374259949,0.9999310374259949,74.99482780694962,0.3454187982019625
TP6,maddpg,0,19,2018-12-01 04:45:00+00:00,32064,-9.245720481872558,-46.22860240936279,729.3050223490809,0.18232625558727023,6.689550317496944,0.0,0.0,0.4224013686180115,0.0,0.9746484756469727,1.0,0.9143778681755066,0.0,0.0,True,True,False,0.0374977357685566,0.9999107122421265,0.9999107122421265,74.99330341815948,0.4044728170511751,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,0.9998325705528259,0.9998325705528259,0.0,0.1,0.9999685287475586,0.9999685287475586,74.9976396560669,0.3059463562777167
TP6,maddpg,0,20,2018-12-01 05:00:00+00:00,32064,-8.662162399291992,-43.31081199645996,729.3773528149359,0.18234433820373397,6.239823253331776,0.0,0.0,0.4232347011566162,0.0,0.9745818972587585,1.0,0.9144589304924011,0.0,0.0,True,True,False,0.0374931626021862,0.9999988079071045,0.9999988079071045,74.99991059303284,0.3649991798969473,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,0.00502125034108758,0.00502125034108758,0.0,0.1,0.9996365308761597,0.9996365308761597,74.97273981571198,0.2664870195326051
TP6,maddpg,0,21,2018-12-01 05:15:00+00:00,32064,-9.04575138092041,-45.22875690460205,761.9624837022911,0.19049062092557278,6.518589048073101,0.0,0.0,0.43671220541000366,0.0,0.9739991426467896,1.0,0.942289412021637,0.0,0.0,True,True,False,0.04454454705119133,0.9999947547912598,0.9999947547912598,74.99960660934448,0.3255257027341344,1.0,1.0,0.0,0.1,1.0,1.0,0.0,0.1,-0.37582623958587646,-0.37582623958587646,-28.186967968940735,0.11338880978524685,0.9998881816864014,0.9998881816864014,74.9916136264801,0.22701774920287876
TP6,maddpg,0,22,2018-12-01 05:30:00+00:00,32064,-9.669806480407715,-48.349032402038574,815.2638870274131,0.2038159717568533,6.974582553519519,0.0,0.0,0.4592266082763672,0.0,0.9730209708213806,1.0,0.9895269870758057,0.0,0.0,True,True,False,0.05530368871986866,0.9999709725379944,0.9999709725379944,74.99782294034958,0.2860531643444767,1.0,1.0,0.0,0.1,0.9999998211860657,0.9999998211860657,0.0,0.1,-0.9495855569839478,-0.9495855569839478,-71.21891677379608,0.1472177952528,0.9999735355377197,0.9999735355377197,74.99801516532898,0.1875451096421793
TP6,maddpg,0,23,2018-12-01 05:45:00+00:00,32064,-9.632683753967285,-48.163418769836426,812.5003213353921,0.20312508033384802,6.950940249024279,0.0,0.0,0.4589087963104248,0.0,0.9730212092399597,1.0,0.9874475598335266,0.0,0.0,True,True,False,0.05456253960728645,0.9999057054519653,0.9999057054519653,74.9929279088974,0.24658320228716227,1.0,1.0,0.0,0.1,0.9999834895133972,0.9999834895133972,0.0,0.1,-0.9101191163063049,-0.9101191163063049,-68.25893372297287,0.1796407887712121,0.9999772906303406,0.9999772906303406,74.99829679727554,0.14807232185413954
