model_name,gnn_type,checkpoint,device,mode,episode_id,start_index,step,inference_time_s,inference_time_ms,control_interval_s,time_fraction_of_control_interval
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,36,0.006199844181537628,6.199844181537628,900.0,6.888715757264031e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,37,0.006082952953875065,6.082952953875065,900.0,6.7588366154167384e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,38,0.006352956406772137,6.352956406772137,900.0,7.058840451969041e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,39,0.00624439213424921,6.24439213424921,900.0,6.938213482499123e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,40,0.006121664308011532,6.121664308011532,900.0,6.8018492311239245e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,41,0.006409869994968176,6.409869994968176,900.0,7.1220777721868625e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,42,0.0060892850160598755,6.0892850160598755,900.0,6.7658722400665285e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,43,0.006438294891268015,6.438294891268015,900.0,7.153660990297795e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,44,0.006231068167835474,6.231068167835474,900.0,6.923409075372749e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,45,0.006134695839136839,6.134695839136839,900.0,6.816328710152043e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,46,0.0062005710788071156,6.2005710788071156,900.0,6.889523420896795e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,47,0.00612802617251873,6.12802617251873,900.0,6.808917969465256e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,48,0.006172723136842251,6.172723136842251,900.0,6.8585812631580565e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,49,0.006337813101708889,6.337813101708889,900.0,7.042014557454321e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,50,0.006257132161408663,6.257132161408663,900.0,6.952369068231848e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,51,0.006173465866595507,6.173465866595507,900.0,6.859406518439452e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,52,0.006185338832437992,6.185338832437992,900.0,6.87259870270888e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,53,0.0060463896952569485,6.0463896952569485,900.0,6.718210772507721e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,54,0.0061966050416231155,6.1966050416231155,900.0,6.885116712914573e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,55,0.006317081395536661,6.317081395536661,900.0,7.018979328374068e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,56,0.006110422313213348,6.110422313213348,900.0,6.78935812579261e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,57,0.006260598078370094,6.260598078370094,900.0,6.956220087077882e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,58,0.0062660942785441875,6.2660942785441875,900.0,6.9623269761602085e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,59,0.006332956720143557,6.332956720143557,900.0,7.036618577937285e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,60,0.006045069079846144,6.045069079846144,900.0,6.716743422051271e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,61,0.006200044881552458,6.200044881552458,900.0,6.888938757280509e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,62,0.0061877695843577385,6.1877695843577385,900.0,6.875299538175265e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,63,0.00648731691762805,6.48731691762805,900.0,7.208129908475611e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,64,0.006315350066870451,6.315350066870451,900.0,7.017055629856056e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,65,0.006198849994689226,6.198849994689226,900.0,6.887611105210251e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,66,0.006201524753123522,6.201524753123522,900.0,6.890583059026135e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,67,0.006162331905215979,6.162331905215979,900.0,6.847035450239977e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,68,0.006033631972968578,6.033631972968578,900.0,6.704035525520643e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,69,0.006267189979553223,6.267189979553223,900.0,6.963544421725803e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,70,0.006269136909395456,6.269136909395456,900.0,6.965707677106063e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,71,0.006236953195184469,6.236953195184469,900.0,6.929947994649411e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,72,0.0062858108431100845,6.2858108431100845,900.0,6.984234270122316e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,73,0.00615069130435586,6.15069130435586,900.0,6.834101449284289e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,74,0.005988219287246466,5.988219287246466,900.0,6.653576985829406e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,75,0.006171013228595257,6.171013228595257,900.0,6.856681365105841e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,76,0.006085029803216457,6.085029803216457,900.0,6.761144225796064e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,77,0.006071551702916622,6.071551702916622,900.0,6.746168558796247e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,78,0.006209892686456442,6.209892686456442,900.0,6.89988076272938e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,79,0.006192583125084639,6.192583125084639,900.0,6.88064791676071e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,80,0.006228051148355007,6.228051148355007,900.0,6.920056831505563e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,81,0.006025844253599644,6.025844253599644,900.0,6.695382503999604e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,82,0.006084935273975134,6.084935273975134,900.0,6.761039193305705e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,83,0.005890273954719305,5.890273954719305,900.0,6.544748838577005e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,84,0.00609249621629715,6.09249621629715,900.0,6.769440240330166e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,85,0.006103847175836563,6.103847175836563,900.0,6.782052417596181e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,86,0.005879167001694441,5.879167001694441,900.0,6.53240777966049e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,87,0.006276480387896299,6.276480387896299,900.0,6.973867097662555e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,88,0.006371106952428818,6.371106952428818,900.0,7.079007724920909e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,89,0.006268335971981287,6.268335971981287,900.0,6.964817746645874e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,90,0.006218107882887125,6.218107882887125,900.0,6.909008758763472e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,91,0.006258666981011629,6.258666981011629,900.0,6.9540744233462545e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,92,0.006211969070136547,6.211969070136547,900.0,6.9021878557072745e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,93,0.006314626894891262,6.314626894891262,900.0,7.016252105434736e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,94,0.006229286082088947,6.229286082088947,900.0,6.92142898009883e-06
gat_run_1,gat,results/models/IEEE33/gat/run_1.pt,cpu,test,0,32064,95,0.006095781922340393,6.095781922340393,900.0,6.773091024822659e-06
