topology_case,policy,episode_id,start_index,total_reward_mean,total_reward_team,total_energy_cost,total_grid_import_mwh,total_curtailment_mwh,total_throughput_mwh,mean_voltage_deviation,max_voltage_deviation,min_voltage_pu,max_voltage_pu,max_line_current_pu,max_voltage_violation,max_line_current_violation,infeasible_requested_count,feasible_rate,converged_rate
TP6,maddpg,0,32064,-708.5217610001564,-3542.608805000782,502.85774448093565,13.544212055783476,10.962489924321153,5.269129166247464,0.3820334567377965,0.7449296712875366,0.950864315032959,1.0020049810409546,1.4346340894699097,0.0,0.0,0,1.0,1.0
TP6,maddpg,1,32160,-588.1067844913807,-2940.5339224569034,415.648621111031,11.514933722350122,12.397038326508252,5.363451686381838,0.3178460622827212,0.667545735836029,0.9550696611404419,1.002274513244629,1.297207236289978,0.0,0.0,0,1.0,1.0
TP6,maddpg,2,32256,-1669.6457344383002,-8348.2286721915,717.8076454950062,19.571057356290225,5.349558606354542,4.520278580504002,0.5851860071221987,0.9740293622016907,0.9364545345306396,1.000860571861267,1.8878810405731201,0.013545442860339874,0.0,33,0.7708333333333334,1.0
TP6,maddpg,3,32352,-1720.8847445011138,-8604.42372250557,818.1982025202839,19.02989983916632,6.839567669439376,4.565242756789913,0.582975854476293,1.023498773574829,0.9330381155014038,1.0015498399734497,1.9686894416809082,0.016961889164841426,0.0,29,0.6979166666666666,1.0
TP6,maddpg,4,32448,-2364.8990626990794,-11824.495313495398,1120.474873634795,24.059305531454527,0.03148844765265983,2.500656822236417,0.7073111732800802,1.0160272121429443,0.9335013628005981,1.0004551410675049,1.951547622680664,0.016498660539497,0.0,41,0.5833333333333334,1.0
TP6,maddpg,5,32544,-4049.105515289307,-20245.527576446533,1846.9679159329373,33.15686912988855,0.0,1.1058390375599263,0.8657271588842074,1.0041000843048096,0.9342671632766724,1.0,1.9297715425491333,0.01573285743270114,0.0,77,0.19791666666666666,1.0
TP6,maddpg,6,32640,-3773.9997495651246,-18869.998747825623,1650.8543945442266,32.92274891190732,0.0,1.035222631008364,0.8644622651239237,1.0201324224472046,0.9330554008483887,1.0,1.9590297937393188,0.0169446095938931,0.0,76,0.20833333333333334,1.0
TP6,maddpg,7,32736,-1496.7180216193199,-7483.5901080966,971.9388976741145,20.515254792148426,0.0,3.603120327344495,0.5863764950384697,0.7501770853996277,0.9500203132629395,1.0001368522644043,1.4243903160095215,0.0,0.0,8,1.0,1.0
TP6,maddpg,8,32832,-856.262086841464,-4281.31043420732,614.3235417669291,13.74697151336602,9.51622235873972,5.4762224208618715,0.41189181928833324,0.7365503907203674,0.9502168893814087,1.0015723705291748,1.402162790298462,0.0,0.0,0,1.0,1.0
TP6,maddpg,9,32928,-1952.4684682369232,-9762.342341184616,962.846344555263,19.635935254026208,6.090751552914489,4.706016611356027,0.6154637802392244,1.0928983688354492,0.9278073906898499,1.0014886856079102,2.069777488708496,0.022192611749401125,0.0,31,0.6770833333333334,1.0
TP6,maddpg,10,33024,-2240.139061370492,-11200.69530685246,1152.056345926052,21.133249115107276,2.612922697234195,4.694769048483616,0.6469399922837814,1.0820887088775635,0.9287168383598328,1.001387119293213,2.0548253059387207,0.021283153007335742,0.0,33,0.65625,1.0
TP6,maddpg,11,33120,-2502.2939396858214,-12511.469698429108,1284.9624927860511,25.686214529821996,0.0,3.2118373161483915,0.7360365924735864,0.9917069673538208,0.935264527797699,1.0,1.9186168909072876,0.014735493007797307,0.0,37,0.6666666666666666,1.0
TP6,maddpg,12,33216,-1536.0574715852738,-7680.287357926369,788.077123792087,17.7851309984502,6.5993560013379655,4.846270647919846,0.5386985366543134,0.9631434679031372,0.9373443126678467,1.0015244483947754,1.8705589771270752,0.012655670333351021,0.0,22,0.8854166666666666,1.0
TP6,maddpg,13,33312,-2806.4500968545676,-14032.250484272838,1098.2472804005624,28.23528358773524,0.03304892341518746,2.088957123699897,0.7912499153365692,1.0265436172485352,0.9325749278068542,1.0007731914520264,1.9656342267990112,0.01742507012133032,0.0,64,0.3333333333333333,1.0
TP6,maddpg,14,33408,-738.4839362293482,-3692.419681146741,521.3232637079286,14.558326693734955,11.545870287010429,5.149459477515598,0.4267261295268933,0.7752000093460083,0.9501820802688599,1.0019917488098145,1.5411171913146973,0.0,0.0,0,1.0,1.0
TP6,maddpg,15,33504,-690.2442497351207,-3451.2212486756034,491.6872966405033,13.529213034425311,1.2645303310349196,4.574746782108429,0.4017746498187383,0.6850958466529846,0.9541506171226501,1.0017542839050293,1.3171621561050415,0.0,0.0,0,1.0,1.0
TP6,maddpg,16,33600,-1789.7505565017461,-8948.75278250873,807.2303007736175,21.140669327542696,1.8681558801299523,4.108574617846512,0.6343362666666508,1.0105177164077759,0.9337654709815979,1.0011917352676392,1.9460701942443848,0.016234506096357126,0.0,33,0.6875,1.0
TP6,maddpg,17,33696,-2398.457380852103,-11992.286904260516,1022.2487983576068,24.22816437734582,2.8984642615049814,3.4618933519741977,0.7021797417352597,1.0420399904251099,0.9317867755889893,1.0005145072937012,2.0044116973876953,0.01821324690571713,0.0,49,0.4895833333333333,1.0
TP6,maddpg,18,33792,-2887.1686556816103,-14435.84327840805,1234.4509679684606,30.38703876935938,0.0,1.9738954733701322,0.8204458604256312,0.9929425716400146,0.9352430105209351,1.0,1.9240092039108276,0.014756965510674847,0.0,59,0.3854166666666667,1.0
TP6,maddpg,19,33888,-1699.1319278538226,-8495.659639269114,646.3770222852577,19.709462881832906,7.7450298023443,3.8923676716391173,0.5913073482612768,1.0119394063949585,0.9339567422866821,1.0013236999511719,1.9594606161117554,0.01604324919071154,0.0,39,0.59375,1.0
