topology_case,policy,episodes,mean_total_reward_mean,std_total_reward_mean,mean_total_reward_team,std_total_reward_team,mean_energy_cost,mean_grid_import_mwh,mean_curtailment_mwh,mean_throughput_mwh,mean_voltage_deviation,worst_min_voltage_pu,worst_max_voltage_pu,worst_line_current_pu,worst_voltage_violation,worst_line_current_violation,mean_infeasible_requested_count,mean_feasible_rate,mean_converged_rate
TP6,maddpg,31,-2073.10831793836,1083.6717419789659,-10365.5415896918,5418.35870989483,945.9880397206124,23.59472977586678,3.9886004804441626,3.174522703077232,0.6776881797779952,0.9210110902786255,1.0020852088928223,2.259578227996826,0.02898893542605474,0.0,37.806451612903224,0.6129032258064516,1.0
