topology_case,policy,episodes,mean_total_reward_mean,std_total_reward_mean,mean_total_reward_team,std_total_reward_team,mean_energy_cost,mean_grid_import_mwh,mean_curtailment_mwh,mean_throughput_mwh,mean_voltage_deviation,worst_min_voltage_pu,worst_max_voltage_pu,worst_line_current_pu,worst_voltage_violation,worst_line_current_violation,mean_infeasible_requested_count,mean_feasible_rate,mean_converged_rate,model,seed_run,source_folder
TP7,mlp_maddpg,31,-823.3430240957351,357.231653650471,-4116.715120478676,1786.1582682523551,598.8571529619162,15.034292203353234,5.405808976429517,4.085010438411954,0.3308061894069436,0.9519785046577454,1.004172682762146,1.7061731815338137,0.0,0.0,0.0,1.0,1.0,mlp,run_2,mlp_ieee33_tp_full_eval_run2_best
TP1,maddpg,31,-838.5329900950735,356.32960715729865,-4192.664950475367,1781.648035786493,601.3828289089478,15.276136202932731,5.523639150952195,5.299430561849843,0.3997076192209797,0.9500461220741272,1.0029034614562988,1.790703296661377,0.0,0.0,0.1612903225806451,1.0,1.0,tagconv,run_0,tagconv_ieee33_tp_full_eval_run0_best
TP2,maddpg,31,-818.7415986864797,352.1857369605344,-4093.707993432399,1760.9286848026725,598.3833655123101,15.191657886826103,5.516407007415398,5.302067738523618,0.2982692953639774,0.95853191614151,1.0047582387924194,1.846303105354309,0.0,0.0,0.0,1.0,1.0,tagconv,run_0,tagconv_ieee33_tp_full_eval_run0_best
TP3,maddpg,31,-834.202914954767,357.13482977323474,-4171.014574773835,1785.6741488661737,602.7499235926525,15.28283973751962,5.52484941351795,5.166361680984895,0.3765948041472384,0.9523643851280212,1.0045157670974731,1.860421657562256,0.0,0.0,0.0,1.0,1.0,tagconv,run_0,tagconv_ieee33_tp_full_eval_run0_best
TP4,maddpg,31,-811.6992878001544,351.50755351991654,-4058.496439000772,1757.5377675995826,597.4825230807592,15.1336460532573,5.489474023758088,5.155537657811462,0.2513614980283604,0.9690201878547668,1.004844307899475,1.837576985359192,0.0,0.0,0.0,1.0,1.0,tagconv,run_0,tagconv_ieee33_tp_full_eval_run0_best
TP5,maddpg,31,-895.3709922097157,395.431332600628,-4476.854961048579,1977.15666300314,597.1327845509354,15.212040673165982,5.482891891703105,5.090928772887045,0.38274651577556,0.9486038684844972,1.0100533962249756,1.5921061038970947,0.0013961364831814,0.0,3.3870967741935485,0.9973118279569892,1.0,tagconv,run_0,tagconv_ieee33_tp_full_eval_run0_best
TP6,maddpg,31,-944.958633613298,457.0788460594943,-4724.79316806649,2285.3942302974715,595.8119428067579,15.167710677216686,5.419929038449046,5.035189082483466,0.4374598343205708,0.9447911977767944,1.008208155632019,1.5900484323501587,0.0052088175934829,0.0,5.612903225806452,0.98622311827957,1.0,tagconv,run_0,tagconv_ieee33_tp_full_eval_run0_best
TP7,maddpg,31,-825.5004562545162,352.0083473468342,-4127.502281272581,1760.0417367341713,600.1716256905906,15.26202710856816,5.564220532212947,5.219072909543573,0.3335459260370142,0.9526959657669068,1.004856824874878,1.8528732061386108,0.0,0.0,0.0,1.0,1.0,tagconv,run_0,tagconv_ieee33_tp_full_eval_run0_best
TP1,maddpg,31,-840.1955094118633,350.6268482403122,-4200.977547059317,1753.1342412015613,604.9321339215697,15.293979180583936,5.684156850269939,4.068563894934697,0.4010936503088282,0.9515268802642822,1.0033886432647705,1.6312034130096436,0.0,0.0,0.0,1.0,1.0,tagconv,run_1,tagconv_ieee33_tp_full_eval_run1_best
TP2,maddpg,31,-823.2299218859914,344.6953197366034,-4116.149609429957,1723.4765986830166,601.6230630660352,15.21860873824263,5.688442555826677,4.073982273725735,0.2996223453552492,0.9615721702575684,1.0047465562820437,1.6193591356277466,0.0,0.0,0.0,1.0,1.0,tagconv,run_1,tagconv_ieee33_tp_full_eval_run1_best
TP3,maddpg,31,-841.0476102936217,346.8136527890015,-4205.238051468108,1734.068263945008,607.659320428948,15.374330919670737,5.745155223466777,4.0415856098264245,0.3791680869756527,0.9589889049530028,1.003387689590454,1.6137839555740356,0.0,0.0,0.0,1.0,1.0,tagconv,run_1,tagconv_ieee33_tp_full_eval_run1_best
TP4,maddpg,31,-820.829632801851,339.12721232217024,-4104.148164009255,1695.6360616108514,604.117920315778,15.307637900487546,5.792994233522266,4.084231942984718,0.2538552028076943,0.9702085256576538,1.004136085510254,1.5983465909957886,0.0,0.0,0.0,1.0,1.0,tagconv,run_1,tagconv_ieee33_tp_full_eval_run1_best
TP5,maddpg,31,-844.9031628402596,353.7619943297602,-4224.515814201298,1768.8099716488011,608.2055181270262,15.322473958349796,5.695802369290729,4.017554412676808,0.3840277033948129,0.949154794216156,1.013872146606445,1.6131383180618286,0.0008452066770849,0.0,0.1290322580645161,0.9986559139784946,1.0,tagconv,run_1,tagconv_ieee33_tp_full_eval_run1_best
TP6,maddpg,31,-861.5818574741603,367.2728329436037,-4307.909287370801,1836.3641647180184,605.848413844903,15.25354573456334,5.6323496409781,3.810043555048181,0.4391646840038799,0.9447911977767944,1.00626540184021,1.5900484323501587,0.0052088175934829,0.0,0.7741935483870968,0.9936155913978494,1.0,tagconv,run_1,tagconv_ieee33_tp_full_eval_run1_best
TP7,maddpg,31,-831.878405229564,348.0290643858005,-4159.392026147821,1740.1453219290029,604.8838042901905,15.286558008610434,5.692060787577242,4.102692265791079,0.3349551940837534,0.9568192958831788,1.0042977333068848,1.6196528673171997,0.0,0.0,0.0,1.0,1.0,tagconv,run_1,tagconv_ieee33_tp_full_eval_run1_best
