topology_case,policy,episodes,mean_total_reward_mean,std_total_reward_mean,mean_total_reward_team,std_total_reward_team,mean_energy_cost,mean_grid_import_mwh,mean_curtailment_mwh,mean_throughput_mwh,mean_voltage_deviation,worst_min_voltage_pu,worst_max_voltage_pu,worst_line_current_pu,worst_voltage_violation,worst_line_current_violation,mean_infeasible_requested_count,mean_feasible_rate,mean_converged_rate
TP6,mlp_maddpg,31,-1751.8557147542676,926.6902864717616,-8759.278573771338,4633.451432358807,847.5736709628533,21.259206853847548,4.159627935528138,3.546572508270467,0.6113600382200812,0.9270603656768799,1.00226628780365,2.09016489982605,0.022939642226766033,0.0,28.548387096774192,0.7063172043010753,1.0
