topology_case,policy,episodes,mean_total_reward_mean,std_total_reward_mean,mean_total_reward_team,std_total_reward_team,mean_energy_cost,mean_grid_import_mwh,mean_curtailment_mwh,mean_throughput_mwh,mean_voltage_deviation,worst_min_voltage_pu,worst_max_voltage_pu,worst_line_current_pu,worst_voltage_violation,worst_line_current_violation,mean_infeasible_requested_count,mean_feasible_rate,mean_converged_rate
TP6,maddpg,31,-1206.4440816509305,655.9608679820747,-6032.220408254652,3279.804339910373,679.7250755438286,17.05895227304744,4.966566021033469,3.623784409609813,0.49284061330861306,0.9389480352401733,1.0078343152999878,1.7554413080215454,0.011051938239713843,0.0,12.903225806451612,0.9008736559139785,1.0
