Topology,Avg Reward,Energy Cost,Grid Import,Curtailment,Voltage Dev.,Throughput,Worst Min Voltage,Worst Max Voltage,Worst Line Current,Feasible Rate,Converged Rate
TP1,-2154.77 +/- 4.28,1587.33 +/- 2.86,39.88 +/- 0.15,0.00 +/- 0.00,0.7310 +/- 0.0048,3.45 +/- 0.69,0.9593 +/- 0.0036,1.0083 +/- 0.0055,3.1729 +/- 0.0651,1.0000 +/- 0.0000,1.0000 +/- 0.0000
TP2,-2155.43 +/- 4.29,1587.44 +/- 2.86,39.88 +/- 0.15,0.00 +/- 0.00,0.7352 +/- 0.0049,3.45 +/- 0.69,0.9591 +/- 0.0035,1.0084 +/- 0.0055,3.1721 +/- 0.0634,1.0000 +/- 0.0000,1.0000 +/- 0.0000
TP3,-2154.75 +/- 4.28,1587.33 +/- 2.86,39.88 +/- 0.15,0.00 +/- 0.00,0.7309 +/- 0.0048,3.45 +/- 0.69,0.9593 +/- 0.0036,1.0083 +/- 0.0055,3.1729 +/- 0.0652,1.0000 +/- 0.0000,1.0000 +/- 0.0000
TP4,-2155.41 +/- 4.29,1587.43 +/- 2.86,39.88 +/- 0.15,0.00 +/- 0.00,0.7351 +/- 0.0049,3.45 +/- 0.69,0.9591 +/- 0.0035,1.0084 +/- 0.0055,3.1722 +/- 0.0634,1.0000 +/- 0.0000,1.0000 +/- 0.0000
TP5,-2152.73 +/- 4.28,1586.70 +/- 2.87,39.86 +/- 0.15,0.00 +/- 0.01,0.7213 +/- 0.0048,3.45 +/- 0.68,0.9594 +/- 0.0036,1.0072 +/- 0.0056,3.1732 +/- 0.0676,1.0000 +/- 0.0000,1.0000 +/- 0.0000
TP6,-2149.56 +/- 4.25,1586.54 +/- 2.88,39.86 +/- 0.15,0.00 +/- 0.01,0.6975 +/- 0.0042,3.45 +/- 0.69,0.9630 +/- 0.0032,1.0062 +/- 0.0050,3.1727 +/- 0.0687,1.0000 +/- 0.0000,1.0000 +/- 0.0000
TP7,-2154.22 +/- 4.27,1587.25 +/- 2.86,39.88 +/- 0.15,0.00 +/- 0.01,0.7275 +/- 0.0048,3.45 +/- 0.68,0.9595 +/- 0.0036,1.0072 +/- 0.0056,3.1735 +/- 0.0666,1.0000 +/- 0.0000,1.0000 +/- 0.0000
TP8,-2152.10 +/- 4.29,1586.45 +/- 2.87,39.86 +/- 0.15,0.00 +/- 0.01,0.7188 +/- 0.0048,3.45 +/- 0.68,0.9591 +/- 0.0038,1.0073 +/- 0.0056,3.1736 +/- 0.0683,1.0000 +/- 0.0000,1.0000 +/- 0.0000
TP9,-2152.75 +/- 4.29,1586.54 +/- 2.86,39.86 +/- 0.15,0.00 +/- 0.01,0.7230 +/- 0.0049,3.45 +/- 0.68,0.9589 +/- 0.0037,1.0074 +/- 0.0056,3.1727 +/- 0.0664,1.0000 +/- 0.0000,1.0000 +/- 0.0000
