topology_case,policy,episodes,mean_total_reward_mean,std_total_reward_mean,mean_total_reward_team,std_total_reward_team,mean_energy_cost,mean_grid_import_mwh,mean_curtailment_mwh,mean_throughput_mwh,mean_voltage_deviation,worst_min_voltage_pu,worst_max_voltage_pu,worst_line_current_pu,worst_voltage_violation,worst_line_current_violation,mean_infeasible_requested_count,mean_feasible_rate,mean_converged_rate,model,seed_run,source_folder
TP2,maddpg,31,-2157.375352133613,675.6950133808687,-19416.378169202515,6081.255120427819,1587.6898875157683,40.120587826175615,0.0585737819266331,6.4443149313448185,0.7478868893638093,0.9526026248931884,1.015766739845276,3.045692682266236,0.0,0.0,0.0,1.0,1.0,gcn,run_1,gcn_ieee69_tp_full_eval_run1_best
TP3,maddpg,31,-2156.146848872197,675.0387733324472,-19405.32163984977,6075.348959992023,1587.1575841629303,40.12294672036683,0.0586454466332867,6.4593020406508845,0.7435835930168307,0.9521932005882264,1.015722155570984,3.0454797744750977,0.0,0.0,0.0,1.0,1.0,gcn,run_1,gcn_ieee69_tp_full_eval_run1_best
TP4,maddpg,31,-2157.3567220159007,675.6940087390536,-19416.210498143108,6081.246078651485,1587.6882437842985,40.12054496882423,0.0585737667655728,6.444289831696018,0.7477547317262618,0.9526026248931884,1.015766739845276,3.045689344406128,0.0,0.0,0.0,1.0,1.0,gcn,run_1,gcn_ieee69_tp_full_eval_run1_best
TP5,maddpg,31,-2154.134186860855,674.6230294335288,-19387.207681747692,6071.607264901759,1586.5200135454593,40.10683617698282,0.0586449245203923,6.4571872995162005,0.7340979912788959,0.9522031545639038,1.015724539756775,3.0444180965423584,0.0,0.0,0.0,1.0,1.0,gcn,run_1,gcn_ieee69_tp_full_eval_run1_best
TP6,maddpg,31,-2150.600572486772,674.0993227370902,-19355.405152380947,6066.893904633812,1586.3085626672453,40.09536074724506,0.0585376500812365,6.4593181785841285,0.7079640430628613,0.956528663635254,1.013723373413086,3.043174743652344,0.0,0.0,0.0,1.0,1.0,gcn,run_1,gcn_ieee69_tp_full_eval_run1_best
TP7,maddpg,31,-2155.5936815839086,674.9207273658224,-19400.343134255178,6074.2865462924,1587.0686173765675,40.12062483247246,0.0586486362086344,6.457569334027825,0.7400760811262874,0.9523295760154724,1.015658259391785,3.0453195571899414,0.0,0.0,0.0,1.0,1.0,gcn,run_1,gcn_ieee69_tp_full_eval_run1_best
TP8,maddpg,31,-2153.7825516417465,674.6981004648782,-19384.04296477572,6072.282904183902,1586.4426795966692,40.10445819648163,0.0593835680422559,6.496098644907458,0.7320854916006967,0.951665699481964,1.0175774097442627,3.0440797805786133,0.0,0.0,0.0,1.0,1.0,gcn,run_1,gcn_ieee69_tp_full_eval_run1_best
TP9,maddpg,31,-2155.027129564128,675.3844621116219,-19395.244166077144,6078.460159004599,1586.9986910724126,40.10197157334081,0.0593245667817287,6.480810738114074,0.7362717674264023,0.9520590901374816,1.0177661180496216,3.0442841053009038,0.0,0.0,0.0,1.0,1.0,gcn,run_1,gcn_ieee69_tp_full_eval_run1_best
TP1,maddpg,31,-2151.350635149573,684.5612514459048,-19362.155716346155,6161.051263013145,1584.3721519698354,39.95277030493221,0.0239199761498786,5.233908337535805,0.7343073060275407,0.9503223299980164,1.0180561542510986,3.1027133464813232,0.0,0.0,0.0,1.0,1.0,gcn,run_2,gcn_ieee69_tp_full_eval_run2_best
TP2,maddpg,31,-2151.916457449129,684.6211556349114,-19367.248117042163,6161.590400714202,1584.3879887905568,39.95766958637373,0.0241316843674976,5.252740476707439,0.7386785869596787,0.950179398059845,1.0181260108947754,3.1028096675872803,0.0,0.0,0.0,1.0,1.0,gcn,run_2,gcn_ieee69_tp_full_eval_run2_best
TP3,maddpg,31,-2151.3319971919004,684.5601316848195,-19361.987974727104,6161.041185163374,1584.3704880594548,39.9527307761818,0.0239200313442604,5.233918817849605,0.7341753321709812,0.9503223299980164,1.018056035041809,3.102710962295532,0.0,0.0,0.0,1.0,1.0,gcn,run_2,gcn_ieee69_tp_full_eval_run2_best
TP4,maddpg,31,-2151.8978688024704,684.6200054988985,-19367.08081922224,6161.580049490088,1584.386357191169,39.95763033636813,0.0241316619797046,5.252749731291608,0.738546629566499,0.950179398059845,1.0181258916854858,3.10280704498291,0.0,0.0,0.0,1.0,1.0,gcn,run_2,gcn_ieee69_tp_full_eval_run2_best
TP5,maddpg,31,-2149.307069081025,684.1418172218731,-19343.763621729227,6157.276354996859,1583.723102907744,39.936892884091705,0.0239251745160976,5.235459512122003,0.7246937108256163,0.9503279328346252,1.018050193786621,3.101710081100464,0.0,0.0,0.0,1.0,1.0,gcn,run_2,gcn_ieee69_tp_full_eval_run2_best
TP6,maddpg,31,-2145.8777400914005,683.260746118421,-19312.899660822604,6149.346715065789,1583.4357569362676,39.928645659551904,0.023891890447269,5.227517555115775,0.7002007561104913,0.9538728594779968,1.0157920122146606,3.100550413131714,0.0,0.0,0.0,1.0,1.0,gcn,run_2,gcn_ieee69_tp_full_eval_run2_best
TP7,maddpg,31,-2150.797061733821,684.4479052652088,-19357.173555604397,6160.03114738688,1584.2845984707749,39.95072589515398,0.0239253726174221,5.2348499818817205,0.73078304427045,0.9504845142364502,1.0180091857910156,3.1026546955108643,0.0,0.0,0.0,1.0,1.0,gcn,run_2,gcn_ieee69_tp_full_eval_run2_best
TP8,maddpg,31,-2149.4696183205456,684.4043713643622,-19345.226564884902,6159.63934227926,1583.5805745942223,39.93111682078615,0.0239081722130645,5.233154597603914,0.72231063156599,0.9501139521598816,1.018588900566101,3.1012303829193115,0.0,0.0,0.032258064516129,1.0,1.0,gcn,run_2,gcn_ieee69_tp_full_eval_run2_best
TP9,maddpg,31,-2150.6880052635265,684.920472822,-19356.19204737174,6164.284255398001,1583.6025418520626,39.93583984649441,0.024137651056815,5.247558425906224,0.7266772971438464,0.9500515460968018,1.0186675786972046,3.1013214588165283,0.0,0.0,0.064516129032258,1.0,1.0,gcn,run_2,gcn_ieee69_tp_full_eval_run2_best
TP1,mlp_maddpg,31,-2150.226778041452,691.0679991090259,-19352.041002373066,6219.61199198123,1584.3731104562426,39.704002021761205,0.0,2.7552855823340594,0.7254351884607346,0.9624451398849488,1.0024762153625488,3.1156222820281982,0.0,0.0,0.0,1.0,1.0,mlp,run_0,mlp_ieee69_tp_full_eval_run0_best
TP2,mlp_maddpg,31,-2150.861476592853,691.2215089849384,-19357.75328933568,6220.993580864445,1584.4636182300524,39.706282444741575,0.0,2.7553314436908143,0.7295778326850424,0.9622418880462646,1.0025900602340698,3.115973949432373,0.0,0.0,0.0,1.0,1.0,mlp,run_0,mlp_ieee69_tp_full_eval_run0_best
TP3,mlp_maddpg,31,-2150.2082986733394,691.0669178387463,-19351.87468806005,6219.602260548718,1584.3715649611545,39.70396161194097,0.0,2.7552852404107058,0.7253032352935562,0.9624451994895936,1.0024762153625488,3.1156158447265625,0.0,0.0,0.0,1.0,1.0,mlp,run_0,mlp_ieee69_tp_full_eval_run0_best
TP4,mlp_maddpg,31,-2150.8430003513945,691.2204314863906,-19357.587003162556,6220.983883377516,1584.462072713393,39.70624202473365,0.0,2.755331046150242,0.72944588150068,0.9622420072555542,1.0025900602340698,3.1159675121307373,0.0,0.0,0.0,1.0,1.0,mlp,run_0,mlp_ieee69_tp_full_eval_run0_best
TP5,mlp_maddpg,31,-2148.201385404608,690.6560854251575,-19333.812468641467,6215.904768826415,1583.7366688968928,39.68803863649244,0.0,2.755319754600381,0.7158355894949167,0.9624592661857604,1.0024783611297607,3.1143178939819336,0.0,0.0,0.0,1.0,1.0,mlp,run_0,mlp_ieee69_tp_full_eval_run0_best
TP6,mlp_maddpg,31,-2145.1104564996817,689.5733243434692,-19305.994108497136,6206.159919091222,1583.5811424879416,39.68446830286725,0.0,2.754810279736502,0.6926894255823666,0.9657862782478333,1.001907229423523,3.1131861209869385,0.0,0.0,0.0,1.0,1.0,mlp,run_0,mlp_ieee69_tp_full_eval_run0_best
TP7,mlp_maddpg,31,-2149.696815490135,690.942126920618,-19347.271339411214,6218.47914228556,1584.2948583434206,39.70202052223366,0.0,2.7552553884901045,0.7220039811105498,0.96258544921875,1.0023976564407349,3.1153407096862797,0.0,0.0,0.0,1.0,1.0,mlp,run_0,mlp_ieee69_tp_full_eval_run0_best
TP8,mlp_maddpg,31,-2147.5605320432974,690.497099636198,-19328.04478838968,6214.473896725781,1583.488898252168,39.682087978892014,0.0,2.755338690335726,0.7132811529902361,0.9622038006782532,1.0026057958602903,3.114091396331787,0.0,0.0,0.0,1.0,1.0,mlp,run_0,mlp_ieee69_tp_full_eval_run0_best
TP9,mlp_maddpg,31,-2148.195622034531,690.6505967107679,-19333.76059831078,6215.855370396912,1583.57951526052,39.68436912023196,0.0,2.755381863575291,0.7174257562165299,0.9620005488395692,1.0027196407318115,3.114444732666016,0.0,0.0,0.0,1.0,1.0,mlp,run_0,mlp_ieee69_tp_full_eval_run0_best
TP1,mlp_maddpg,31,-2158.723417265548,681.8864663809588,-19428.51075538993,6136.978197428628,1590.0796740136154,39.96727198051726,0.009100602152111,3.472334115704549,0.7340859223397509,0.9601515531539916,1.0133856534957886,3.159356117248535,0.0,0.0,0.0,1.0,1.0,mlp,run_1,mlp_ieee69_tp_full_eval_run1_best
TP2,mlp_maddpg,31,-2159.363467717924,682.0285239948994,-19434.271209461316,6138.256715954094,1590.1657232341188,39.96942253137134,0.0091010491833586,3.4728409838571417,0.7383188228773815,0.9599093794822692,1.0135021209716797,3.1596312522888184,0.0,0.0,0.0,1.0,1.0,mlp,run_1,mlp_ieee69_tp_full_eval_run1_best
TP3,mlp_maddpg,31,-2158.705136775009,681.8853502730241,-19428.346230975083,6136.968152457216,1590.0782681784533,39.96723635885446,0.0091005773569938,3.4723218270532823,0.7339540848768847,0.9601515531539916,1.0133856534957886,3.159351587295532,0.0,0.0,0.0,1.0,1.0,mlp,run_1,mlp_ieee69_tp_full_eval_run1_best
TP4,mlp_maddpg,31,-2159.3451864192507,682.0274081607862,-19434.10667777326,6138.246673447077,1590.1643175290226,39.9693869190632,0.009101024342952,3.472828750452144,0.7381869841727519,0.9599093794822692,1.01350200176239,3.1596267223358154,0.0,0.0,0.0,1.0,1.0,mlp,run_1,mlp_ieee69_tp_full_eval_run1_best
TP5,mlp_maddpg,31,-2156.71777385281,681.4733925152051,-19410.459964675287,6133.260532636845,1589.457535628101,39.95177163638683,0.0091002620453717,3.471345020400814,0.7244956796408021,0.9601591229438782,1.013386368751526,3.158286571502685,0.0,0.0,0.0,1.0,1.0,mlp,run_1,mlp_ieee69_tp_full_eval_run1_best
TP6,mlp_maddpg,31,-2153.567937289461,680.5046227088295,-19382.11143560515,6124.541604379466,1589.3439843479944,39.94899819482617,0.0090994582668285,3.467667088861165,0.7004320597856916,0.963821530342102,1.0117672681808472,3.157050609588623,0.0,0.0,0.0,1.0,1.0,mlp,run_1,mlp_ieee69_tp_full_eval_run1_best
TP7,mlp_maddpg,31,-2158.189983899876,681.7698696831995,-19423.70985509888,6135.928827148793,1590.0052354245267,39.965408903753406,0.0091004274638193,3.471928570445354,0.7305864452794996,0.9603179693222046,1.0133057832717896,3.159144401550293,0.0,0.0,0.0,1.0,1.0,mlp,run_1,mlp_ieee69_tp_full_eval_run1_best
TP8,mlp_maddpg,31,-2156.0832626566184,681.3096041551107,-19404.749363909566,6131.786437395994,1589.2076341826928,39.94573046358991,0.0091006325629739,3.4712783289140963,0.7220152347518872,0.9600807428359984,1.0134761333465576,3.158461332321167,0.0,0.0,0.0,1.0,1.0,mlp,run_1,mlp_ieee69_tp_full_eval_run1_best
TP9,mlp_maddpg,31,-2156.723676521852,681.451685650936,-19410.513088696665,6133.0651708584255,1589.2937466486478,39.947882533148594,0.0091010905670565,3.4717865517646005,0.7262503831216726,0.9598386287689208,1.0135926008224487,3.158732652664185,0.0,0.0,0.0,1.0,1.0,mlp,run_1,mlp_ieee69_tp_full_eval_run1_best
TP1,mlp_maddpg,31,-2155.360714977574,690.6010071903789,-19398.24643479816,6215.409064713411,1587.5521735098548,39.96927379936871,0.0018172852517996,4.130822489716712,0.7334956311650814,0.9554291367530824,1.0091577768325806,3.2437679767608643,0.0,0.0,0.0,1.0,1.0,mlp,run_2,mlp_ieee69_tp_full_eval_run2_best
TP2,mlp_maddpg,31,-2156.062468437311,690.7152763077486,-19404.5622159358,6216.437486769736,1587.6792121063036,39.97306738816663,0.0024225448591954,4.131684277058493,0.7377929656455915,0.955277144908905,1.0092003345489502,3.2408220767974854,0.0,0.0,0.0,1.0,1.0,mlp,run_2,mlp_ieee69_tp_full_eval_run2_best
TP3,mlp_maddpg,31,-2155.3402070397487,690.6011790219973,-19398.061863357743,6215.410611197975,1587.5492255184026,39.96918928534597,0.0017936032679972,4.13084490695219,0.7333621464229079,0.9554291367530824,1.0091577768325806,3.2438104152679443,0.0,0.0,0.0,1.0,1.0,mlp,run_2,mlp_ieee69_tp_full_eval_run2_best
TP4,mlp_maddpg,31,-2156.043475782839,690.7147042976923,-19404.39128204555,6216.432338679229,1587.6773435653552,39.97300667343183,0.0024191012531929,4.131728150469327,0.7376602407224396,0.955277144908905,1.0092003345489502,3.2408626079559326,0.0,0.0,0.0,1.0,1.0,mlp,run_2,mlp_ieee69_tp_full_eval_run2_best
TP5,mlp_maddpg,31,-2153.2773295403545,690.2276069166742,-19379.49596586319,6212.048462250066,1586.8918180981814,39.95153361599724,0.0,4.115693221133166,0.7236920872162427,0.9554550647735596,1.0058705806732178,3.2470431327819824,0.0,0.0,0.0,1.0,1.0,mlp,run_2,mlp_ieee69_tp_full_eval_run2_best
TP6,mlp_maddpg,31,-2150.002681522787,689.2626955459988,-19350.024133705083,6203.3642599139885,1586.695893486382,39.94293338893617,0.0,4.125111977552358,0.699486824453518,0.9595276117324828,1.0049957036972046,3.2478694915771484,0.0,0.0,0.0,1.0,1.0,mlp,run_2,mlp_ieee69_tp_full_eval_run2_best
TP7,mlp_maddpg,31,-2154.778404306446,690.5073839295716,-19393.005638758023,6214.566455366142,1587.457694294479,39.96635903513438,0.0,4.115073278018544,0.7298256875446406,0.9555352330207824,1.0058314800262451,3.24613094329834,0.0,0.0,0.0,1.0,1.0,mlp,run_2,mlp_ieee69_tp_full_eval_run2_best
TP8,mlp_maddpg,31,-2152.666225121333,690.1474104792385,-19373.996026092,6211.326694313146,1586.6644839256192,39.94449467513955,0.0,4.116785499705343,0.7211635071704143,0.9548740983009338,1.0059621334075928,3.248098850250244,0.0,0.0,0.0,1.0,1.0,mlp,run_2,mlp_ieee69_tp_full_eval_run2_best
TP9,mlp_maddpg,31,-2153.3246589383134,690.2837629908958,-19379.921930444816,6212.553866918062,1586.7602347984955,39.94758872813028,0.0,4.115473982234196,0.725442771829905,0.9547201991081238,1.0060157775878906,3.245043992996216,0.0,0.0,0.0,1.0,1.0,mlp,run_2,mlp_ieee69_tp_full_eval_run2_best
TP1,maddpg,31,-2133.8478620858814,690.605880872294,-19204.63075877293,6215.452927850646,1565.6091774332292,39.96904847167232,0.0,8.297024467531907,0.737812907665327,0.9501943588256836,1.0087015628814695,3.0715043544769287,0.0,0.0,0.3225806451612903,1.0,1.0,gat,run_0,gat_ieee69_tp_full_eval_run0_best
TP2,maddpg,31,-2135.769768101928,691.0435630580756,-19221.92791291735,6219.39206752268,1566.6816597304205,39.96834517075988,0.0,8.372310333389583,0.7420370045809015,0.9500264525413512,1.0086588859558103,3.0978779792785645,0.0,0.0,0.3225806451612903,1.0,1.0,gat,run_0,gat_ieee69_tp_full_eval_run0_best
TP3,maddpg,31,-2133.829360676335,690.604791674228,-19204.464246087016,6215.44312506805,1565.6076157166335,39.96900814672436,0.0,8.29701084983029,0.7376809217115885,0.9501943588256836,1.0087016820907593,3.071500062942505,0.0,0.0,0.3225806451612903,1.0,1.0,gat,run_0,gat_ieee69_tp_full_eval_run0_best
TP4,maddpg,31,-2135.7512607189383,691.0424945653068,-19221.761346470445,6219.382451087759,1566.6800949578917,39.96830473892241,0.0,8.372295335071167,0.7419050034255751,0.9500264525413512,1.0086588859558103,3.0978729724884038,0.0,0.0,0.3225806451612903,1.0,1.0,gat,run_0,gat_ieee69_tp_full_eval_run0_best
TP5,maddpg,31,-2131.819609152053,690.2163964546619,-19186.37648236848,6211.947568091957,1564.9731790474946,39.952463316640326,0.0,8.29148252259988,0.7281855267462551,0.9502002596855164,1.0087121725082395,3.070467233657837,0.0,0.0,0.3225806451612903,1.0,1.0,gat,run_0,gat_ieee69_tp_full_eval_run0_best
TP6,maddpg,31,-2122.594955443962,690.4133025307485,-19103.35459899566,6213.719722776736,1564.7037712143576,39.941605831322654,0.0,8.354394609884507,0.703608251246874,0.9536513090133668,1.0075613260269165,3.069993495941162,0.0,0.0,0.032258064516129,1.0,1.0,gat,run_0,gat_ieee69_tp_full_eval_run0_best
TP7,maddpg,31,-2133.311556563849,690.4839079125015,-19199.804009074647,6214.355171212515,1565.5296511738318,39.96707593523458,0.0,8.298835533005933,0.7343431645503607,0.9503517150878906,1.0087318420410156,3.0712461471557617,0.0,0.0,0.3225806451612903,1.0,1.0,gat,run_0,gat_ieee69_tp_full_eval_run0_best
TP8,maddpg,31,-2135.0902033655984,693.0474246342694,-19215.811830290382,6237.4268217084245,1565.7644429298089,39.94345247031109,0.0,8.116455623949529,0.7254839915461758,0.9500014185905457,1.008217453956604,3.0702452659606934,0.0,0.0,0.4516129032258064,1.0,1.0,gat,run_0,gat_ieee69_tp_full_eval_run0_best
TP9,maddpg,31,-2140.340712631582,696.2707607838857,-19263.06641368424,6266.436847054972,1566.92433399205,39.94160379600449,0.0,8.167826129373962,0.7296200966041896,0.9500089287757874,1.0081751346588137,3.0968737602233887,0.0,0.0,0.6129032258064516,1.0,1.0,gat,run_0,gat_ieee69_tp_full_eval_run0_best
TP1,maddpg,31,-2148.7565250344924,681.1305498419615,-19338.808725310428,6130.174948577653,1576.360712388947,40.07176407282642,0.0239502875644609,6.00421721942521,0.7399767198629917,0.9500505924224854,1.0145937204360962,3.1230127811431885,0.0,0.0,0.3548387096774194,1.0,1.0,gat,run_1,gat_ieee69_tp_full_eval_run1_best
TP2,maddpg,31,-2152.609752243298,684.9302409536782,-19373.48777018968,6164.372168583103,1576.432096724727,40.07346120541819,0.0228003555938377,6.03115380345847,0.7442617313035073,0.9500203728675842,1.0146042108535769,3.1130237579345703,0.0,0.0,0.5161290322580645,1.0,1.0,gat,run_1,gat_ieee69_tp_full_eval_run1_best
TP3,maddpg,31,-2148.7381359775645,681.129519427857,-19338.643223798084,6130.165674850713,1576.3592437346815,40.07172143995532,0.0239502766409484,6.004187477075236,0.7398446696780382,0.9500505924224854,1.0145937204360962,3.123007535934448,0.0,0.0,0.3548387096774194,1.0,1.0,gat,run_1,gat_ieee69_tp_full_eval_run1_best
TP4,maddpg,31,-2152.5913598194024,684.9292090333801,-19373.32223837462,6164.362881300417,1576.430626526272,40.073418364206745,0.0228003581174215,6.031121122928536,0.744129670223081,0.9500203728675842,1.0146042108535769,3.1130528450012207,0.0,0.0,0.5161290322580645,1.0,1.0,gat,run_1,gat_ieee69_tp_full_eval_run1_best
TP5,maddpg,31,-2146.763771770088,680.7200237731927,-19320.87394593079,6126.480213958735,1575.7508497589124,40.05566503940665,0.0239498325623107,6.000644561277775,0.7303618678562743,0.950056493282318,1.014595866203308,3.121802568435669,0.0,0.0,0.3548387096774194,1.0,1.0,gat,run_1,gat_ieee69_tp_full_eval_run1_best
TP6,maddpg,31,-2135.8109193863515,680.1294628151084,-19222.29827447716,6121.165165335976,1575.2775871942265,40.03230192411016,0.024002751716997,5.952579733633262,0.7044090255494079,0.9535623788833618,1.0128730535507202,3.170990467071533,0.0,0.0,0.0,1.0,1.0,gat,run_1,gat_ieee69_tp_full_eval_run1_best
TP7,maddpg,31,-2148.216814353902,681.0344545175784,-19333.95132918512,6129.310090658205,1576.2904017402734,40.06929178953495,0.0239507136535516,6.0030215299044585,0.7363851460157542,0.9502140879631042,1.0145864486694336,3.122788190841675,0.0,0.0,0.3548387096774194,1.0,1.0,gat,run_1,gat_ieee69_tp_full_eval_run1_best
TP8,maddpg,31,-2157.104637190005,691.605293712142,-19413.94173471005,6224.44764340928,1575.4962568655396,40.04918531210682,0.0239493795069251,5.996205674956848,0.7279901776102281,0.950000822544098,1.0151153802871704,3.1093554496765137,0.0,0.0,0.9032258064516128,1.0,1.0,gat,run_1,gat_ieee69_tp_full_eval_run1_best
TP9,maddpg,31,-2161.634540108477,696.5269227411856,-19454.710860976287,6268.742304670669,1575.59115765813,40.0511625266397,0.0227997875711866,6.023781901503552,0.7322829643324498,0.9500272870063782,1.0151259899139404,3.109571933746338,0.0,0.0,1.096774193548387,1.0,1.0,gat,run_1,gat_ieee69_tp_full_eval_run1_best
TP1,maddpg,31,-2152.5685641627,678.8468273679872,-19373.1170774643,6109.621446311885,1579.8017322541202,40.247990202020645,0.0056649166355931,7.976590073779489,0.745000435039401,0.9501943588256836,1.0127894878387451,3.116224527359009,0.0,0.0,0.2903225806451613,1.0,1.0,gat,run_2,gat_ieee69_tp_full_eval_run2_best
TP2,maddpg,31,-2153.7035271454884,680.2960027641024,-19383.331744309395,6122.66402487692,1579.4048755285128,40.22811442701053,0.0013095952875852,7.920022692637188,0.7479380933988479,0.9500203728675842,1.0115472078323364,3.062790632247925,0.0,0.0,0.3548387096774194,1.0,1.0,gat,run_2,gat_ieee69_tp_full_eval_run2_best
TP3,maddpg,31,-2152.5499824649755,678.8458431804873,-19372.949842184786,6109.612588624385,1579.8001181384552,40.247946031526816,0.0056651485846406,7.976583373021404,0.744868344637335,0.9501943588256836,1.0127898454666138,3.116220712661743,0.0,0.0,0.2903225806451613,1.0,1.0,gat,run_2,gat_ieee69_tp_full_eval_run2_best
TP4,maddpg,31,-2153.6850006803334,680.2949427701375,-19383.165006123003,6122.654484931239,1579.4033008756105,40.2280711049115,0.0013094530656152,7.920020715366153,0.7478060603382126,0.9500203728675842,1.011547327041626,3.062800407409668,0.0,0.0,0.3548387096774194,1.0,1.0,gat,run_2,gat_ieee69_tp_full_eval_run2_best
TP5,maddpg,31,-2150.580276064174,678.4331000987052,-19355.222484577567,6105.89790088835,1579.195845766493,40.23225207831669,0.0059625028243244,7.987014224005323,0.7353778294818376,0.9502002000808716,1.0128093957901,3.1150307655334477,0.0,0.0,0.2903225806451613,1.0,1.0,gat,run_2,gat_ieee69_tp_full_eval_run2_best
TP6,maddpg,31,-2140.8772821603443,679.8164260595743,-19267.8955394431,6118.347834536173,1578.7466244206423,40.2006656080962,0.0058838950475211,7.998164229471546,0.7088338148690039,0.9535623788833618,1.0115214586257937,3.11258316040039,0.0,0.0,0.0,1.0,1.0,gat,run_2,gat_ieee69_tp_full_eval_run2_best
TP7,maddpg,31,-2151.999360413188,678.7599965581836,-19367.994243718684,6108.839969023654,1579.7138020375446,40.24517400417261,0.0056781944034014,7.977552630368542,0.7413559690798803,0.9503357410430908,1.0127408504486084,3.116042137145996,0.0,0.0,0.2903225806451613,1.0,1.0,gat,run_2,gat_ieee69_tp_full_eval_run2_best
TP8,maddpg,31,-2154.106224167144,680.9156979250789,-19386.956017504297,6128.24128132571,1578.6861664132057,40.228506655907786,0.0087093711475034,7.714941552853589,0.7327488925388104,0.950103759765625,1.0140458345413208,3.1142418384552,0.0,0.0,0.5161290322580645,1.0,1.0,gat,run_2,gat_ieee69_tp_full_eval_run2_best
TP9,maddpg,31,-2157.3438060227318,683.7733397311853,-19416.09425420458,6153.960057580668,1578.3839035736282,40.21061099660661,0.0043460711649713,7.666162130461045,0.7360344579022738,0.9500755667686462,1.011248230934143,3.0685391426086426,0.0,0.0,0.6774193548387096,1.0,1.0,gat,run_2,gat_ieee69_tp_full_eval_run2_best
TP1,maddpg,31,-2130.5543955165263,688.153790025865,-19174.98955964874,6193.384110232785,1567.9382337645886,40.00802215444163,0.0,8.574502427397126,0.7387466839244289,0.9505224227905272,1.0102730989456177,3.257185459136963,0.0,0.0,0.0,1.0,1.0,tagconv,run_0,tagconv_ieee69_tp_full_eval_run0_best
