feeder,topology_case,episode_id,start_index,mlp_cost,gnn_cost,gnn_architecture,difference_gnn_minus_mlp,improvement_percent,winner
IEEE33,TP2,8,32832,432.5843834489271,416.96936500158364,gcn,-15.61501844734346,3.609704613663438,gcn
IEEE33,TP2,9,32928,694.648194750164,676.7058845263105,gcn,-17.942310223853497,2.582934838016328,gcn
IEEE33,TP2,10,33024,819.5541182289995,814.7303633491196,gcn,-4.823754879879971,0.5885828370070028,gcn
IEEE33,TP2,11,33120,873.5853386488369,875.971984581521,gcn,2.3866459326841323,-0.2732012348530856,mlp
IEEE33,TP2,12,33216,575.3096053678003,559.7092103978865,gcn,-15.600394969913737,2.711652095559968,gcn
IEEE33,TP2,13,33312,780.1189707395115,775.1610020577755,gcn,-4.95796868173602,0.6355400737192851,gcn
IEEE33,TP2,14,33408,376.0047595554128,367.71255243632527,gcn,-8.29220711908755,2.2053463176615735,gcn
IEEE33,TP2,15,33504,331.1791578266107,334.9916880714705,gcn,3.812530244859772,-1.1511987257530945,mlp
IEEE33,TP2,16,33600,565.8295356226881,563.5094024058684,gcn,-2.320133216819727,0.4100410230912478,gcn
IEEE33,TP2,17,33696,715.6283062035872,717.4409201823759,gcn,1.8126139787887041,-0.2532898661324107,mlp
IEEE33,TP2,18,33792,884.0556747847864,881.9500277862211,gcn,-2.105646998565362,0.2381803611042889,gcn
IEEE33,TP2,19,33888,460.38032974147524,455.22896763717154,gcn,-5.151362104303701,1.1189361863475853,gcn
IEEE33,TP2,20,33984,431.90975049443387,429.5569004937326,gcn,-2.3528500007012667,0.544755009121191,gcn
IEEE33,TP2,21,34080,303.950731877509,300.7411433847307,gcn,-3.2095884927782663,1.0559568233156018,gcn
IEEE33,TP2,22,34176,242.57554144967423,238.0173244037002,gcn,-4.5582170459740325,1.8790917743533924,gcn
IEEE33,TP2,23,34272,608.3048078162295,613.5786106434596,gcn,5.273802827230043,-0.8669671453300879,mlp
IEEE33,TP2,24,34368,693.4862826991927,696.7039179978925,gcn,3.217635298699861,-0.46397966030072807,mlp
IEEE33,TP2,25,34464,892.6992897942869,889.9939380200348,gcn,-2.705351774252108,0.3030529770977557,gcn
IEEE33,TP2,26,34560,522.4197053815109,516.2258807419196,gcn,-6.193824639591298,1.185603179931372,gcn
IEEE33,TP2,27,34656,413.06576725356757,410.46311538711603,gcn,-2.602651866451538,0.6300817140467259,gcn
IEEE33,TP2,28,34752,345.6680889882791,348.61176421605774,gcn,2.9436752277786127,-0.8515901008954363,mlp
IEEE33,TP2,29,34848,377.6500504630889,377.86014700758807,gcn,0.2100965444991516,-0.055632600668667515,mlp
IEEE33,TP2,30,34944,479.68585504444746,489.7904554293577,gcn,10.104600384910214,-2.106503720851624,mlp
IEEE33,TP2,0,32064,362.1727272392863,361.75750309030536,gat,-0.41522414898093984,0.1146480995811158,gat
IEEE33,TP2,1,32160,294.51664395566917,293.6292019590174,gat,-0.8874419966517735,0.3013215092812723,gat
IEEE33,TP2,2,32256,512.9328164796277,509.5465715986656,gat,-3.386244880962124,0.6601731790534826,gat
IEEE33,TP2,3,32352,590.1244418458333,590.0913486711743,gat,-0.0330931746590295,0.005607829859667956,gat
IEEE33,TP2,4,32448,768.7549035527642,768.2025920356127,gat,-0.5523115171514519,0.07184494233454258,gat
IEEE33,TP2,5,32544,1372.4166435861553,1364.5349780443673,gat,-7.881665541787925,0.5742910200500744,gat
IEEE33,TP2,6,32640,1224.4875324668758,1218.5210500165022,gat,-5.966482450373633,0.4872636341468862,gat
IEEE33,TP2,7,32736,685.6007194186808,693.1564926124632,gat,7.555773193782443,-1.1020661122101745,mlp
IEEE33,TP2,8,32832,432.5843834489271,439.3230927515279,gat,6.738709302600796,-1.5577791433139887,mlp
IEEE33,TP2,9,32928,694.648194750164,692.1438598579965,gat,-2.504334892167435,0.36051844820069534,gat
IEEE33,TP2,10,33024,819.5541182289995,815.9890094647404,gat,-3.5651087642590937,0.43500589954487084,gat
IEEE33,TP2,11,33120,873.5853386488369,873.7603571948479,gat,0.17501854601096056,-0.020034510455688218,mlp
IEEE33,TP2,12,33216,575.3096053678003,578.8296861212151,gat,3.5200807534148453,-0.6118585055023422,mlp
IEEE33,TP2,13,33312,780.1189707395115,779.9065227857174,gat,-0.21244795379413972,0.02723276343257623,gat
IEEE33,TP2,14,33408,376.0047595554128,375.0909800614609,gat,-0.9137794939518926,0.24302338487213393,gat
IEEE33,TP2,15,33504,331.1791578266107,340.09617550246946,gat,8.917017675858744,-2.6925056921991635,mlp
IEEE33,TP2,16,33600,565.8295356226881,561.277651634977,gat,-4.551883987711108,0.8044620687221317,gat
IEEE33,TP2,17,33696,715.6283062035872,718.5316099156512,gat,2.90330371206403,-0.40569995441712964,mlp
IEEE33,TP2,18,33792,884.0556747847864,884.1296821403284,gat,0.074007355541994,-0.008371345567122825,mlp
IEEE33,TP2,19,33888,460.38032974147524,458.06380580826993,gat,-2.3165239332053034,0.5031761314620323,gat
IEEE33,TP2,20,33984,431.90975049443387,428.2109807788983,gat,-3.6987697155355477,0.8563755996018466,gat
IEEE33,TP2,21,34080,303.950731877509,300.4162781779339,gat,-3.5344536995750673,1.1628376999596892,gat
IEEE33,TP2,22,34176,242.57554144967423,239.761931170655,gat,-2.8136102790192297,1.159890342696794,gat
IEEE33,TP2,23,34272,608.3048078162295,614.0027342107358,gat,5.697926394506226,-0.9366893572584724,mlp
IEEE33,TP2,24,34368,693.4862826991927,695.0591063709948,gat,1.572823671802098,-0.22679953606008493,mlp
IEEE33,TP2,25,34464,892.6992897942869,890.2013433425573,gat,-2.4979464517296037,0.27981947339794894,gat
IEEE33,TP2,26,34560,522.4197053815109,519.0676775891073,gat,-3.3520277924035327,0.6416350221620422,gat
IEEE33,TP2,27,34656,413.06576725356757,409.5447457665177,gat,-3.521021487049893,0.8524118351566163,gat
IEEE33,TP2,28,34752,345.6680889882791,346.1632952625664,gat,0.49520627428728403,-0.14326062777061133,mlp
IEEE33,TP2,29,34848,377.6500504630889,376.90915263494344,gat,-0.7408978281454779,0.19618634427215373,gat
IEEE33,TP2,30,34944,479.68585504444746,472.64004730612965,gat,-7.045807738317819,1.4688379205313358,gat
IEEE33,TP2,0,32064,362.1727272392863,353.24034197312676,tagconv,-8.932385266159542,2.4663329384981396,tagconv
IEEE33,TP2,1,32160,294.51664395566917,286.0456757120781,tagconv,-8.470968243591074,2.876227343153526,tagconv
IEEE33,TP2,2,32256,512.9328164796277,507.33008190014834,tagconv,-5.602734579479375,1.0922940391944878,tagconv
IEEE33,TP2,3,32352,590.1244418458333,581.3253540646723,tagconv,-8.799087781161006,1.4910563191788146,tagconv
IEEE33,TP2,4,32448,768.7549035527642,763.725085897112,tagconv,-5.029817655652209,0.6542810500989518,tagconv
IEEE33,TP2,5,32544,1372.4166435861553,1369.520315353526,tagconv,-2.89632823262923,0.2110385535008567,tagconv
IEEE33,TP2,6,32640,1224.4875324668758,1219.886298908451,tagconv,-4.601233558424838,0.37576810187320614,tagconv
IEEE33,TP2,7,32736,685.6007194186808,686.733656735027,tagconv,1.132937316346215,-0.16524739316301038,mlp
IEEE33,TP2,8,32832,432.5843834489271,430.2294209090417,tagconv,-2.3549625398853777,0.5443937945955498,tagconv
IEEE33,TP2,9,32928,694.648194750164,681.7497262096607,tagconv,-12.898468540503245,1.8568346737217516,tagconv
IEEE33,TP2,10,33024,819.5541182289995,804.6661030779583,tagconv,-14.888015151041259,1.8165993947066292,tagconv
IEEE33,TP2,11,33120,873.5853386488369,866.7527075991206,tagconv,-6.8326310497162694,0.782136643946453,tagconv
IEEE33,TP2,12,33216,575.3096053678003,566.8016682056605,tagconv,-8.507937162139797,1.4788449702140123,tagconv
IEEE33,TP2,13,33312,780.1189707395115,774.3297996668151,tagconv,-5.7891710726963765,0.7420882313897006,tagconv
IEEE33,TP2,14,33408,376.0047595554128,368.26774687761286,tagconv,-7.737012677799953,2.0576900906648574,tagconv
IEEE33,TP2,15,33504,331.1791578266107,330.5940730103386,tagconv,-0.585084816272115,0.17666716109545663,tagconv
IEEE33,TP2,16,33600,565.8295356226881,559.7757367215945,tagconv,-6.053798901093614,1.0698980028378133,tagconv
IEEE33,TP2,17,33696,715.6283062035872,714.5881760665276,tagconv,-1.0401301370595775,0.14534502451104467,tagconv
IEEE33,TP2,18,33792,884.0556747847864,881.7754774542005,tagconv,-2.2801973305859065,0.2579246302718429,tagconv
IEEE33,TP2,19,33888,460.38032974147524,456.856248521602,tagconv,-3.52408121987321,0.7654717181014541,tagconv
IEEE33,TP2,20,33984,431.90975049443387,427.9719421162854,tagconv,-3.9378083781484747,0.9117201854416626,tagconv
IEEE33,TP2,21,34080,303.950731877509,299.79553543308805,tagconv,-4.1551964444209375,1.3670624902773605,tagconv
IEEE33,TP2,22,34176,242.57554144967423,237.79492426506772,tagconv,-4.780617184606513,1.9707746115031635,tagconv
IEEE33,TP2,23,34272,608.3048078162295,608.1952151151341,tagconv,-0.10959270109538011,0.018016083333092504,tagconv
IEEE33,TP2,24,34368,693.4862826991927,688.2944666692628,tagconv,-5.191816029929896,0.7486544664909982,tagconv
IEEE33,TP2,25,34464,892.6992897942869,889.4478482646203,tagconv,-3.251441529666522,0.36422584478764203,tagconv
IEEE33,TP2,26,34560,522.4197053815109,516.4162805927098,tagconv,-6.003424788801112,1.1491574163376843,tagconv
IEEE33,TP2,27,34656,413.06576725356757,409.99393683496356,tagconv,-3.0718304186040086,0.7436661815449627,tagconv
IEEE33,TP2,28,34752,345.6680889882791,343.205818776202,tagconv,-2.462270212077101,0.7123221062389103,tagconv
IEEE33,TP2,29,34848,377.6500504630889,376.2588733666426,tagconv,-1.391177096446313,0.3683773098243727,tagconv
IEEE33,TP2,30,34944,479.68585504444746,471.30440817627226,tagconv,-8.381446868175203,1.7472783030882957,tagconv
IEEE33,TP3,0,32064,363.94628037226107,353.73786141880663,gcn,-10.20841895345444,2.804924656191787,gcn
IEEE33,TP3,1,32160,295.80167209736436,285.6516939791225,gcn,-10.149978118241847,3.4313457548343202,gcn
IEEE33,TP3,2,32256,516.4948415200823,513.4693650264359,gcn,-3.0254764936464653,0.5857709023273622,gcn
IEEE33,TP3,3,32352,594.0919013162202,578.8537337349504,gcn,-15.23816758126975,2.56495123860624,gcn
IEEE33,TP3,4,32448,773.2023156014038,781.1914785708117,gcn,7.989162969407857,-1.0332564722331197,mlp
IEEE33,TP3,5,32544,1379.8877701018475,1376.6181319353138,gcn,-3.2696381665336958,0.23694957208674794,gcn
IEEE33,TP3,6,32640,1230.906081775797,1229.6099818442651,gcn,-1.2960999315318986,0.10529641137706039,gcn
IEEE33,TP3,7,32736,688.3679462683364,691.5925258051607,gcn,3.224579536824308,-0.4684383626961209,mlp
IEEE33,TP3,8,32832,433.8864201751607,422.0303640703407,gcn,-11.856056104820027,2.7325252770145965,gcn
IEEE33,TP3,9,32928,699.3969497378445,684.2552225864301,gcn,-15.14172715141433,2.1649690003780995,gcn
IEEE33,TP3,10,33024,826.8183496153939,821.2430918743439,gcn,-5.575257741049995,0.6743026135841572,gcn
IEEE33,TP3,11,33120,878.8467920915697,881.8145802730754,gcn,2.967788181505739,-0.3376911889776251,mlp
IEEE33,TP3,12,33216,579.8254511041496,568.2097002252176,gcn,-11.615750878931976,2.00331856023435,gcn
IEEE33,TP3,13,33312,783.8673925852742,778.8373387741259,gcn,-5.030053811148264,0.6416970343106934,gcn
IEEE33,TP3,14,33408,377.7866911375924,372.8585026665842,gcn,-4.928188471008241,1.3044896992449535,gcn
IEEE33,TP3,15,33504,332.5212518841395,341.6119443169984,gcn,9.09069243285893,-2.733868100564713,mlp
IEEE33,TP3,16,33600,569.2842800280491,567.8529359307155,gcn,-1.4313440973336355,0.2514287057536723,gcn
IEEE33,TP3,17,33696,719.7912376752647,720.4494705706206,gcn,0.6582328953559227,-0.09144775052858949,mlp
IEEE33,TP3,18,33792,888.8077212609923,883.5969393669617,gcn,-5.210781894030561,0.5862664971719401,gcn
IEEE33,TP3,19,33888,463.7444406901646,461.66463225233696,gcn,-2.079808437827637,0.44848158928490356,gcn
IEEE33,TP3,20,33984,435.0319821730506,435.4105068926936,gcn,0.3785247196429964,-0.0870107797022665,mlp
IEEE33,TP3,21,34080,305.05295694037574,302.69896184909726,gcn,-2.3539950912784775,0.7716676851418224,gcn
IEEE33,TP3,22,34176,243.39006892284155,239.683101922043,gcn,-3.7069670007985565,1.523055980551829,gcn
IEEE33,TP3,23,34272,611.780117545214,617.3413380166257,gcn,5.56122047141173,-0.9090227537511831,mlp
IEEE33,TP3,24,34368,697.1624873841562,700.8151918603802,gcn,3.6527044762240166,-0.5239387577965413,mlp
IEEE33,TP3,25,34464,897.4886128182908,892.342753674848,gcn,-5.145859143442749,0.5733620538408548,gcn
IEEE33,TP3,26,34560,527.0077599267433,522.9796148268034,gcn,-4.028145099939934,0.764342654176452,gcn
IEEE33,TP3,27,34656,416.310684414033,416.88906959236164,gcn,0.5783851783286309,-0.1389311396469974,mlp
IEEE33,TP3,28,34752,346.41770954673535,349.5617136004267,gcn,3.144004053691333,-0.907576017925023,mlp
IEEE33,TP3,29,34848,379.134052565148,379.02375228434283,gcn,-0.11030028080517695,0.029092686362226367,gcn
IEEE33,TP3,30,34944,483.9431050549702,493.14368509564457,gcn,9.200580040674367,-1.901169774829066,mlp
IEEE33,TP3,0,32064,363.94628037226107,363.573792334085,gat,-0.3724880381760727,0.10234698313033305,gat
IEEE33,TP3,1,32160,295.80167209736436,295.05540667128224,gat,-0.7462654260821182,0.252285736179504,gat
IEEE33,TP3,2,32256,516.4948415200823,512.5968739307017,gat,-3.8979675893806416,0.7546963253124922,gat
IEEE33,TP3,3,32352,594.0919013162202,593.3030907286845,gat,-0.7888105875356359,0.13277585265646835,gat
IEEE33,TP3,4,32448,773.2023156014038,770.6090168926879,gat,-2.5932987087159063,0.335397173079961,gat
IEEE33,TP3,5,32544,1379.8877701018475,1370.723062615887,gat,-9.164707485960434,0.6641632518624323,gat
IEEE33,TP3,6,32640,1230.906081775797,1225.6534922752192,gat,-5.252589500577869,0.42672544870361606,gat
IEEE33,TP3,7,32736,688.3679462683364,694.4972584878687,gat,6.12931221953238,-0.8904122065473223,mlp
IEEE33,TP3,8,32832,433.8864201751607,440.4179884811969,gat,6.531568306036206,-1.5053636164504527,mlp
IEEE33,TP3,9,32928,699.3969497378445,693.8806199434044,gat,-5.516329794440026,0.7887266017542278,gat
IEEE33,TP3,10,33024,826.8183496153939,821.4918231429662,gat,-5.326526472427759,0.6442196735117776,gat
IEEE33,TP3,11,33120,878.8467920915697,877.522734200411,gat,-1.3240578911586454,0.15065855653947563,gat
IEEE33,TP3,12,33216,579.8254511041496,580.1931470663839,gat,0.36769596223427925,-0.06341494005378402,mlp
IEEE33,TP3,13,33312,783.8673925852742,783.9998108636931,gat,0.13241827841898157,-0.016892943841209245,mlp
IEEE33,TP3,14,33408,377.7866911375924,374.3293733566879,gat,-3.457317780904532,0.9151507615299646,gat
IEEE33,TP3,15,33504,332.5212518841395,339.36238304222485,gat,6.841131158085375,-2.0573515585310718,mlp
IEEE33,TP3,16,33600,569.2842800280491,566.2080080946399,gat,-3.0762719334092026,0.5403753522330939,gat
IEEE33,TP3,17,33696,719.7912376752647,722.7958892282468,gat,3.004651552982068,-0.4174337496363943,mlp
IEEE33,TP3,18,33792,888.8077212609923,888.2399652597982,gat,-0.5677560011940841,0.06387838309826817,gat
IEEE33,TP3,19,33888,463.7444406901646,461.0862217151223,gat,-2.6582189750423026,0.5732077286115227,gat
IEEE33,TP3,20,33984,435.0319821730506,430.37549134679756,gat,-4.656490826253048,1.070378964551795,gat
IEEE33,TP3,21,34080,305.05295694037574,301.20627635127875,gat,-3.846680589096991,1.260987806077502,gat
IEEE33,TP3,22,34176,243.39006892284155,239.81344814980412,gat,-3.5766207730374333,1.4695015243909881,gat
IEEE33,TP3,23,34272,611.780117545214,617.0240954059028,gat,5.243977860688801,-0.8571670948919391,mlp
IEEE33,TP3,24,34368,697.1624873841562,698.0262714618889,gat,0.8637840777327028,-0.12389996498143961,mlp
IEEE33,TP3,25,34464,897.4886128182908,894.7417655536791,gat,-2.746847264611688,0.3060592887062987,gat
