feeder,topology_case,episode_id,start_index,gat,gcn,mlp,tagconv
IEEE33,TP7,9,32928,694.4203621167062,679.8797899198545,697.5887082081441,687.8110660596188
IEEE33,TP7,10,33024,820.1291759950005,816.8859672331233,823.9031238387043,807.4265971144982
IEEE33,TP7,11,33120,877.7159336645474,879.6247126965359,876.8452312693086,870.7951860490685
IEEE33,TP7,12,33216,580.3517653196565,562.5495777094288,577.8413428821415,571.7488001177857
IEEE33,TP7,13,33312,782.6808015421585,778.8839327776165,782.5848423461233,778.0422744153016
IEEE33,TP7,14,33408,377.62577436728407,368.62044899185594,376.9820207610637,370.85117584854305
IEEE33,TP7,15,33504,339.8461256015633,337.5923161425544,331.9364078891606,333.4599423036056
IEEE33,TP7,16,33600,566.4749577340117,564.1760394620445,568.1914811309166,560.1856031850169
IEEE33,TP7,17,33696,723.2977451193309,719.6883432103301,718.1251663196027,717.0173882933533
IEEE33,TP7,18,33792,886.1802778574205,885.0665730794391,886.9653693736153,882.7544101410225
IEEE33,TP7,19,33888,460.8063287946977,452.98239474214034,462.47227868159825,458.17014713406985
IEEE33,TP7,20,33984,430.55518392458794,428.7222628283319,433.5869774023602,429.8257516965993
IEEE33,TP7,21,34080,302.22402217628246,304.0659559183019,304.4223794845564,300.3487158266114
IEEE33,TP7,22,34176,240.74908235098962,240.65048268590672,243.01319262928914,237.8221748174087
IEEE33,TP7,23,34272,615.6403587520261,614.6672567227837,610.5244140047611,610.811542682419
IEEE33,TP7,24,34368,697.9566504074156,698.776151825476,695.9218463545118,691.7318876568015
IEEE33,TP7,25,34464,891.8725479321865,893.0213084615712,895.4003340658743,891.3305990241597
IEEE33,TP7,26,34560,523.4266398599317,516.432167453771,525.1968026855856,519.9859483245269
IEEE33,TP7,27,34656,411.3275644308421,410.79144309657187,414.8415908894887,411.60980173078815
IEEE33,TP7,28,34752,346.79808218127613,349.4648215971899,346.0911854026978,344.79182281814036
IEEE33,TP7,29,34848,377.3517370535665,378.14465469512373,378.4687984307514,377.5573679001538
IEEE33,TP7,30,34944,476.9312374542811,492.87916792599714,482.1699279919694,473.65910285140126
IEEE69,TP1,0,32064,1114.080090065758,1114.500670821634,1100.4928718023327,1110.1737717474714
IEEE69,TP1,1,32160,888.1997196040951,905.1106853254255,878.4707834761763,889.0308782182373
IEEE69,TP1,2,32256,1447.4301205362108,1458.8103785503636,1464.3388569449069,1455.7261496052295
IEEE69,TP1,3,32352,1659.721773493424,1671.9104933393526,1678.0699858703701,1669.532434252066
IEEE69,TP1,4,32448,2052.584699707754,2064.06258068633,2076.21355717945,2061.738378606831
IEEE69,TP1,5,32544,2786.2137796762668,2780.404983729471,2786.869213968174,2781.7204284553645
IEEE69,TP1,6,32640,2515.445873571652,2514.771405631,2522.6935540795726,2519.087872777256
IEEE69,TP1,7,32736,1836.5764139232022,1838.9073893193088,1848.8481986998677,1835.4469029730396
IEEE69,TP1,8,32832,1250.1062214666024,1273.5714207414069,1273.8382236717844,1256.192420583143
IEEE69,TP1,9,32928,1964.1263094540884,1980.3653232667377,1986.3566931329503,1977.2712929621305
IEEE69,TP1,10,33024,2268.943764823044,2281.3878192634106,2285.5734926704977,2279.4668834825857
IEEE69,TP1,11,33120,2280.2588522043493,2282.6672662949436,2282.1548275547784,2280.5369250660046
IEEE69,TP1,12,33216,1667.0781785804866,1669.5327865184518,1674.7575968632448,1671.8015339690212
IEEE69,TP1,13,33312,1870.7532522682511,1883.1050303904956,1904.9326220489713,1885.5125589406841
IEEE69,TP1,14,33408,1062.244191768122,1072.4085115009536,1059.2355595826086,1060.0936594105476
IEEE69,TP1,15,33504,1117.7618743381274,1121.6386017249695,1123.1422163242353,1121.7731375061328
IEEE69,TP1,16,33600,1618.6570145308206,1629.7935616665766,1639.8884555749848,1629.5968954605323
IEEE69,TP1,17,33696,1891.8964952102008,1907.04563662107,1919.0985853755358,1905.2294220979345
IEEE69,TP1,18,33792,1962.8274847428286,1970.9290241354718,1983.626938430478,1970.9298533530657
IEEE69,TP1,19,33888,1293.1089639952681,1301.2255110102558,1308.802159521754,1301.1344540181176
IEEE69,TP1,20,33984,1266.9209694234357,1269.4607687537289,1273.4964766494675,1271.672075449729
IEEE69,TP1,21,34080,918.9685264307691,923.9211280011071,924.5147176239758,921.6781486294843
IEEE69,TP1,22,34176,707.1814698933318,733.7972513775491,728.619433962252,714.1789984157111
IEEE69,TP1,23,34272,1640.458354077592,1650.6552790409835,1662.3512141054628,1652.2788665810785
IEEE69,TP1,24,34368,1766.587156614178,1772.8126015088199,1774.092041934181,1771.9707307829124
IEEE69,TP1,25,34464,1963.8693291836507,1973.3029593769086,1986.75790008068,1977.9592237723173
IEEE69,TP1,26,34560,1514.9352166039716,1528.9446652154413,1538.4673699104542,1527.862456036418
IEEE69,TP1,27,34656,1178.8079391343217,1184.9137473129379,1192.7356832275264,1187.4554247558215
IEEE69,TP1,28,34752,930.1861964674432,933.958035443817,940.1292167869228,939.1439104386386
IEEE69,TP1,29,34848,947.2546624129801,951.5671649354189,960.8503299692007,954.2472770853929
IEEE69,TP1,30,34944,1408.4552005861697,1417.7879983319508,1427.9657887675694,1420.9969974179114
IEEE69,TP2,0,32064,1111.7164430069058,1114.4702980991635,1100.5428910455018,1109.426732076888
IEEE69,TP2,1,32160,886.0207880298348,905.8526931862319,878.5111081077281,887.5175084667304
IEEE69,TP2,2,32256,1448.371437845987,1459.4049156077756,1464.405533894071,1456.184027413428
IEEE69,TP2,3,32352,1660.5990569263856,1672.7546735006533,1678.146386750814,1669.8010840197046
IEEE69,TP2,4,32448,2053.558749380733,2064.8435500531127,2076.2973652476626,2063.0722592118327
IEEE69,TP2,5,32544,2786.664233425141,2781.83983322798,2787.0843153727424,2782.920993385829
IEEE69,TP2,6,32640,2515.892000044411,2515.9513441689487,2522.8930993208933,2520.2016588987376
IEEE69,TP2,7,32736,1837.1200613304154,1839.7790562994257,1848.9840187425737,1836.5351724018585
IEEE69,TP2,8,32832,1250.945361846884,1275.7127132635262,1274.2284584317956,1257.7923106945848
IEEE69,TP2,9,32928,1964.3194189131875,1981.2431264444429,1986.503791745815,1977.6330256036806
IEEE69,TP2,10,33024,2269.7704294440805,2282.3492196207108,2285.7387485054896,2280.0532808705975
IEEE69,TP2,11,33120,2280.6224973042467,2284.4266125256013,2282.2905671786034,2281.987332162262
IEEE69,TP2,12,33216,1667.7855880516302,1670.4097101471705,1674.8176672954587,1673.111270283978
IEEE69,TP2,13,33312,1871.8074066552997,1884.220175493755,1905.0487684058292,1887.0312392331482
IEEE69,TP2,14,33408,1060.5803786323174,1072.7843428370654,1059.31327406561,1059.8112232547471
IEEE69,TP2,15,33504,1117.9217622022475,1122.2554098517712,1123.1861242362331,1120.8488698684457
IEEE69,TP2,16,33600,1620.1226020079846,1630.6672891455246,1639.9752210597208,1630.0313139805976
IEEE69,TP2,17,33696,1891.9894594806694,1907.9537453513728,1919.1857080935285,1906.027325650032
IEEE69,TP2,18,33792,1964.3011376888526,1972.0978861419624,1983.7208365252638,1971.9338283695095
IEEE69,TP2,19,33888,1293.8997923503573,1301.8086684261923,1308.8567936716709,1301.4838907760807
IEEE69,TP2,20,33984,1267.3130758146588,1270.0264314180279,1273.555143358272,1272.1255398850124
IEEE69,TP2,21,34080,917.5840161539901,924.4830578111322,924.5689771296771,920.7886201863747
IEEE69,TP2,22,34176,705.6353372150137,734.4573759123667,728.6589318325344,712.813206804773
IEEE69,TP2,23,34272,1640.852555707895,1651.7499524327038,1662.4427816126583,1653.3327115378586
IEEE69,TP2,24,34368,1766.5169733782413,1773.563469292584,1774.186960358904,1773.1894390825644
IEEE69,TP2,25,34464,1965.143948730066,1974.1611894278751,1986.8724280973636,1978.2099940786522
IEEE69,TP2,26,34560,1515.7350257757719,1529.703845436089,1538.5274895525247,1527.8198217642505
IEEE69,TP2,27,34656,1179.5677545865678,1185.4303344798066,1192.7878932000024,1188.0478840586793
IEEE69,TP2,28,34752,930.651804331423,934.4253074488865,940.1961318472742,939.5946790783282
IEEE69,TP2,29,34848,947.4457906584539,952.3530600030568,960.9105131819864,954.5134942547402
IEEE69,TP2,30,34944,1408.9043102448356,1418.4935745230641,1428.083792360039,1422.1520033791674
IEEE69,TP3,0,32064,1114.07902110034,1114.4995074190895,1100.491543334664,1110.1724194021128
IEEE69,TP3,1,32160,888.1988259719777,905.1094658506522,878.4692505669909,889.0297339037412
IEEE69,TP3,2,32256,1447.4288958780062,1458.8089317523638,1464.337266256983,1455.7246050462563
IEEE69,TP3,3,32352,1659.7201347265411,1671.9085564508223,1678.0686369273706,1669.5307089381147
IEEE69,TP3,4,32448,2052.582589295161,2064.060286124457,2076.2120868383813,2061.7361360301875
IEEE69,TP3,5,32544,2786.2109528983838,2780.40195090564,2786.8659636587886,2781.717427871481
IEEE69,TP3,6,32640,2515.443350287248,2514.768120490119,2522.690477101482,2519.0848570349062
IEEE69,TP3,7,32736,1836.5746118273848,1838.9055081448425,1848.8469390963744,1835.4446313609217
IEEE69,TP3,8,32832,1250.1047797044487,1273.568085253651,1273.825152026119,1256.1908141618303
IEEE69,TP3,9,32928,1964.1243220500462,1980.3630021310255,1986.3544275818556,1977.269163634989
IEEE69,TP3,10,33024,2268.9416198011018,2281.38523837892,2285.570940622564,2279.4643753685123
IEEE69,TP3,11,33120,2280.256764250658,2282.6646705442367,2282.1525103073286,2280.5345880388063
IEEE69,TP3,12,33216,1667.0767681582165,1669.5310953463093,1674.756065771052,1671.7997295839357
