feeder,topology_case,episode_id,start_index,gat,gcn,mlp,tagconv
IEEE69,TP3,13,33312,1870.7515748374988,1883.1030102385857,1904.9311554220883,1885.5105292444969
IEEE69,TP3,14,33408,1062.2430408989037,1072.4076059975093,1059.2342648925428,1060.0925997562574
IEEE69,TP3,15,33504,1117.76091609349,1121.6375830814352,1123.1414769949768,1121.7720226193112
IEEE69,TP3,16,33600,1618.6556776576438,1629.7919708100897,1639.8868353100368,1629.5952874637314
IEEE69,TP3,17,33696,1891.8946518731427,1907.0435681123154,1919.097147428748,1905.227397804638
IEEE69,TP3,18,33792,1962.82541501565,1970.9270054686087,1983.625292822195,1970.9279729675109
IEEE69,TP3,19,33888,1293.107734638037,1301.2241462399868,1308.8009683687499,1301.1331636587765
IEEE69,TP3,20,33984,1266.9196784209828,1269.4592328294254,1273.4951815921213,1271.6707901656146
IEEE69,TP3,21,34080,918.9678191861188,923.9204135684955,924.5136843084653,921.6771890114319
IEEE69,TP3,22,34176,707.1808096414024,733.796299603966,728.6182638355214,714.178109817748
IEEE69,TP3,23,34272,1640.456542148501,1650.6534701918217,1662.3497214905794,1652.277112357386
IEEE69,TP3,24,34368,1766.584869281207,1772.8107533865143,1774.0901822868734,1771.9688184871763
IEEE69,TP3,25,34464,1963.8676498610419,1973.3010460794087,1986.7555715436174,1977.9571137779687
IEEE69,TP3,26,34560,1514.9338283528093,1528.9429848366315,1538.4658956426476,1527.8609177959818
IEEE69,TP3,27,34656,1178.8068098205451,1184.9124467396098,1192.734588575029,1187.4542333486313
IEEE69,TP3,28,34752,930.1853040678984,933.957096230716,940.1283739931532,939.142997422539
IEEE69,TP3,29,34848,947.2535906964135,951.5661734206711,960.8495118222019,954.2461265503563
IEEE69,TP3,30,34944,1408.453553320164,1417.7865369314886,1427.9642297132752,1420.995464770329
IEEE69,TP4,0,32064,1111.715403555208,1114.4691286530706,1100.5415678183178,1109.4254125493926
IEEE69,TP4,1,32160,886.0197538418814,905.851717385649,878.5096318680753,887.5164037329077
IEEE69,TP4,2,32256,1448.3701205584614,1459.403502406906,1464.4042529207945,1456.1825193979912
IEEE69,TP4,3,32352,1660.5977440415036,1672.752780777774,1678.1450175368602,1669.799399837916
IEEE69,TP4,4,32448,2053.556532798063,2064.8412384432845,2076.296005772847,2063.069988647047
IEEE69,TP4,5,32544,2786.6612724692927,2781.8368651198325,2787.0810672311395,2782.9179617732843
IEEE69,TP4,6,32640,2515.8891774512413,2515.948185382593,2522.890015547285,2520.1986372016927
IEEE69,TP4,7,32736,1837.118260845352,1839.7771293652158,1848.9827661814463,1836.5328784076464
IEEE69,TP4,8,32832,1250.9438802746638,1275.7090010737493,1274.2252305777786,1257.7908100900293
IEEE69,TP4,9,32928,1964.3174251108812,1981.2408184433034,1986.5015570387352,1977.630944284855
IEEE69,TP4,10,33024,2269.76821363915,2282.3465638233683,2285.7361862418547,2280.0507552680724
IEEE69,TP4,11,33120,2280.620338964192,2284.42423167178,2282.288248549714,2281.9849851922845
IEEE69,TP4,12,33216,1667.784097464764,1670.4079691009158,1674.8161427839577,1673.1094917439048
IEEE69,TP4,13,33312,1871.8058194579128,1884.2180090278205,1905.047302039572,1887.0292056017697
IEEE69,TP4,14,33408,1060.5789515928025,1072.7829979679861,1059.3119716449794,1059.8102446259893
IEEE69,TP4,15,33504,1117.9208044508314,1122.2543104695453,1123.1853823325257,1120.8478015212931
IEEE69,TP4,16,33600,1620.121246001031,1630.665666160936,1639.9734749722666,1630.029699562783
IEEE69,TP4,17,33696,1891.987642551685,1907.951853687523,1919.1842628461618,1906.025300817919
IEEE69,TP4,18,33792,1964.2992302700338,1972.095795394558,1983.7191376008666,1971.9318657394863
IEEE69,TP4,19,33888,1293.8987209555962,1301.807213208136,1308.85561531218,1301.4826217727148
IEEE69,TP4,20,33984,1267.3116379590958,1270.0249300947041,1273.5538924950235,1272.1242395832203
IEEE69,TP4,21,34080,917.5832165635396,924.4823614938919,924.5679444087913,920.7876633103374
IEEE69,TP4,22,34176,705.6346637750285,734.456449615299,728.6577164956949,712.8123690618995
IEEE69,TP4,23,34272,1640.8512464466555,1651.7482135219368,1662.4412833857511,1653.3309636447677
IEEE69,TP4,24,34368,1766.5150814674653,1773.5616911187747,1774.1851028371645,1773.187527453886
IEEE69,TP4,25,34464,1965.1422673339846,1974.1591841674017,1986.8710856057623,1978.2079129137744
IEEE69,TP4,26,34560,1515.7336273797557,1529.7022064281625,1538.5260120972482,1527.8182829969319
IEEE69,TP4,27,34656,1179.5666790948444,1185.4291057859734,1192.7867856933976,1188.0467150122267
IEEE69,TP4,28,34752,930.6510959476878,934.4252571247415,940.1952978431312,939.5938342222695
IEEE69,TP4,29,34848,947.4447330334536,952.352063276106,960.9097138811098,954.5123268431456
IEEE69,TP4,30,34944,1408.9026790882747,1418.4919867183025,1428.0822444532002,1422.1504646091544
IEEE69,TP5,0,32064,1113.651863192588,1114.0726963836782,1100.0436999653377,1109.7419866672676
IEEE69,TP5,1,32160,887.8500530595383,904.8786756341343,878.149469896479,888.7519536773772
IEEE69,TP5,2,32256,1446.8080300426175,1458.1565538462607,1463.6816731138633,1455.0577167643833
IEEE69,TP5,3,32352,1658.990068857321,1671.1367758826862,1677.3155818237403,1668.7717530543312
IEEE69,TP5,4,32448,2051.7602027476296,2063.210691971853,2075.450142873091,2060.903296169734
IEEE69,TP5,5,32544,2785.2031060484424,2779.365788623751,2785.813249294965,2780.6799728744095
IEEE69,TP5,6,32640,2514.4450054569284,2513.8079558593713,2521.7498502778312,2518.146319402819
IEEE69,TP5,7,32736,1836.0492977685633,1838.3258260146297,1848.3172067687312,1834.8925813752992
IEEE69,TP5,8,32832,1249.7006970131106,1273.0383926385787,1273.3161862275365,1255.8356791268222
IEEE69,TP5,9,32928,1963.1523630286392,1979.4026924217242,1985.3971634223083,1976.388886546856
IEEE69,TP5,10,33024,2268.0308391622,2280.363399969941,2284.5472037818176,2278.454625002157
IEEE69,TP5,11,33120,2279.382687358039,2281.73548966245,2281.267269305344,2279.639154550329
IEEE69,TP5,12,33216,1666.4075922000577,1668.7597276834238,1673.994666733536,1671.030007988393
IEEE69,TP5,13,33312,1870.0666602158356,1882.3570727898732,1904.2323481586443,1884.758651897635
IEEE69,TP5,14,33408,1061.8100755081398,1072.005153691539,1058.8159345403853,1059.688528202556
IEEE69,TP5,15,33504,1117.4244292429141,1121.2780656022728,1122.8099290948696,1121.393916831966
IEEE69,TP5,16,33600,1618.0188255466119,1629.1026162273986,1639.1858202114993,1628.8883342158908
IEEE69,TP5,17,33696,1891.091657574984,1906.1856970319452,1918.3028625115437,1904.3664588241027
IEEE69,TP5,18,33792,1962.1012594140195,1970.1557879836291,1982.8847652081706,1970.1729576952384
IEEE69,TP5,19,33888,1292.502284219023,1300.592273298292,1308.19168664013,1300.5332129997466
IEEE69,TP5,20,33984,1266.3332070837357,1268.8274406996595,1272.880868547789,1271.0581851609752
IEEE69,TP5,21,34080,918.6113166947504,923.5553310302831,924.1093069098014,921.2902426527884
IEEE69,TP5,22,34176,706.9391892157482,733.5108743233401,728.352942866339,713.9787426446319
IEEE69,TP5,23,34272,1639.8131170698653,1649.975400033256,1661.7037449728625,1651.6034428498442
IEEE69,TP5,24,34368,1765.854742867239,1772.0458681676391,1773.3495830288487,1771.2241161313975
IEEE69,TP5,25,34464,1963.1912902048496,1972.541778614005,1985.9880970412648,1977.1753595454757
IEEE69,TP5,26,34560,1514.2642925539556,1528.2015238394276,1537.7358794801287,1527.1265987488177
IEEE69,TP5,27,34656,1178.2598277133138,1184.3302425639886,1192.1802133046856,1186.8792880028875
IEEE69,TP5,28,34752,929.9530131697006,933.6622328203699,939.8485616035049,938.8586501834985
IEEE69,TP5,29,34848,947.0039941854228,951.3080287876743,960.6068970056457,953.9800802185387
IEEE69,TP5,30,34944,1407.8343821708459,1417.1549297153142,1427.3327624954484,1420.3614034380678
IEEE69,TP6,0,32064,1113.1640652236686,1113.8052745839677,1100.1287095613368,1105.7471936985291
IEEE69,TP6,1,32160,885.6195707666835,904.3558077518038,878.1614718190473,888.0503659963912
IEEE69,TP6,2,32256,1446.9596637504392,1457.6498092430004,1463.6337429506784,1454.6115390887207
IEEE69,TP6,3,32352,1659.241447675392,1670.4867460097937,1677.316521684221,1667.493521201305
IEEE69,TP6,4,32448,2052.218848710661,2062.532962222758,2075.3033921339756,2060.722604341436
IEEE69,TP6,5,32544,2784.249495226937,2778.015422324112,2784.9827937575224,2779.7713806782217
IEEE69,TP6,6,32640,2513.634736359801,2512.6758207581975,2521.064545530533,2517.171946759616
IEEE69,TP6,7,32736,1836.1129256280974,1837.6168380176805,1848.1394964530991,1834.3289132329044
IEEE69,TP6,8,32832,1252.2044791127416,1271.2979396173416,1273.1965277772115,1256.4035876917167
IEEE69,TP6,9,32928,1962.8262143639713,1978.6404103656794,1985.1567201489695,1975.0938707969472
IEEE69,TP6,10,33024,2268.6157644312702,2279.062360168437,2284.0833928901434,2278.233117000324
IEEE69,TP6,11,33120,2278.7260596545825,2280.8085042827834,2281.1204914424447,2278.6471698014466
IEEE69,TP6,12,33216,1666.7061645055173,1668.2564553289274,1674.0648159561988,1670.5536615896672
IEEE69,TP6,13,33312,1870.1143018728696,1881.4068187509674,1903.9591843532974,1883.814000053874
IEEE69,TP6,14,33408,1059.8822052178805,1071.5481273052303,1058.780345951107,1056.4924486285563
IEEE69,TP6,15,33504,1117.3047831095844,1120.6877131226004,1122.8383876358778,1121.225349628021
IEEE69,TP6,16,33600,1618.5526715947854,1628.7032509361768,1639.0440335979129,1628.3886056713154
IEEE69,TP6,17,33696,1891.2843992474666,1905.3997838038413,1918.236228696581,1903.65184472626
IEEE69,TP6,18,33792,1961.5362964036115,1969.5721013289603,1982.575900350028,1969.3186854178186
IEEE69,TP6,19,33888,1292.4905176788982,1300.028813769212,1308.2267308635867,1299.359802301692
IEEE69,TP6,20,33984,1265.8454454985433,1268.3161277864172,1272.6863769469699,1270.2474807464075
IEEE69,TP6,21,34080,914.4530061004162,923.2497335786715,924.1608598784952,919.3540729430234
IEEE69,TP6,22,34176,704.180297181019,733.1246574424886,728.3312020294384,713.6263196717133
IEEE69,TP6,23,34272,1639.5767713587684,1649.2373818774934,1661.4305996603637,1650.6739184238493
IEEE69,TP6,24,34368,1765.4583402701048,1771.4139700834173,1773.0961376398025,1770.431914095806
IEEE69,TP6,25,34464,1963.0857875370775,1972.0701934573428,1985.6790881707493,1975.7571158929386
IEEE69,TP6,26,34560,1513.8227464722243,1527.8576463886172,1537.7697219423142,1525.475824739259
IEEE69,TP6,27,34656,1178.2974875049833,1183.9211585120927,1192.1797243531098,1186.0904858416554
IEEE69,TP6,28,34752,929.7716873613223,933.1685677556248,939.7325124746311,938.6105940335015
IEEE69,TP6,29,34848,947.1299519577591,950.8007969799272,960.5694618055223,953.8785219025941
IEEE69,TP6,30,34944,1407.1230241249275,1416.5141523402147,1427.1014248754502,1419.58598004571
IEEE69,TP7,0,32064,1114.0453516529467,1114.4536815880695,1100.4445825473167,1109.8985325142787
IEEE69,TP7,1,32160,888.1122117321983,905.0793620415187,878.4328987848371,888.2936021571492
IEEE69,TP7,2,32256,1447.3641246332743,1458.7547519207085,1464.2669410732985,1455.4322854717109
IEEE69,TP7,3,32352,1659.6331074617958,1671.8202599730648,1677.9983408265678,1669.269629589616
IEEE69,TP7,4,32448,2052.4884152593436,2063.9453815138354,2076.1409003858666,2061.6184609321876
IEEE69,TP7,5,32544,2786.0642018214544,2780.2476103738245,2786.694254582618,2781.4806848837834
IEEE69,TP7,6,32640,2515.2885399961515,2514.583175479831,2522.5319802034296,2518.9192175502935
IEEE69,TP7,7,32736,1836.5203816999328,1838.8143205685603,1848.737715286492,1835.3642311954218
IEEE69,TP7,8,32832,1250.0425408641124,1273.4213475550484,1273.6482919361545,1256.3715988009624
IEEE69,TP7,9,32928,1964.0137827709461,1980.2332306746964,1986.2287715094228,1977.3663966025258
IEEE69,TP7,10,33024,2268.817361302748,2281.2652910964657,2285.434553248481,2279.2429983163497
IEEE69,TP7,11,33120,2280.1791528288472,2282.514229002305,2282.0425082589904,2280.474542431122
IEEE69,TP7,12,33216,1667.027176604368,1669.4770162683642,1674.695579480528,1672.153996064417
IEEE69,TP7,13,33312,1870.674886913216,1882.9145792776974,1904.8384627989826,1885.3836571753654
IEEE69,TP7,14,33408,1062.0331308450486,1072.341413725181,1059.1680215609194,1060.3053569969863
IEEE69,TP7,15,33504,1117.7190346164991,1121.5273459772748,1123.104052768305,1121.918467635963
IEEE69,TP7,16,33600,1618.6038710876746,1629.730863653218,1639.814070386935,1629.4635303215646
IEEE69,TP7,17,33696,1891.7942228249988,1906.9548789888677,1919.021469431006,1905.101675287655
IEEE69,TP7,18,33792,1962.741713479809,1970.8458155114797,1983.5490934858678,1970.5576497438387
IEEE69,TP7,19,33888,1293.0510756338401,1301.1599044625966,1308.7476719655913,1301.0016051649366
IEEE69,TP7,20,33984,1266.8472492488029,1269.390186196299,1273.4431146845402,1271.4512670129063
IEEE69,TP7,21,34080,918.9403087372084,923.8826314367543,924.4644402261216,921.4793700278109
IEEE69,TP7,22,34176,707.1559075025331,733.7619996647496,728.5855977046102,713.4594219637994
IEEE69,TP7,23,34272,1640.4192271369386,1650.566372339853,1662.2749637634024,1652.1565003017247
IEEE69,TP7,24,34368,1766.4768034137624,1772.7324707410173,1774.0116190363049,1772.105253532139
IEEE69,TP7,25,34464,1963.8112263411156,1973.2317189865907,1986.6737427539404,1977.6926361824546
IEEE69,TP7,26,34560,1514.8765994964408,1528.8761281762766,1538.4062651903096,1527.46257519559
IEEE69,TP7,27,34656,1178.7560746442045,1184.847752127218,1192.6858789251069,1187.2800464342256
IEEE69,TP7,28,34752,930.1412688523936,933.9074397654462,940.0748565565345,938.7398880374286
IEEE69,TP7,29,34848,947.2211085224708,951.5222304545058,960.8006281970183,954.1036905255845
IEEE69,TP7,30,34944,1408.3231099086381,1417.7347401426468,1427.869209085576,1420.8779707288465
IEEE69,TP8,0,32064,1114.78765297308,1114.111511167664,1099.8755896213768,1109.4969548831132
IEEE69,TP8,1,32160,888.1584125148684,904.6085715940849,878.0877869523642,888.8617258154396
IEEE69,TP8,2,32256,1446.5023910664777,1457.8451932922706,1463.4297587633707,1454.567129412614
IEEE69,TP8,3,32352,1658.6741072382558,1670.6075858245622,1676.9752332712353,1668.7031771079746
IEEE69,TP8,4,32448,2051.061633719939,2063.2748225113205,2075.1616718076343,2061.0969904106714
IEEE69,TP8,5,32544,2784.7818754767027,2779.1560612634207,2785.4261849474965,2780.479944249637
IEEE69,TP8,6,32640,2515.0483259852585,2514.0955046053655,2521.444423843987,2518.706829335217
IEEE69,TP8,7,32736,1836.3411649706024,1838.2932013012676,1848.1160266582112,1834.9081792106263
IEEE69,TP8,8,32832,1248.209727165334,1273.2905384741518,1273.2005202650168,1257.2075917929985
IEEE69,TP8,9,32928,1964.4324567790245,1979.9790353216742,1984.9661441239275,1976.744848529401
IEEE69,TP8,10,33024,2268.1756882830095,2280.3703140754933,2284.0999323503574,2278.9383686378133
IEEE69,TP8,11,33120,2279.0557739606675,2281.4327812193706,2281.087521738737,2279.6456860226
IEEE69,TP8,12,33216,1665.9563623427937,1668.7125471208,1673.6388771973477,1670.580588341898
IEEE69,TP8,13,33312,1869.9612039171104,1881.8658370584453,1904.0086613744177,1884.6677083780378
IEEE69,TP8,14,33408,1064.0008147818583,1071.9115298467405,1058.6543036676073,1059.7144231542504
IEEE69,TP8,15,33504,1117.193183633064,1121.2862276867477,1122.7275109929262,1120.9022079391714
IEEE69,TP8,16,33600,1617.8273244479435,1628.7123548878692,1638.9181186913609,1629.0787989425808
IEEE69,TP8,17,33696,1890.510384811936,1905.8878392841036,1918.2089481633377,1904.6328324172434
IEEE69,TP8,18,33792,1961.689542093475,1969.9820667554195,1982.5479597886624,1970.0531736782712
IEEE69,TP8,19,33888,1292.514390740709,1300.2960580953884,1307.923186727288,1300.4190532298007
IEEE69,TP8,20,33984,1266.1859005932845,1268.5390993351866,1272.3949432437407,1270.8298624413085
IEEE69,TP8,21,34080,919.0123500167687,923.7829726821154,923.9496047434731,921.3460719554464
IEEE69,TP8,22,34176,709.0987494861084,733.5091349182704,728.2983131256452,714.5715861265384
IEEE69,TP8,23,34272,1639.6659198298773,1649.6626407193796,1661.462882529424,1651.4449899038375
IEEE69,TP8,24,34368,1765.191858864783,1771.8166796442345,1773.0441834326487,1770.9626828117327
IEEE69,TP8,25,34464,1962.9598074031346,1972.1000824908936,1985.6738828374346,1978.0304479543347
IEEE69,TP8,26,34560,1514.2744504608236,1527.8143352873997,1537.40893453385,1527.011417162362
IEEE69,TP8,27,34656,1177.9566287036048,1184.0332698287323,1191.9607596451021,1186.6633111097979
IEEE69,TP8,28,34752,929.2667892077861,933.682216715827,939.7411484964163,938.8962884439621
IEEE69,TP8,29,34848,946.8086012614023,951.4216867802128,960.5373110439872,953.9127923978682
IEEE69,TP8,30,34944,1407.4808114253747,1416.8768515579866,1427.0935111465758,1419.70006024149
IEEE69,TP9,0,32064,1112.0385369391686,1114.0788893621257,1099.9239659962293,1109.0270407676046
IEEE69,TP9,1,32160,887.001703817829,905.4292000003625,878.1293893735971,886.8973184248531
IEEE69,TP9,2,32256,1447.480814526691,1458.448166443628,1463.4961276813417,1455.4220809398767
IEEE69,TP9,3,32352,1659.5500310710058,1671.467123915747,1677.0559001605043,1669.143559676583
IEEE69,TP9,4,32448,2052.0492742075407,2064.1070036542715,2075.2565466657275,2062.72136857783
IEEE69,TP9,5,32544,2785.295016564976,2780.5875821028617,2785.6423765555624,2781.7263611815765
IEEE69,TP9,6,32640,2515.774972806708,2515.428290013728,2521.6449199320614,2519.935414924445
IEEE69,TP9,7,32736,1836.7955948020826,1839.1418717352415,1848.265344355258,1836.19134334918
IEEE69,TP9,8,32832,1249.1050913719355,1275.3218136825192,1273.303662095141,1257.5861909628466
IEEE69,TP9,9,32928,1964.3424179607566,1980.8617370972831,1985.1143305720386,1977.334574885268
IEEE69,TP9,10,33024,2268.980214312785,2281.2977461415153,2284.2671229474654,2279.8124781347256
IEEE69,TP9,11,33120,2279.4774642330212,2283.215374337439,2281.2282637525427,2281.097094426135
IEEE69,TP9,12,33216,1666.8158052482138,1669.5764301943302,1673.6988505198544,1672.2733933779753
IEEE69,TP9,13,33312,1871.1172833280118,1882.99377550251,1904.1219336829784,1886.2925869802318
IEEE69,TP9,14,33408,1062.652684325493,1072.2940894207193,1058.7309898022722,1059.397623019431
IEEE69,TP9,15,33504,1117.2791891294225,1121.8971507087315,1122.7716323441484,1120.428660155011
IEEE69,TP9,16,33600,1619.2866892314225,1629.6086925446307,1639.004688748242,1629.7460404607239
IEEE69,TP9,17,33696,1890.9597716317473,1906.8609661191713,1918.2485035382542,1905.4619793874663
IEEE69,TP9,18,33792,1963.2948187054724,1971.148250446554,1982.6431636980749,1970.9366274955164
IEEE69,TP9,19,33888,1293.229142167332,1300.8796029937976,1307.9764149935306,1300.887480954053
IEEE69,TP9,20,33984,1266.7144414734532,1269.1023860688813,1272.4541066963914,1271.4975699282784
IEEE69,TP9,21,34080,917.7075386807597,924.3594827878488,924.0038414323936,920.6020831137497
IEEE69,TP9,22,34176,707.4522458110717,734.2008377479324,728.3366565511036,712.3923052659852
IEEE69,TP9,23,34272,1639.8681529583419,1650.7690049405865,1661.5553348090434,1652.5829775437203
IEEE69,TP9,24,34368,1765.2620789156938,1772.5805489758534,1773.138530144174,1772.0998708759228
IEEE69,TP9,25,34464,1964.1736197663897,1972.954195034762,1985.766999573639,1978.1421266725208
IEEE69,TP9,26,34560,1515.0608721806814,1528.580088344106,1537.468809685112,1527.2730730967885
IEEE69,TP9,27,34656,1178.6361674722584,1184.5588096646231,1192.0106156188074,1187.4794530714482
IEEE69,TP9,28,34752,929.5835650049181,934.1861077265238,939.8094314473418,939.2279633152693
IEEE69,TP9,29,34848,947.0584306531283,952.1440054669656,960.5984493959313,954.2206383512997
IEEE69,TP9,30,34944,1408.583454681039,1417.6397973294177,1427.2125632104273,1420.9888092286683
