feeder,architecture,topology_case,episode_id,start_index,total_energy_cost_seed_mean,total_reward_mean_seed_mean,total_reward_team_seed_mean,total_grid_import_mwh_seed_mean,total_curtailment_mwh_seed_mean,total_throughput_mwh_seed_mean,mean_voltage_deviation_seed_mean,max_voltage_deviation_seed_mean,min_voltage_pu_seed_mean,max_voltage_pu_seed_mean,max_line_current_pu_seed_mean,max_voltage_violation_seed_mean,max_line_current_violation_seed_mean,infeasible_requested_count_seed_mean,feasible_rate_seed_mean,converged_rate_seed_mean,total_energy_cost_seed_std,total_reward_mean_seed_std,total_reward_team_seed_std,total_grid_import_mwh_seed_std,total_curtailment_mwh_seed_std,total_throughput_mwh_seed_std,mean_voltage_deviation_seed_std,max_voltage_deviation_seed_std,min_voltage_pu_seed_std,max_voltage_pu_seed_std,max_line_current_pu_seed_std,max_voltage_violation_seed_std,max_line_current_violation_seed_std,infeasible_requested_count_seed_std,feasible_rate_seed_std,converged_rate_seed_std,n_runs
IEEE33,gat,TP1,10,33024,820.0960994721303,-1142.1850261350473,-5710.925130675237,15.404002353431949,5.15240879207759,5.521546713409127,0.4222477028767268,0.7720365126927694,0.9515541593233744,1.0017015139261882,1.6447124083836873,0.0,0.0,1.0,1.0,1.0,16.529817517862238,35.38221142372748,176.91105711863742,0.3167788553814218,0.31462208959106613,0.385862982419847,0.004586214310794996,0.017957615855214062,0.0012961391594653133,6.699650453893295e-05,0.03857607566863745,0.0,0.0,1.7320508075688772,0.0,0.0,3
IEEE33,gat,TP1,11,33120,879.1422373532687,-1202.368609325091,-6011.843046625455,17.447076797736766,0.0,3.3286616487208605,0.476505615024103,0.7255779107411703,0.9553100268046061,1.0,1.561470905939738,0.0,0.0,0.0,1.0,1.0,8.225316930558444,10.633012349622103,53.16506174810935,0.020727086658038955,0.0,0.9899718784172701,0.0004463526660566735,0.03579219713765266,0.0027730003524158373,0.0,0.047154774708838505,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,12,33216,582.8692958651585,-808.1973791191975,-4040.986895595988,13.178533876362076,9.669914829606986,5.35964176610928,0.3539198595616552,0.7149826089541117,0.9566229979197184,1.001734693845113,1.549542744954427,0.0,0.0,0.0,1.0,1.0,20.546517274252935,27.755116953099364,138.77558476549686,0.45350657074665734,0.4276835091519715,0.403016295605871,0.0063731145861798824,0.02003534475964208,0.0025117895571740412,0.0002702592205780216,0.007137989523530847,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,13,33312,784.881302326305,-1085.12747746706,-5425.6373873353,20.209901895321313,0.15401803066371272,3.810193982470526,0.5184109602123499,0.7411519289016724,0.9532249768575033,1.0013633966445923,1.5873891115188599,0.0,0.0,0.0,1.0,1.0,4.221069302598934,5.395854027807554,26.97927013903789,0.17051447499914765,0.03633590792565281,0.5440612172229468,0.0004608488329130473,0.016054303450562586,0.0022146570866404857,9.70583265219692e-05,0.027196796408987395,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,14,33408,376.6654384135641,-532.6971497198566,-2663.4857485992834,10.514255943292687,13.6989330598774,4.677372671681508,0.2733954106354051,0.5356749097506205,0.9662352204322815,1.002128005027771,1.1362015803654988,0.0,0.0,0.0,1.0,1.0,8.958219304152008,12.130405701285568,60.652028506427854,0.2503139314687796,0.1821282144449425,0.5174457226810125,0.0030155741899411527,0.03325061029647208,0.0024448348196428973,0.00018392695395359992,0.0739143996868609,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,15,33504,341.2520361219136,-476.6375075872188,-2383.187537936094,9.456014821939368,2.015806885375674,5.165282609296852,0.25395890242523617,0.4781590898831685,0.9697571595509847,1.0035431782404582,1.0139065980911255,0.0,0.0,0.0,1.0,1.0,1.2035605448075115,1.698374487788293,8.491872438941224,0.12937533371459298,0.03544446572362621,0.2386149629075857,0.0015055988226784403,0.0057347309000793985,0.001704842429514141,0.0006867162053537717,0.015609213942359923,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,16,33600,564.0292395193295,-786.5523400915787,-3932.7617004578938,15.068028958918688,3.4711303905170947,5.422600921874259,0.40907629517217475,0.7375098466873169,0.953046957651774,1.0015117327372234,1.5634278456370037,0.0,0.0,0.0,1.0,1.0,7.119628231304769,9.289640639565677,46.448203197827794,0.20817654992325949,0.06195786575196268,0.4795629106397597,0.0009262788848309156,0.01301779624406812,0.001475210101106895,0.0004149515153359726,0.04619464679674647,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,17,33696,722.905651741834,-999.7592352145662,-4998.796176072831,17.20555913699528,4.3651701727547385,4.884390001392954,0.45773993639482385,0.7637639244397482,0.9519867102305094,1.0008952220280964,1.6386710405349731,0.0,0.0,0.0,1.0,1.0,12.228360031633478,16.41676319215858,82.08381596079266,0.18956790608992133,0.2104655341569889,0.2876597455435046,0.0035251841756053946,0.028592841380547716,0.0016805406086181725,0.0003615322238785013,0.007576602352142807,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,18,33792,889.5100396605714,-1224.55140761137,-6122.75703805685,21.857708782273345,0.0,3.1115094424405108,0.5462612319323751,0.7251008351643881,0.9557101726531982,1.0,1.5555020968119304,0.0,0.0,0.0,1.0,1.0,7.885297700452963,10.247330301487498,51.236651507437294,0.029315832033420537,0.0,0.749350466813108,4.903231151717414e-05,0.028171306469002493,0.0025868600166779245,0.0,0.02368876072138139,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,19,33888,461.899940593612,-654.9702357063691,-3274.8511785318456,14.150297102197584,10.32163131347147,5.140424536781647,0.38281256602042246,0.7301888664563497,0.953551451365153,1.001852035522461,1.5577061176300049,0.0,0.0,0.0,1.0,1.0,6.492720628828615,8.800237835218773,44.001189176093916,0.20041330190480852,0.15308676616288297,0.10941759898057679,0.002229463745022147,0.021249017512641084,0.0016318084382376252,9.439576885542582e-05,0.05762114775950155,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,20,33984,431.9076352669067,-615.902407241861,-3079.5120362093053,14.302344779314902,9.067545588108517,5.1789686751943345,0.3887809546043475,0.75819198290507,0.9518505732218424,1.0018179019292195,1.590679128964742,0.0,0.0,0.0,1.0,1.0,5.554347258000336,7.561152348882864,37.805761744414326,0.17235823157160318,0.14338037051887087,0.12989772158399546,0.0022433890736089216,0.005668218514046217,0.0017890892737500498,0.00016284164943926291,0.06283847473196272,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,21,34080,301.77126222650094,-433.91313126281216,-2169.5656563140606,10.630967963560158,11.767591073415474,4.9184239896193835,0.27210702291793293,0.5395739277203878,0.9672771096229553,1.002134919166565,1.1350651582082112,0.0,0.0,0.0,1.0,1.0,8.645761407812696,11.74035603458316,58.70178017291568,0.27626644577025045,0.21971614287270286,0.31620395502781923,0.003173829205254484,0.00983377783899375,0.0022336724394252895,0.0002958281742644646,0.07035075636730383,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,22,34176,240.15632436062523,-348.700230319829,-1743.5011515991453,8.525332516042532,14.126007566941775,4.9863450965791545,0.21865184998346696,0.48206228017807,0.9697813987731934,1.003142277399699,1.027192234992981,0.0,0.0,0.0,1.0,1.0,9.155923357438887,12.524747108319962,62.623735541599935,0.3031849760177794,0.2837330147462321,0.3064218757749897,0.004252702709918304,0.0,0.000607660475572856,0.0012613969200276733,0.0,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,23,34272,617.8357741248368,-864.9462687147161,-4324.7313435735805,18.168560298076468,0.008936680098162566,3.18244957647949,0.4946614245159758,0.7502920826276144,0.951814611752828,1.0011074145634968,1.5730630954106648,0.0,0.0,0.0,1.0,1.0,2.210605372435912,2.8435795205562764,14.217897602781914,0.15299123809234033,0.015425596704181081,0.626670911352712,0.00035739014921078085,0.01795399677561254,0.0016538997702130937,0.0002659478920875172,0.07726992918832917,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,24,34368,699.5676155543651,-973.7656917256613,-4868.828458628307,19.89515697023707,0.07113698215084822,3.4611920609753795,0.5150470011350182,0.7652149200439453,0.9523772994677225,1.0011862913767497,1.6132757663726807,0.0,0.0,0.0,1.0,1.0,5.5625948517485915,7.194547429082636,35.972737145412836,0.03349455284633064,0.019387258664016634,0.763282707167692,7.935125600625558e-05,0.019675313995227976,0.0007986515217958672,7.693852265655055e-05,0.013135571176603038,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,25,34464,895.5754521154244,-1233.666968270143,-6168.334841350715,22.975367997054878,0.0,3.443068504338411,0.5561096126006709,0.7256382505098978,0.9558335145314535,1.0,1.5850358406702678,0.0,0.0,0.0,1.0,1.0,6.939399082994127,9.115048576113237,45.57524288056426,0.02070732640704103,0.0,0.2667600824648471,0.001143716206548121,0.032363266906928145,0.0027674228788756245,0.0,0.042980715895819886,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,26,34560,522.3881040228558,-731.4554174835483,-3657.2770874177418,13.702043446652814,9.67811974104638,5.062210047217884,0.3689565720657508,0.7272739211718241,0.9546276330947876,1.0018982887268066,1.5615455309549968,0.0,0.0,0.0,1.0,1.0,9.620422176224986,12.937570661025674,64.68785330512846,0.24199267537109811,0.18077319176563258,0.28507520031724726,0.0026458231961321993,0.00912451359749656,0.0017301588947045928,8.406790898575886e-05,0.02807311514950227,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,27,34656,413.7459112216877,-592.4123829041919,-2962.061914520959,14.154661192967948,9.809446731198513,5.131775943420135,0.3858912301560243,0.75092085202535,0.9524314204851786,1.001710573832194,1.5802128712336223,0.0,0.0,0.0,1.0,1.0,5.501435809122929,7.36938226747784,36.84691133738896,0.19530544363871885,0.1125949978523294,0.07711681240365352,0.0017159350602706817,0.006480112281024967,0.0017279029406264592,9.329300518167039e-05,0.06473108692366142,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,28,34752,347.537125124449,-498.7647508511941,-2493.8237542559705,14.248678075334062,0.0,3.2495221744339418,0.3762077604317003,0.5546709100405375,0.9659871856371561,1.0002159277598064,1.181307037671407,0.0,0.0,0.0,1.0,1.0,7.909116146725773,10.297234392842942,51.48617196421462,0.048852157214720485,0.0,1.243615581153454,0.0011461058476762275,0.01887725681257152,0.001617544619213395,6.333484583866902e-05,0.016184868742908032,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,29,34848,378.1635175685148,-536.6271544535955,-2683.1357722679772,14.129548173635127,0.0,3.5342277015871324,0.3605559072974655,0.5099478960037231,0.9680071075757345,1.0,1.075539231300354,0.0,0.0,0.0,1.0,1.0,5.686855318079806,7.404515376021567,37.022576880107884,0.042480009672271904,0.0,0.884492598806187,0.0006957335987818493,0.0,7.656838589583886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP1,30,34944,479.0045353548062,-726.3770484040182,-3631.8852420200906,16.219947987870768,2.1918466792172335,5.512740353717969,0.44541442456344765,0.7817228237787882,0.95012233654658,1.0012983083724976,1.6378275553385417,0.0,0.0,2.3333333333333335,1.0,1.0,6.670643794102796,48.591661963912756,242.9583098195639,0.1835917351264766,0.21207712969714484,0.3618622320788098,0.002853062954418045,0.014963434956113249,0.0001796199230569065,0.00012963082565352685,0.07180513715201665,0.0,0.0,2.0816659994661326,0.0,0.0,3
IEEE33,gat,TP2,0,32064,361.75750309030536,-501.55944461741797,-2507.7972230870896,9.732303372302518,13.075266330992262,5.080749320912812,0.1824541567928261,0.37102955579757685,0.9769555727640787,1.0026247104008992,1.108957330385844,0.0,0.0,0.0,1.0,1.0,13.400377405648198,17.860281621327214,89.30140810663588,0.3555748747228019,0.294192556430948,0.334477742819506,0.0021864915026277867,0.01682579143856237,0.0010529881809725635,0.0003773595684395419,0.08967753290198481,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,1,32160,293.6292019590174,-410.1248857848657,-2050.624428924328,8.129123529224058,14.036999042333868,5.009795000161209,0.15427435210181598,0.3311045964558919,0.9787987669308981,1.0039935906728108,0.9827708005905151,0.0,0.0,0.0,1.0,1.0,10.059851715408564,13.43940168035595,67.19700840177956,0.2822389631854411,0.2727109528895119,0.416645950093885,0.0014026125473004098,0.0037664586596409264,0.00019955119072105658,0.0004000162580403553,0.042551719031075484,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,2,32256,509.5465715986656,-702.8141765142481,-3514.0708825712404,13.953095583760676,7.476198863774246,5.4208283727999715,0.28485385825236637,0.5298421382904053,0.9642706910769144,1.0017063220342,1.5068183342615764,0.0,0.0,0.0,1.0,1.0,9.925258644389844,13.32509734603976,66.6254867301988,0.2330197745351154,0.21447029449181323,0.19675968200450944,0.002462522403640882,0.007836270100066963,0.0021145941719869447,0.0006800766614173465,0.04746398976741016,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,3,32352,590.0913486711743,-809.295361537238,-4046.4768076861897,13.922240375871647,9.87555301094329,5.358567490487204,0.2864510760539108,0.5457399686177572,0.963237981001536,1.001688798268636,1.5851523478825886,0.0,0.0,0.0,1.0,1.0,21.186227549730763,28.480749898600912,142.4037494930044,0.4747221585464551,0.43918770097461746,0.26999141436008045,0.005447740096302245,0.010863864639668907,0.002446472189064077,0.0004563215185574794,0.025061587675108514,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,4,32448,768.2025920356127,-1040.9402081405124,-5204.701040702562,16.70715586798285,0.38574548153830196,4.201189071619184,0.3364775418821308,0.5418314735094706,0.9635720451672872,1.0014644463857014,1.5706722338994343,0.0,0.0,0.0,1.0,1.0,8.51339167334011,11.254535268669152,56.27267634334567,0.04908689945439273,0.13107018961288677,0.6729555680455317,0.0008761295459816395,0.022987501796451336,0.0024080597557962495,0.00028106227114235374,0.025283253028116095,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,5,32544,1364.5349780443673,-1828.275894737244,-9141.379473686218,24.653508948992663,0.0,3.2222304762731437,0.43561579680277235,0.5410594940185547,0.9642873207728068,1.0,1.5856771071751912,0.0,0.0,0.0,1.0,1.0,2.615725662225989,3.384868519393009,16.924342596966124,0.02178777644932985,0.0,0.35628597064664214,0.0008060068004102177,0.021019149500252677,0.002409944291847536,0.0,0.025032096784014978,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,6,32640,1218.5210500165022,-1638.3046068191527,-8191.523034095764,24.400977579106364,0.0,3.26888236705276,0.4343859584381183,0.5437736312548319,0.9637813170750936,1.0,1.5890868504842122,0.0,0.0,0.0,1.0,1.0,4.3188264595470365,5.670214504888306,28.35107252444143,0.006168190127854371,0.0,0.068537202371416,0.000552773236553465,0.014229026467070895,0.0027946679937389655,0.0,0.0031440367258175933,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,7,32736,693.1564926124632,-936.654931864639,-4683.274659323196,14.479246717092238,0.0,3.5325250258463416,0.2847479341758622,0.4095138708750407,0.9724742372830709,1.0008252461751301,1.1813408136367798,0.0,0.0,0.0,1.0,1.0,8.817464915965918,11.470719204643325,57.353596023216966,0.11716459271948214,0.0,0.9956050723972736,0.0004424274049785058,0.005503247571165072,0.001971475606397884,0.0004846326419009422,0.056331919298862033,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,8,32832,439.3230927515279,-603.0105390030891,-3015.0526950154454,9.841473696733244,10.926906449147635,5.291971000689351,0.19831482652160856,0.3782418171564738,0.9742690324783325,1.0025254090627036,1.0882323185602825,0.0,0.0,0.0,1.0,1.0,17.934941803100475,24.365977524108523,121.82988762054278,0.4108970321549737,0.4863812780846525,0.3690365604439565,0.005869676333803751,0.006019741914708187,0.0007317082895116103,0.0009627193752598174,0.023724405723623353,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,9,32928,692.1438598579965,-943.7354708438119,-4718.677354219059,14.433778752382318,9.336615797665855,5.378480463481696,0.3033766587161355,0.5899614890416464,0.9600614706675211,1.0017650127410889,1.6939457654953003,0.0,0.0,0.0,1.0,1.0,24.900155088322133,33.41007868445549,167.0503934222772,0.5017664038293637,0.4845178029246199,0.31698336395580784,0.0058913388995286906,0.014845406181238687,0.0024263980530870783,0.00044405825184596053,0.00859994416241269,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,10,33024,815.9890094647404,-1103.6708764677248,-5518.3543823386235,15.317532820700356,5.150279836524294,5.579453994278161,0.31671548593375415,0.5784634351730347,0.9605212608973185,1.001774549484253,1.6584160327911377,0.0,0.0,0.0,1.0,1.0,16.587946530585825,22.279793396992407,111.39896698496112,0.30868820884886394,0.3274997751618565,0.2802983493918239,0.003948610824550532,0.025983039800928052,0.002411628855316583,0.00041683893714155755,0.03840166470788529,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,11,33120,873.7603571948479,-1180.0984664777914,-5900.492332388957,17.344713287117,0.0,3.4226062157014563,0.3541154809710052,0.5299911697705587,0.9647258917490641,1.0001194477081299,1.547665039698283,0.0,0.0,0.0,1.0,1.0,8.458949297656586,10.964278699897068,54.82139349948483,0.022144944286436385,0.0,0.9671283388720584,0.00023616511756054505,0.02317880308805998,0.0023948018475760053,3.714742031778688e-05,0.0444464705169354,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,12,33216,578.8296861212151,-791.7461875582735,-3958.7309377913675,13.08482545280225,9.64028413738122,5.451626155039885,0.2643383242603805,0.5169837673505148,0.9660017689069113,1.0016795794169109,1.5208056370417278,0.0,0.0,0.0,1.0,1.0,21.08626184996828,28.363562951752797,141.81781475876377,0.477306475640506,0.4478986593012563,0.3326445405881786,0.005482043963213091,0.008186352815331789,0.0023855718639225983,0.0005078432191115948,0.032999457306004155,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,13,33312,779.9065227857174,-1062.0995805546643,-5310.497902773321,20.085596764307112,0.15035585952164535,3.8774542651020183,0.38569772140019465,0.5434046387672424,0.9623467922210693,1.001613736152649,1.5761347611745198,0.0,0.0,0.0,1.0,1.0,4.399786215180293,5.649951230027225,28.24975615013621,0.16834481750413413,0.03062442484791473,0.4631437311995446,0.00026081425183493843,0.0159809773231116,0.0019665891163933033,0.0002596916026142233,0.02612817616534826,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,14,33408,375.0909800614609,-522.0794732094432,-2610.397366047216,10.460013919564247,13.68101538259225,4.895642894145763,0.20479024201631538,0.4047149022420247,0.9732225139935812,1.002644697825114,1.1753199497858684,0.0,0.0,0.0,1.0,1.0,9.367138689688199,12.535131961562685,62.67565980781353,0.2763433863054088,0.2117284597778992,0.3267139480256146,0.0018292989265340123,0.0068576930796424,0.002309811293294509,0.0007945812575533317,0.03351452151290498,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,15,33504,340.09617550246946,-467.2374454486184,-2336.187227243092,9.418737074206929,2.01553996696125,5.259288162644359,0.19068029791944552,0.3481910228729248,0.9766999085744222,1.003578543663025,1.015040357907613,0.0,0.0,0.0,1.0,1.0,1.1340970671198807,1.5416205914691334,7.708102957345773,0.1280493876545074,0.03543462969226769,0.23883186746016147,0.001110752406880046,0.002016862903634631,0.0006651297809420761,0.0004735912321865382,0.013432045918159226,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,16,33600,561.277651634977,-770.0429877189958,-3850.2149385949792,14.98670865501033,3.4688096512992956,5.481604449985212,0.3054493883003791,0.5470238327980042,0.9630118608474731,1.0017786026000977,1.566723148028056,0.0,0.0,0.0,1.0,1.0,7.330728364342461,9.560551251678177,47.802756258391184,0.21170851231723467,0.04352737465491958,0.3380629451234228,0.00040338532043557795,0.007189113718840894,0.0020225070935986503,0.00045589840616919994,0.028849008191027807,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,17,33696,718.5316099156512,-979.7619894231358,-4898.809947115679,17.093552860316372,4.3598099305757385,4.911297846498507,0.3430839501735236,0.5593067606290182,0.9619352022806803,1.001259724299113,1.6293253898620605,0.0,0.0,0.0,1.0,1.0,12.597350809174213,16.795222296936863,83.97611148468475,0.1901063873094829,0.20110220443442234,0.22353587726166912,0.0027384247605088826,0.017979644597605378,0.002044628910016919,0.0006136520045389324,0.007448817791300036,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,18,33792,884.1296821403284,-1199.8335517962776,-5999.167758981387,21.719349072852907,0.0,3.050791756856334,0.40424938934544713,0.5289361476898193,0.9647339383761088,1.0,1.544842799504598,0.0,0.0,0.0,1.0,1.0,7.6462309702862035,9.935640848770149,49.67820424385028,0.032907485428775175,0.0,0.7547047782293657,4.052676285047766e-05,0.02110680262958572,0.0022110307624210973,0.0,0.023135944575536752,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,19,33888,458.06380580826993,-637.8558691715201,-3189.2793458576,14.027742643832921,10.289822570745812,5.073123597978765,0.2858374683807293,0.5381500323613485,0.9639463623364767,1.0017574230829875,1.561875542004903,0.0,0.0,0.0,1.0,1.0,6.20168054962136,8.343053471920186,41.71526735960096,0.20496926989899378,0.14933836613728824,0.28682391533460544,0.0016368366778109944,0.013106570598174569,0.0024318734105961766,0.00041276078935481434,0.03825470979954465,0.0,0.0,0.0,0.0,0.0,3
IEEE33,gat,TP2,20,33984,428.2109807788983,-598.8323896989226,-2994.161948494613,14.177168379791079,9.036942301379568,5.149676477552901,0.29066622236536604,0.5459333856900533,0.9629402160644531,1.0015757878621419,1.5870365301767986,0.0,0.0,0.0,1.0,1.0,4.977033229071342,6.7183041104042545,33.591520552021514,0.17384107513444055,0.1371353927514023,0.24426517746740684,0.0014333862155191425,0.022742849213597274,0.0024359109002209138,0.0004361792862003077,0.051827333356129296,0.0,0.0,0.0,0.0,0.0,3
