topology_case,policy,episodes,mean_total_reward_mean,std_total_reward_mean,mean_total_reward_team,std_total_reward_team,mean_energy_cost,mean_grid_import_mwh,mean_curtailment_mwh,mean_throughput_mwh,mean_voltage_deviation,worst_min_voltage_pu,worst_max_voltage_pu,worst_line_current_pu,worst_voltage_violation,worst_line_current_violation,mean_infeasible_requested_count,mean_feasible_rate,mean_converged_rate
TP6,mlp_maddpg,31,-2221.579100103941,1055.5785522148549,-11107.895500519704,5277.892761074273,970.4653471736942,24.24199681457149,4.225040418785716,2.1540525713060963,0.6910499416251658,0.9210110902786255,1.0019605159759521,2.259578227996826,0.02898893542605474,0.0,43.54838709677419,0.5571236559139785,1.0
