topology_case,policy,episodes,mean_total_reward_mean,std_total_reward_mean,mean_total_reward_team,std_total_reward_team,mean_energy_cost,mean_grid_import_mwh,mean_curtailment_mwh,mean_throughput_mwh,mean_voltage_deviation,worst_min_voltage_pu,worst_max_voltage_pu,worst_line_current_pu,worst_voltage_violation,worst_line_current_violation,mean_infeasible_requested_count,mean_feasible_rate,mean_converged_rate
TP6,maddpg,31,-1145.2496096165255,601.0823542565018,-5726.248048082627,3005.4117712825096,670.2962003453827,16.837346206642017,4.736458866177634,4.328002656001302,0.4893626308929856,0.9389480352401733,1.009840965270996,1.7554413080215454,0.011051938239713843,0.0,10.483870967741936,0.9028897849462365,1.0
