topology_case,controller,episodes,steps,requested_horizon,n_scenarios,mean_decision_time_ms,std_across_episode_means_ms,mean_median_decision_time_ms,mean_p95_decision_time_ms,worst_decision_time_ms,mean_solver_time_ms,mean_p95_solver_time_ms,worst_solver_time_ms,mean_non_solver_overhead_time_ms,control_interval_s,mean_time_fraction_of_control_interval,mean_feasible_rate,mean_converged_rate,mean_solver_success_rate
TP1,smpc,1,96,24,10,298.90217992708335,,170.2554675,826.8941239999999,3481.637327,259.4725613792737,783.0963134765625,3440.9141540527344,39.4296185478096,900.0,0.00033211353325231485,1.0,1.0,1.0
