topology_case,policy,episodes,mean_total_reward_mean,std_total_reward_mean,mean_total_reward_team,std_total_reward_team,mean_energy_cost,mean_grid_import_mwh,mean_curtailment_mwh,mean_throughput_mwh,mean_voltage_deviation,worst_min_voltage_pu,worst_max_voltage_pu,worst_line_current_pu,worst_voltage_violation,worst_line_current_violation,mean_infeasible_requested_count,mean_feasible_rate,mean_converged_rate
TP6,maddpg,31,-1473.5762278826605,789.8127572828593,-7367.881139413304,3949.0637864142973,776.1270199707407,19.33471212291089,4.811457235204121,2.8098713963365247,0.5546400256214603,0.933038592338562,1.005905270576477,1.9221328496932983,0.016961419519020304,0.0,19.612903225806452,0.7967069892473119,1.0
