model,run,topology_case,policy,episodes,mean_total_reward_mean,std_total_reward_mean,mean_total_reward_team,std_total_reward_team,mean_energy_cost,mean_grid_import_mwh,mean_curtailment_mwh,mean_throughput_mwh,mean_voltage_deviation,worst_min_voltage_pu,worst_max_voltage_pu,worst_line_current_pu,worst_voltage_violation,worst_line_current_violation,mean_infeasible_requested_count,mean_feasible_rate,mean_converged_rate,source_folder
MLP,0,TP6,mlp_maddpg,31,-1402.5667767400494,728.5653086451887,-7012.833883700247,3642.826543225943,760.1652576957636,19.12978742580479,4.5543705976749935,3.8092029643598897,0.5510333650094527,0.933038592338562,1.0022417306900024,1.9221328496932983,0.0169614195190203,0.0,17.129032258064516,0.8269489247311829,1.0,mlp_ieee33_tp6_load1p2_run0
MLP,1,TP6,mlp_maddpg,31,-1592.5009888366587,821.2215285712819,-7962.5049441832925,4106.107642856409,788.5986117919082,19.71980735773164,4.9766394686673605,2.934401184739868,0.5650051542988387,0.933038592338562,1.0019830465316772,1.9221328496932983,0.0169614195190203,0.0,24.677419354838708,0.7862903225806451,1.0,mlp_ieee33_tp6_load1p2_run1
MLP,2,TP6,mlp_maddpg,31,-1491.9204515169554,803.9717070982925,-7459.602257584777,4019.858535491463,769.09663732917,19.205921332972057,4.573401467020045,3.5181917908351754,0.5537607579502046,0.933038592338562,1.004383206367493,1.9221328496932983,0.0169614195190203,0.0,21.0,0.7913306451612904,1.0,mlp_ieee33_tp6_load1p2_run2
GCN,0,TP6,maddpg,31,-1473.5762278826603,789.8127572828593,-7367.881139413304,3949.063786414297,776.1270199707407,19.33471212291089,4.811457235204121,2.8098713963365247,0.5546400256214603,0.933038592338562,1.005905270576477,1.9221328496932983,0.0169614195190203,0.0,19.61290322580645,0.7967069892473119,1.0,gcn_ieee33_tp6_load1p2_run0
GCN,1,TP6,maddpg,31,-1390.5910845856513,775.4681245207028,-6952.955422928257,3877.3406226035127,752.6850676317748,18.965434555447423,4.390297970978303,4.818462707640275,0.5494733876799063,0.933038592338562,1.00880229473114,1.9221328496932983,0.0169614195190203,0.0,17.032258064516128,0.8531586021505376,1.0,gcn_ieee33_tp6_load1p2_run1
GCN,2,TP6,maddpg,31,-1544.6706105290643,790.7913637606778,-7723.35305264532,3953.956818803388,760.965065260011,19.24999664465323,4.638921918045135,4.443493549607681,0.5543827558517135,0.933038592338562,1.009596347808838,1.9221328496932983,0.0169614195190203,0.0,24.161290322580644,0.8336693548387096,1.0,gcn_ieee33_tp6_load1p2_run2
GAT,0,TP6,maddpg,31,-1485.6713865058632,797.7380261689775,-7428.356932529316,3988.690130844888,758.1183281263209,19.148438714709812,4.544628186156147,3.995935339734736,0.5509773674270799,0.933038592338562,1.002350687980652,1.9221328496932983,0.0169614195190203,0.0,21.41935483870968,0.8259408602150538,1.0,gat_ieee33_tp6_load1p2_run0
GAT,1,TP6,maddpg,31,-1495.1413843028126,797.5044084552839,-7475.706921514064,3987.5220422764182,769.8109113436392,19.34951297810677,4.804730565441626,4.046584893725487,0.5554929546090543,0.933038592338562,1.0054298639297483,1.9221328496932983,0.0169614195190203,0.0,21.096774193548388,0.8020833333333333,1.0,gat_ieee33_tp6_load1p2_run1
GAT,2,TP6,maddpg,31,-1496.3564967059378,821.0579782668041,-7481.78248352969,4105.2898913340205,759.9604354427746,19.034066630030832,4.528048895906284,3.426417831315997,0.5503555308747036,0.933038592338562,1.0070621967315674,1.9221328496932983,0.0169614195190203,0.0,21.83870967741936,0.7973790322580645,1.0,gat_ieee33_tp6_load1p2_run2
TAGConv,0,TP6,maddpg,31,-1411.9901899242593,759.9273740790607,-7059.950949621297,3799.636870395304,755.0185006916315,19.09263125928046,4.509530689410194,4.583781612247972,0.5513125729737103,0.933038592338562,1.0072263479232788,1.9221328496932983,0.0169614195190203,0.0,17.93548387096774,0.8450940860215054,1.0,tagconv_ieee33_tp6_load1p2_run0
TAGConv,1,TP6,maddpg,31,-1462.578775340461,796.1806346669738,-7312.893876702307,3980.903173334868,768.150055322764,19.24945590751477,4.773028349418967,3.51972796132681,0.5548323213012628,0.933038592338562,1.003650188446045,1.9221328496932983,0.0169614195190203,0.0,19.580645161290324,0.8158602150537635,1.0,tagconv_ieee33_tp6_load1p2_run1
TAGConv,2,TP6,maddpg,31,-1425.0375905169717,809.2896390403921,-7125.187952584857,4046.448195201961,752.1254715658821,18.85690395735155,4.308864683268638,4.185499692901165,0.5473132105444067,0.933038592338562,1.0090519189834597,1.9221328496932983,0.0169614195190203,0.0,18.806451612903224,0.8155241935483871,1.0,tagconv_ieee33_tp6_load1p2_run2
